|dates|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Minnehaha_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Minnehaha_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-11|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-12|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-13|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-14|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-15|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-16|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-17|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-18|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-19|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-20|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-21|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-22|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-23|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-24|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-25|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-26|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-27|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-28|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-03-29|25.0|0|25.0|0|0.0|0|0.0|100
0|2020-03-30|28.0|0|28.0|0|0.0|0|0.0|100
0|2020-03-31|31.0|0|31.0|0|0.0|0|0.0|100
0|2020-04-01|40.0|0|40.0|0|0.0|0|0.0|100
0|2020-04-02|54.0|0|54.0|0|0.0|0|0.0|100
0|2020-04-03|68.0|0|68.0|0|0.0|0|0.0|100
0|2020-04-04|81.0|0|81.0|0|0.0|0|0.0|100
0|2020-04-05|104.0|0|104.0|0|0.0|0|0.0|100
0|2020-04-06|140.0|0|140.0|0|1.0|0|0.0|100
0|2020-04-07|165.0|0|165.0|0|2.0|0|0.0|100
0|2020-04-08|228.0|0|228.0|0|2.0|0|0.0|100
0|2020-04-09|274.0|0|274.0|0|2.0|0|0.0|100
0|2020-04-10|352.0|0|352.0|0|2.0|0|0.0|100
0|2020-04-11|438.0|0|438.0|0|2.0|0|0.0|100
0|2020-04-12|527.0|0|527.0|0|2.0|0|0.0|100
0|2020-04-13|654.0|0|654.0|0|2.0|0|0.0|100
0|2020-04-14|768.0|0|768.0|0|2.0|0|0.0|100
0|2020-04-15|934.0|0|934.0|0|2.0|0|0.0|100
0|2020-04-16|1065.0|0|1065.0|0|3.0|0|0.0|100
0|2020-04-17|1157.0|0|1157.0|0|3.0|0|0.0|100
0|2020-04-18|1276.0|0|1276.0|0|3.0|0|0.0|100
0|2020-04-19|1362.0|0|1362.0|0|3.0|0|0.0|100
0|2020-04-20|1405.0|0|1405.0|0|3.0|0|0.0|100
0|2020-04-21|1469.0|0|1469.0|0|4.0|0|0.0|100
0|2020-04-22|1555.0|0|1555.0|0|5.0|0|0.0|100
0|2020-04-23|1636.0|0|1636.0|0|5.0|0|0.0|100
0|2020-04-24|1707.0|0|1707.0|0|5.0|0|0.0|100
0|2020-04-25|1796.0|0|1796.0|0|5.0|0|0.0|100
0|2020-04-26|1854.0|0|1854.0|0|6.0|0|0.0|100
0|2020-04-27|1880.0|0|1880.0|0|6.0|0|0.0|100
0|2020-04-28|1939.0|0|1939.0|0|6.0|0|0.0|100
0|2020-04-29|1984.0|0|1984.0|0|8.0|0|0.0|100
0|2020-04-30|2038.0|0|2038.0|0|8.0|0|0.0|100
0|2020-05-01|2089.0|0|2089.0|0|16.0|0|0.0|100
0|2020-05-02|2123.0|0|2123.0|0|16.0|0|0.0|100
0|2020-05-03|2142.0|0|2142.0|0|16.0|0|0.0|100
0|2020-05-04|2170.0|0|2170.0|0|16.0|0|0.0|100
0|2020-05-05|2195.0|0|2195.0|0|19.0|0|0.0|100
0|2020-05-06|2231.0|0|2231.0|0|19.0|0|0.0|100
0|2020-05-07|2332.0|0|2332.0|0|26.0|0|0.0|100
0|2020-05-08|2535.0|0|2535.0|0|26.0|0|0.0|100
0|2020-05-09|2767.0|0|2767.0|0|29.0|0|0.0|100
0|2020-05-10|2867.0|0|2867.0|0|29.0|0|0.0|100
0|2020-05-11|2952.0|0|2952.0|0|29.0|0|0.0|100
