|dates|PearlRiver_Mississippi_UnitedStates.BLS_EmployedPopulation.data|PearlRiver_Mississippi_UnitedStates.BLS_EmployedPopulation.missing|PearlRiver_Mississippi_UnitedStates.BLS_UnemployedPopulation.data|PearlRiver_Mississippi_UnitedStates.BLS_UnemployedPopulation.missing|PearlRiver_Mississippi_UnitedStates.BLS_UnemploymentRate.data|PearlRiver_Mississippi_UnitedStates.BLS_UnemploymentRate.missing|PearlRiver_Mississippi_UnitedStates.BLS_LaborForcePopulation.data|PearlRiver_Mississippi_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-02|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-03|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-04|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-05|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-06|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-07|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-08|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-09|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-10|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-11|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-12|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-13|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-14|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-15|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-16|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-17|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-18|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-19|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-20|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-21|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-22|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-23|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-24|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-25|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-26|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-27|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-28|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-29|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-30|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-01-31|22496.0|0|1189.0|0|5.02005488705932|0|23685.0|0
0|2020-02-01|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-02-02|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-02-03|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-02-04|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-02-05|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-02-06|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-02-07|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-02-08|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-02-09|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-02-10|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-02-11|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-02-12|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-02-13|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-02-14|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-02-15|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-02-16|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-02-17|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-02-18|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-02-19|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-02-20|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-02-21|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-02-22|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-02-23|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-02-24|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-02-25|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-02-26|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-02-27|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-02-28|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-02-29|22670.0|0|1182.0|0|4.955559282240483|0|23852.0|0
0|2020-03-01|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-02|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-03|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-04|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-05|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-06|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-07|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-08|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-09|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-10|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-11|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-12|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-13|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-14|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-15|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-16|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-17|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-18|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-19|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-20|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-21|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-22|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-23|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-24|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-25|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-26|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-27|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-28|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-29|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-30|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-03-31|22565.0|0|1166.0|0|4.913404407736715|0|23731.0|0
0|2020-04-01|18764.0|0|2713.5|0|12.634152019555348|0|21477.5|0
0|2020-04-02|18764.0|0|2713.5|0|12.634152019555348|0|21477.5|0
0|2020-04-03|18764.0|0|2713.5|0|12.634152019555348|0|21477.5|0
0|2020-04-04|18764.0|0|2713.5|0|12.634152019555348|0|21477.5|0
0|2020-04-05|18764.0|0|2713.5|0|12.634152019555348|0|21477.5|0
0|2020-04-06|18764.0|0|2713.5|0|12.634152019555348|0|21477.5|0
0|2020-04-07|18764.0|0|2713.5|0|12.634152019555348|0|21477.5|0
0|2020-04-08|18764.0|0|2713.5|0|12.634152019555348|0|21477.5|0
0|2020-04-09|18764.0|0|2713.5|0|12.634152019555348|0|21477.5|0
0|2020-04-10|18764.0|0|2713.5|0|12.634152019555348|0|21477.5|0
0|2020-04-11|18764.0|0|2713.5|0|12.634152019555348|0|21477.5|0
0|2020-04-12|18764.0|0|2713.5|0|12.634152019555348|0|21477.5|0
0|2020-04-13|18764.0|0|2713.5|0|12.634152019555348|0|21477.5|0
0|2020-04-14|18764.0|0|2713.5|0|12.634152019555348|0|21477.5|0
0|2020-04-15|18764.0|0|2713.5|0|12.634152019555348|0|21477.5|0
0|2020-04-16|18764.0|0|2713.5|0|12.634152019555348|0|21477.5|0
0|2020-04-17|18764.0|0|2713.5|0|12.634152019555348|0|21477.5|0
0|2020-04-18|18764.0|0|2713.5|0|12.634152019555348|0|21477.5|0
