|dates|Lebanon_Pennsylvania_UnitedStates.AveragePrecipitationTotal.data|Lebanon_Pennsylvania_UnitedStates.AveragePrecipitationTotal.missing|Lebanon_Pennsylvania_UnitedStates.AveragePrecipitation.data|Lebanon_Pennsylvania_UnitedStates.AveragePrecipitation.missing|Lebanon_Pennsylvania_UnitedStates.AverageWindDirection.data|Lebanon_Pennsylvania_UnitedStates.AverageWindDirection.missing|Lebanon_Pennsylvania_UnitedStates.AverageWindSpeed.data|Lebanon_Pennsylvania_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.00010416666666666667|0|0.0|0|212.35416666666666|0|6.677083333333333|0
0|2020-01-02|0.0|0|0.0|0|7.083333333333333|0|0.125|0
0|2020-01-03|0.0004166666666666667|0|0.0024915674603174605|0|13.16964285714286|0|0.2794642857142857|0
0|2020-01-04|0.010416666666666666|0|0.0008368055555555556|0|151.58333333333334|0|4.308680555555555|0
0|2020-01-05|0.0008333333333333334|0|0.0001388888888888889|0|244.0625|0|10.881944444444443|0
0|2020-01-06|0.0|0|0.0|0|149.58333333333334|0|4.944444444444444|0
0|2020-01-07|0.0|0|0.0004027777777777778|0|63.770833333333336|0|1.5284722222222225|0
0|2020-01-08|0.0004166666666666667|0|0.00037268518518518515|0|193.02777777777774|0|7.970138888888889|0
0|2020-01-09|0.0008333333333333334|0|0.0|0|58.958333333333336|0|2.2916666666666665|0
0|2020-01-10|0.0|0|0.0|0|19.583333333333332|0|1.375|0
0|2020-01-11|0.0|0|0.0|0|44.166666666666664|0|2.2916666666666665|0
0|2020-01-12|0.015|0|0.002306547619047619|0|191.75843253968253|0|8.538690476190476|0
0|2020-01-13|0.0|0|0.0|0|15.833333333333334|0|1.0833333333333333|0
0|2020-01-14|0.0|0|0.000625|0|25.979166666666668|0|1.5909722222222225|0
0|2020-01-15|0.0025|0|0.0|0|141.2579365079365|0|3.3787698412698415|0
0|2020-01-16|0.0|0|0.0|0|234.93055555555554|0|12.527777777777779|0
0|2020-01-17|0.0|0|0.0|0|246.5625|0|7.920138888888888|0
0|2020-01-18|0.0|0|0.0019166666666666666|0|66.39120370370371|0|2.945370370370371|0
0|2020-01-19|0.0044444444444444444|0|8.333333333333333e-05|0|210.7010582010582|0|10.704265873015872|0
0|2020-01-20|0.0|0|0.0|0|216.77777777777774|0|6.7124999999999995|0
0|2020-01-21|0.0|0|0.0|0|218.75|0|5.645833333333333|0
0|2020-01-22|0.0|0|0.0|0|78.75|0|1.2916666666666667|0
