|dates|Kenton_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Kenton_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Kenton_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Kenton_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Kenton_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Kenton_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Kenton_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Kenton_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-19|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-20|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|1.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-22|1.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-23|5.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-24|5.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-25|8.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-26|8.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-27|8.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-28|12.0|0|18.0|0|1.0|0|0.0|100
0|2020-03-29|17.0|0|19.0|0|1.0|0|0.0|100
0|2020-03-30|19.0|0|20.0|0|1.0|0|0.0|100
0|2020-03-31|20.0|0|21.0|0|1.0|0|0.0|100
0|2020-04-01|20.0|0|26.0|0|1.0|0|0.0|100
0|2020-04-02|25.0|0|31.0|0|1.0|0|0.0|100
0|2020-04-03|25.0|0|31.0|0|3.0|0|0.0|100
0|2020-04-04|33.0|0|32.0|0|3.0|0|0.0|100
0|2020-04-05|33.0|0|54.0|0|3.0|0|0.0|100
0|2020-04-06|33.0|0|54.0|0|3.0|0|0.0|100
0|2020-04-07|36.0|0|75.0|0|8.0|0|0.0|100
0|2020-04-08|36.0|0|75.0|0|8.0|0|0.0|100
0|2020-04-09|54.0|0|80.0|0|8.0|0|0.0|100
0|2020-04-10|54.0|0|80.0|0|8.0|0|0.0|100
0|2020-04-11|54.0|0|91.0|0|8.0|0|0.0|100
0|2020-04-12|91.0|0|95.0|0|8.0|0|0.0|100
0|2020-04-13|91.0|0|99.0|0|8.0|0|0.0|100
0|2020-04-14|99.0|0|106.0|0|8.0|0|0.0|100
0|2020-04-15|106.0|0|107.0|0|8.0|0|0.0|100
0|2020-04-16|112.0|0|112.0|0|10.0|0|0.0|100
0|2020-04-17|121.0|0|121.0|0|10.0|0|0.0|100
0|2020-04-18|128.0|0|128.0|0|10.0|0|0.0|100
0|2020-04-19|149.0|0|149.0|0|10.0|0|0.0|100
0|2020-04-20|156.0|0|156.0|0|11.0|0|0.0|100
0|2020-04-21|169.0|0|169.0|0|13.0|0|0.0|100
0|2020-04-22|179.0|0|179.0|0|15.0|0|0.0|100
0|2020-04-23|214.0|0|214.0|0|16.0|0|0.0|100
0|2020-04-24|223.0|0|223.0|0|16.0|0|0.0|100
0|2020-04-25|226.0|0|226.0|0|16.0|0|0.0|100
0|2020-04-26|227.0|0|227.0|0|16.0|0|0.0|100
0|2020-04-27|230.0|0|230.0|0|16.0|0|0.0|100
0|2020-04-28|247.0|0|247.0|0|20.0|0|0.0|100
0|2020-04-29|248.0|0|248.0|0|20.0|0|0.0|100
0|2020-04-30|276.0|0|276.0|0|20.0|0|0.0|100
0|2020-05-01|286.0|0|286.0|0|20.0|0|0.0|100
0|2020-05-02|286.0|0|292.0|0|20.0|0|0.0|100
0|2020-05-03|308.0|0|308.0|0|20.0|0|0.0|100
0|2020-05-04|317.0|0|317.0|0|20.0|0|0.0|100
0|2020-05-05|340.0|0|340.0|0|24.0|0|0.0|100
0|2020-05-06|353.0|0|353.0|0|26.0|0|0.0|100
0|2020-05-07|360.0|0|360.0|0|26.0|0|0.0|100
0|2020-05-08|372.0|0|372.0|0|26.0|0|0.0|100
0|2020-05-09|383.0|0|383.0|0|26.0|0|0.0|100
0|2020-05-10|383.0|0|383.0|0|26.0|0|0.0|100
0|2020-05-11|401.0|0|401.0|0|26.0|0|0.0|100
0|2020-05-12|408.0|0|408.0|0|30.0|0|0.0|100
0|2020-05-13|408.0|0|408.0|0|30.0|0|0.0|100
