|dates|Franklin_Florida_UnitedStates.AverageDailyTemperature.data|Franklin_Florida_UnitedStates.AverageDailyTemperature.missing|Franklin_Florida_UnitedStates.AverageDewPoint.data|Franklin_Florida_UnitedStates.AverageDewPoint.missing|Franklin_Florida_UnitedStates.AverageRelativeHumidity.data|Franklin_Florida_UnitedStates.AverageRelativeHumidity.missing|Franklin_Florida_UnitedStates.AverageSurfaceAirPressure.data|Franklin_Florida_UnitedStates.AverageSurfaceAirPressure.missing
0|2020-01-01|52.625|0|40.125|0|64.75|0|30.06874999999999|0
0|2020-01-02|65.22916666666667|0|59.166666666666664|0|81.0625|0|29.955624999999987|0
0|2020-01-03|70.79722222222222|0|68.12847222222221|0|91.22083333333335|0|29.89904861111111|0
0|2020-01-04|62.50833333333333|0|51.50069444444444|0|69.40833333333333|0|30.036652777777775|0
0|2020-01-05|49.125|0|33.083333333333336|0|56.708333333333336|0|30.31541666666665|0
0|2020-01-06|49.541666666666664|0|40.625|0|73.58333333333333|0|30.209583333333327|0
0|2020-01-07|56.75|0|41.75|0|61.083333333333336|0|30.179166666666664|0
0|2020-01-08|47.666666666666664|0|32.5|0|60.708333333333336|0|30.38416666666666|0
0|2020-01-09|59.625|0|47.541666666666664|0|64.875|0|30.375833333333343|0
0|2020-01-10|65.41666666666667|0|58.708333333333336|0|79.20833333333333|0|30.261666666666674|0
0|2020-01-11|69.08194444444443|0|65.11805555555556|0|87.1361111111111|0|30.114236111111115|0
0|2020-01-12|65.90555555555555|0|64.12881944444446|0|93.82152777777777|0|30.202864583333334|0
0|2020-01-13|68.15972222222223|0|65.55555555555556|0|91.375|0|30.27131944444444|0
0|2020-01-14|68.51597222222222|0|64.53333333333333|0|87.30208333333333|0|30.2200138888889|0
0|2020-01-15|68.88492063492063|0|65.89087301587303|0|90.2609126984127|0|30.191498015873023|0
0|2020-01-16|70.06944444444444|0|66.53472222222223|0|88.79861111111113|0|30.24618055555555|0
0|2020-01-17|62.75|0|44.75|0|53.666666666666664|0|30.343333333333334|0
0|2020-01-18|64.3263888888889|0|57.52777777777777|0|78.9236111111111|0|30.253680555555547|0
0|2020-01-19|60.388888888888886|0|50.67361111111111|0|72.34027777777779|0|30.11104166666667|0
0|2020-01-20|44.666666666666664|0|24.666666666666668|0|46.041666666666664|0|30.265|0
0|2020-01-21|40.166666666666664|0|22.166666666666668|0|49.291666666666664|0|30.336250000000003|0
0|2020-01-22|45.23611111111111|0|25.625|0|47.5|0|30.241388888888892|0
0|2020-01-23|55.0|0|44.208333333333336|0|67.625|0|30.0675|0
0|2020-01-24|60.770833333333336|0|56.354166666666664|0|85.8263888888889|0|29.979298611111105|0
0|2020-01-25|49.666666666666664|0|38.833333333333336|0|68.125|0|30.110833333333332|0
0|2020-01-26|49.416666666666664|0|41.5|0|76.08333333333333|0|30.086666666666662|0
0|2020-01-27|53.944444444444436|0|49.45138888888889|0|84.74305555555556|0|29.94090277777778|0
0|2020-01-28|50.97083333333333|0|41.362500000000004|0|72.19583333333334|0|29.992208333333334|0
0|2020-01-29|49.84722222222222|0|44.145833333333336|0|81.02777777777779|0|29.912222222222216|0
0|2020-01-30|53.583333333333336|0|46.416666666666664|0|77.25|0|30.00749999999999|0
0|2020-01-31|54.55902777777778|0|50.20833333333332|0|85.24305555555556|0|30.013854166666672|0
0|2020-02-01|51.375|0|45.729166666666664|0|81.66666666666667|0|30.03708333333333|0
0|2020-02-02|51.458333333333336|0|38.354166666666664|0|65.1875|0|30.14375|0
0|2020-02-03|56.0375|0|48.43194444444445|0|76.74861111111112|0|30.12505555555556|0
0|2020-02-04|63.25|0|57.604166666666664|0|82.45833333333333|0|30.067083333333326|0
0|2020-02-05|66.875|0|64.14583333333333|0|90.83333333333333|0|29.90479166666667|0
0|2020-02-06|67.30853174603176|0|63.80902777777778|0|88.64037698412699|0|29.60267361111111|0
0|2020-02-07|49.291666666666664|0|32.625|0|54.375|0|29.95541666666666|0
0|2020-02-08|49.416666666666664|0|40.166666666666664|0|72.75|0|30.270416666666666|0
0|2020-02-09|57.041666666666664|0|45.083333333333336|0|66.95833333333333|0|30.32708333333332|0
0|2020-02-10|64.35416666666667|0|58.833333333333336|0|82.36805555555556|0|30.17854166666667|0
0|2020-02-11|68.60902777777778|0|65.58402777777778|0|89.94722222222224|0|30.085979166666675|0
0|2020-02-12|68.16597222222221|0|65.99097222222223|0|92.72083333333332|0|30.014888888888894|0
0|2020-02-13|68.68154761904762|0|65.43005952380953|0|89.39484126984127|0|29.961230158730157|0
0|2020-02-14|55.104166666666664|0|43.270833333333336|0|66.75|0|30.214166666666667|0
0|2020-02-15|54.291666666666664|0|36.708333333333336|0|53.125|0|30.28708333333334|0
0|2020-02-16|59.104166666666664|0|54.854166666666664|0|85.5|0|30.138333333333325|0
0|2020-02-17|60.0|0|56.0|0|86.0|0|30.13999999999999|0
0|2020-02-18|60.0|0|56.0|0|86.0|0|30.13999999999999|0
0|2020-02-19|60.0|0|56.0|0|86.0|0|30.13999999999999|0
