|dates|Stone_Missouri_UnitedStates.AverageDailyTemperature.data|Stone_Missouri_UnitedStates.AverageDailyTemperature.missing|Stone_Missouri_UnitedStates.AverageDewPoint.data|Stone_Missouri_UnitedStates.AverageDewPoint.missing|Stone_Missouri_UnitedStates.AverageRelativeHumidity.data|Stone_Missouri_UnitedStates.AverageRelativeHumidity.missing|Stone_Missouri_UnitedStates.AverageSurfaceAirPressure.data|Stone_Missouri_UnitedStates.AverageSurfaceAirPressure.missing
0|2020-01-01|43.510416666666664|0|23.020833333333332|0|46.125|0|28.40578125|0
0|2020-01-02|47.083333333333336|0|43.625|0|88.86458333333333|0|28.21848958333337|0
0|2020-01-03|41.979166666666664|0|40.25|0|93.97916666666667|0|28.45348958333334|0
0|2020-01-04|36.916666666666664|0|18.447916666666668|0|48.447916666666664|0|28.756770833333334|0
0|2020-01-05|43.625|0|23.322916666666668|0|45.166666666666664|0|28.757760416666702|0
0|2020-01-06|41.177083333333336|0|24.958333333333332|0|53.59375|0|28.714895833333347|0
0|2020-01-07|41.791666666666664|0|21.427083333333332|0|47.046875|0|28.79802083333333|0
0|2020-01-08|49.677083333333336|0|21.729166666666668|0|35.192708333333336|0|28.75458333333333|0
0|2020-01-09|54.104166666666664|0|45.697916666666664|0|76.625|0|28.568333333333346|0
0|2020-01-10|56.197916666666664|0|56.197916666666664|0|100.0|0|28.459583333333327|0
0|2020-01-11|28.291666666666668|0|28.25|0|99.85416666666667|0|28.525729166666636|0
0|2020-01-12|28.677083333333332|0|28.677083333333332|0|100.0|0|28.72968750000001|0
0|2020-01-13|34.21875|0|33.677083333333336|0|98.125|0|28.729166666666675|0
0|2020-01-14|43.09375|0|42.864583333333336|0|99.3125|0|28.66072916666668|0
0|2020-01-15|50.833333333333336|0|48.427083333333336|0|92.5|0|28.673385416666658|0
0|2020-01-16|35.541666666666664|0|24.541666666666668|0|68.07291666666667|0|29.100312500000005|0
0|2020-01-17|33.520833333333336|0|30.958333333333332|0|92.265625|0|28.80093750000003|0
0|2020-01-18|41.989583333333336|0|31.708333333333332|0|69.765625|0|28.74239583333332|0
0|2020-01-19|28.208333333333332|0|10.65625|0|49.333333333333336|0|29.019270833333337|0
0|2020-01-20|23.052083333333332|0|12.427083333333334|0|65.07291666666667|0|29.085520833333323|0
0|2020-01-21|25.739583333333332|0|18.53125|0|76.72916666666667|0|29.019635416666656|0
0|2020-01-22|30.302083333333332|0|27.197916666666668|0|88.42708333333333|0|28.668229166666666|0
0|2020-01-23|35.270833333333336|0|35.270833333333336|0|100.0|0|28.479583333333323|0
0|2020-01-24|32.583333333333336|0|32.583333333333336|0|100.0|0|28.532187499999992|0
0|2020-01-25|37.458333333333336|0|30.4375|0|78.125|0|28.639218750000012|0
0|2020-01-26|44.026041666666664|0|38.40625|0|82.0|0|28.551822916666662|0
0|2020-01-27|43.364583333333336|0|36.161458333333336|0|80.27083333333333|0|28.558072916666646|0
0|2020-01-28|34.916666666666664|0|34.916666666666664|0|100.0|0|28.5759375|0
0|2020-01-29|34.916666666666664|0|34.916666666666664|0|100.0|0|28.63072916666668|0
0|2020-01-30|34.59375|0|34.59375|0|100.0|0|28.684947916666687|0
0|2020-01-31|39.458333333333336|0|36.416666666666664|0|89.5|0|28.65401041666664|0
0|2020-02-01|40.65625|0|28.75|0|68.625|0|28.624531250000008|0
0|2020-02-02|58.770833333333336|0|30.510416666666668|0|36.276041666666664|0|28.44687500000003|0
0|2020-02-03|63.135416666666664|0|40.416666666666664|0|46.145833333333336|0|28.29677083333333|0
