|dates|Barrow_Georgia_UnitedStates.JHU_ConfirmedCases.data|Barrow_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Barrow_Georgia_UnitedStates.NYT_ConfirmedCases.data|Barrow_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Barrow_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Barrow_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Barrow_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Barrow_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-23|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-24|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-25|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-26|4.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-27|6.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-28|7.0|0|7.0|0|1.0|0|0.0|100
0|2020-03-29|7.0|0|6.0|0|1.0|0|0.0|100
0|2020-03-30|7.0|0|9.0|0|1.0|0|0.0|100
0|2020-03-31|18.0|0|19.0|0|2.0|0|0.0|100
0|2020-04-01|20.0|0|20.0|0|2.0|0|0.0|100
0|2020-04-02|20.0|0|20.0|0|2.0|0|0.0|100
0|2020-04-03|21.0|0|22.0|0|2.0|0|0.0|100
0|2020-04-04|22.0|0|25.0|0|2.0|0|0.0|100
0|2020-04-05|25.0|0|25.0|0|2.0|0|0.0|100
0|2020-04-06|27.0|0|29.0|0|2.0|0|0.0|100
0|2020-04-07|40.0|0|42.0|0|3.0|0|0.0|100
0|2020-04-08|42.0|0|46.0|0|3.0|0|0.0|100
0|2020-04-09|46.0|0|48.0|0|3.0|0|0.0|100
0|2020-04-10|48.0|0|51.0|0|3.0|0|0.0|100
0|2020-04-11|51.0|0|51.0|0|3.0|0|0.0|100
0|2020-04-12|55.0|0|55.0|0|3.0|0|0.0|100
0|2020-04-13|55.0|0|57.0|0|3.0|0|0.0|100
0|2020-04-14|65.0|0|65.0|0|3.0|0|0.0|100
0|2020-04-15|66.0|0|68.0|0|3.0|0|0.0|100
0|2020-04-16|70.0|0|81.0|0|3.0|0|0.0|100
0|2020-04-17|84.0|0|85.0|0|3.0|0|0.0|100
0|2020-04-18|87.0|0|87.0|0|3.0|0|0.0|100
0|2020-04-19|90.0|0|90.0|0|3.0|0|0.0|100
0|2020-04-20|93.0|0|93.0|0|3.0|0|0.0|100
0|2020-04-21|99.0|0|101.0|0|3.0|0|0.0|100
0|2020-04-22|103.0|0|103.0|0|3.0|0|0.0|100
0|2020-04-23|106.0|0|106.0|0|3.0|0|0.0|100
0|2020-04-24|111.0|0|111.0|0|3.0|0|0.0|100
0|2020-04-25|111.0|0|111.0|0|3.0|0|0.0|100
0|2020-04-26|108.0|0|108.0|0|3.0|0|0.0|100
0|2020-04-27|113.0|0|113.0|0|4.0|0|0.0|100
0|2020-04-28|123.0|0|125.0|0|4.0|0|0.0|100
0|2020-04-29|131.0|0|131.0|0|4.0|0|0.0|100
0|2020-04-30|133.0|0|133.0|0|4.0|0|0.0|100
0|2020-05-01|141.0|0|141.0|0|4.0|0|0.0|100
0|2020-05-02|155.0|0|155.0|0|4.0|0|0.0|100
0|2020-05-03|159.0|0|159.0|0|4.0|0|0.0|100
0|2020-05-04|167.0|0|167.0|0|4.0|0|0.0|100
0|2020-05-05|177.0|0|177.0|0|5.0|0|0.0|100
0|2020-05-06|197.0|0|197.0|0|5.0|0|0.0|100
0|2020-05-07|191.0|0|191.0|0|5.0|0|0.0|100
0|2020-05-08|192.0|0|192.0|0|5.0|0|0.0|100
0|2020-05-09|194.0|0|194.0|0|5.0|0|0.0|100
0|2020-05-10|193.0|0|193.0|0|5.0|0|0.0|100
0|2020-05-11|195.0|0|195.0|0|6.0|0|0.0|100
0|2020-05-12|232.0|0|232.0|0|7.0|0|0.0|100
0|2020-05-13|254.0|0|254.0|0|7.0|0|0.0|100
