|dates|Lancaster_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Lancaster_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Lancaster_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Lancaster_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Lancaster_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Lancaster_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Lancaster_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Lancaster_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-20|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-21|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-22|6.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-23|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-24|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-25|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-26|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-03-27|33.0|0|33.0|0|0.0|0|0.0|100
0|2020-03-28|45.0|0|45.0|0|1.0|0|0.0|100
0|2020-03-29|67.0|0|67.0|0|2.0|0|0.0|100
0|2020-03-30|97.0|0|97.0|0|2.0|0|0.0|100
0|2020-03-31|123.0|0|123.0|0|3.0|0|0.0|100
0|2020-04-01|157.0|0|157.0|0|3.0|0|0.0|100
0|2020-04-02|203.0|0|203.0|0|4.0|0|0.0|100
0|2020-04-03|232.0|0|232.0|0|5.0|0|0.0|100
0|2020-04-04|291.0|0|291.0|0|5.0|0|0.0|100
0|2020-04-05|371.0|0|371.0|0|8.0|0|0.0|100
0|2020-04-06|408.0|0|408.0|0|11.0|0|0.0|100
0|2020-04-07|490.0|0|490.0|0|14.0|0|0.0|100
0|2020-04-08|561.0|0|561.0|0|14.0|0|0.0|100
0|2020-04-09|596.0|0|596.0|0|17.0|0|0.0|100
0|2020-04-10|648.0|0|648.0|0|21.0|0|0.0|100
0|2020-04-11|698.0|0|698.0|0|23.0|0|0.0|100
0|2020-04-12|772.0|0|772.0|0|24.0|0|0.0|100
0|2020-04-13|828.0|0|828.0|0|24.0|0|0.0|100
0|2020-04-14|865.0|0|865.0|0|56.0|0|0.0|100
0|2020-04-15|914.0|0|914.0|0|69.0|0|0.0|100
0|2020-04-16|970.0|0|970.0|0|33.0|0|0.0|100
0|2020-04-17|1030.0|0|1030.0|0|35.0|0|0.0|100
0|2020-04-18|1113.0|0|1113.0|0|36.0|0|0.0|100
0|2020-04-19|1188.0|0|1188.0|0|98.0|0|0.0|100
0|2020-04-20|1236.0|0|1236.0|0|101.0|0|0.0|100
0|2020-04-21|1295.0|0|1295.0|0|107.0|0|0.0|100
0|2020-04-22|1326.0|0|1326.0|0|107.0|0|0.0|100
0|2020-04-23|1359.0|0|1359.0|0|107.0|0|0.0|100
0|2020-04-24|1451.0|0|1451.0|0|107.0|0|0.0|100
0|2020-04-25|1501.0|0|1501.0|0|139.0|0|0.0|100
0|2020-04-26|1577.0|0|1577.0|0|140.0|0|0.0|100
0|2020-04-27|1633.0|0|1633.0|0|152.0|0|0.0|100
0|2020-04-28|1678.0|0|1678.0|0|164.0|0|0.0|100
0|2020-04-29|1703.0|0|1703.0|0|164.0|0|0.0|100
0|2020-04-30|1765.0|0|1765.0|0|170.0|0|0.0|100
0|2020-05-01|1820.0|0|1820.0|0|173.0|0|0.0|100
0|2020-05-02|1904.0|0|1904.0|0|173.0|0|0.0|100
0|2020-05-03|1936.0|0|1936.0|0|173.0|0|0.0|100
0|2020-05-04|1991.0|0|1991.0|0|191.0|0|0.0|100
0|2020-05-05|2018.0|0|2018.0|0|198.0|0|0.0|100
0|2020-05-06|2041.0|0|2041.0|0|206.0|0|0.0|100
0|2020-05-07|2070.0|0|2070.0|0|216.0|0|0.0|100
0|2020-05-08|2122.0|0|2122.0|0|222.0|0|0.0|100
0|2020-05-09|2185.0|0|2185.0|0|222.0|0|0.0|100
0|2020-05-10|2223.0|0|2223.0|0|228.0|0|0.0|100
0|2020-05-11|2256.0|0|2256.0|0|233.0|0|0.0|100
