|dates|Essex_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Essex_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Essex_Massachusetts_UnitedStates.NYT_ConfirmedCases.data|Essex_Massachusetts_UnitedStates.NYT_ConfirmedCases.missing|Essex_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Essex_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Essex_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Essex_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-11|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-12|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-13|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-14|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-15|5.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-16|8.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-17|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-18|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-19|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-03-20|29.0|0|29.0|0|0.0|0|0.0|100
0|2020-03-21|41.0|0|41.0|0|0.0|0|0.0|100
0|2020-03-22|60.0|0|60.0|0|0.0|0|0.0|100
0|2020-03-23|73.0|0|73.0|0|0.0|0|0.0|100
0|2020-03-24|118.0|0|118.0|0|0.0|0|0.0|100
0|2020-03-25|177.0|0|177.0|0|0.0|0|0.0|100
0|2020-03-26|247.0|0|247.0|0|2.0|0|0.0|100
0|2020-03-27|350.0|0|350.0|0|2.0|0|0.0|100
0|2020-03-28|472.0|0|472.0|0|3.0|0|0.0|100
0|2020-03-29|570.0|0|570.0|0|4.0|0|0.0|100
0|2020-03-30|653.0|0|653.0|0|6.0|0|0.0|100
0|2020-03-31|784.0|0|784.0|0|12.0|0|0.0|100
0|2020-04-01|885.0|0|885.0|0|17.0|0|0.0|100
0|2020-04-02|1039.0|0|1039.0|0|18.0|0|0.0|100
0|2020-04-03|1238.0|0|1238.0|0|23.0|0|0.0|100
0|2020-04-04|1400.0|0|1400.0|0|25.0|0|0.0|100
0|2020-04-05|1506.0|0|1506.0|0|27.0|0|0.0|100
0|2020-04-06|1653.0|0|1653.0|0|29.0|0|0.0|100
0|2020-04-07|1841.0|0|1841.0|0|35.0|0|0.0|100
0|2020-04-08|2103.0|0|2103.0|0|50.0|0|0.0|100
0|2020-04-09|2336.0|0|2336.0|0|50.0|0|0.0|100
0|2020-04-10|2670.0|0|2670.0|0|50.0|0|0.0|100
0|2020-04-11|2896.0|0|2896.0|0|91.0|0|0.0|100
0|2020-04-12|3170.0|0|3170.0|0|101.0|0|0.0|100
0|2020-04-13|3413.0|0|3413.0|0|101.0|0|0.0|100
0|2020-04-14|3594.0|0|3594.0|0|101.0|0|0.0|100
0|2020-04-15|3894.0|0|3894.0|0|140.0|0|0.0|100
0|2020-04-16|4245.0|0|4245.0|0|140.0|0|0.0|100
0|2020-04-17|4584.0|0|4584.0|0|159.0|0|0.0|100
0|2020-04-18|4914.0|0|4914.0|0|178.0|0|0.0|100
0|2020-04-19|5153.0|0|5153.0|0|209.0|0|0.0|100
0|2020-04-20|5153.0|0|5296.0|0|209.0|0|0.0|100
0|2020-04-21|5521.0|0|5521.0|0|245.0|0|0.0|100
0|2020-04-22|5783.0|0|5783.0|0|245.0|0|0.0|100
0|2020-04-23|6219.0|0|6219.0|0|245.0|0|0.0|100
0|2020-04-24|6841.0|0|6841.0|0|245.0|0|0.0|100
0|2020-04-25|7212.0|0|7212.0|0|336.0|0|0.0|100
0|2020-04-26|7489.0|0|7489.0|0|336.0|0|0.0|100
0|2020-04-27|7708.0|0|7708.0|0|359.0|0|0.0|100
0|2020-04-28|7972.0|0|7972.0|0|383.0|0|0.0|100
0|2020-04-29|8380.0|0|8380.0|0|425.0|0|0.0|100
0|2020-04-30|8673.0|0|8673.0|0|448.0|0|0.0|100
0|2020-05-01|9028.0|0|9028.0|0|460.0|0|0.0|100
0|2020-05-02|9362.0|0|9362.0|0|484.0|0|0.0|100
0|2020-05-03|9542.0|0|9542.0|0|499.0|0|0.0|100
0|2020-05-04|9773.0|0|9773.0|0|512.0|0|0.0|100
0|2020-05-05|9979.0|0|9979.0|0|527.0|0|0.0|100
0|2020-05-06|10344.0|0|10344.0|0|561.0|0|0.0|100
0|2020-05-07|10610.0|0|10610.0|0|578.0|0|0.0|100
0|2020-05-08|10995.0|0|10995.0|0|601.0|0|0.0|100
0|2020-05-09|11211.0|0|11211.0|0|625.0|0|0.0|100
0|2020-05-10|11353.0|0|11353.0|0|644.0|0|0.0|100
