|dates|Bannock_Idaho_UnitedStates.BLS_EmployedPopulation.data|Bannock_Idaho_UnitedStates.BLS_EmployedPopulation.missing|Bannock_Idaho_UnitedStates.BLS_UnemployedPopulation.data|Bannock_Idaho_UnitedStates.BLS_UnemployedPopulation.missing|Bannock_Idaho_UnitedStates.BLS_UnemploymentRate.data|Bannock_Idaho_UnitedStates.BLS_UnemploymentRate.missing|Bannock_Idaho_UnitedStates.BLS_LaborForcePopulation.data|Bannock_Idaho_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
0|2020-01-02|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
0|2020-01-03|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
0|2020-01-04|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
0|2020-01-05|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
0|2020-01-06|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
0|2020-01-07|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
0|2020-01-08|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
0|2020-01-09|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
0|2020-01-10|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
0|2020-01-11|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
0|2020-01-12|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
0|2020-01-13|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
0|2020-01-14|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
0|2020-01-15|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
0|2020-01-16|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
0|2020-01-17|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
0|2020-01-18|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
0|2020-01-19|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
0|2020-01-20|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
0|2020-01-21|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
0|2020-01-22|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
0|2020-01-23|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
0|2020-01-24|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
0|2020-01-25|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
0|2020-01-26|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
0|2020-01-27|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
0|2020-01-28|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
0|2020-01-29|41052.5|0|1417.5|0|3.337650105957146|0|42470.0|0
