|dates|Lebanon_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Lebanon_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Lebanon_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Lebanon_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Lebanon_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Lebanon_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Lebanon_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Lebanon_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-20|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-22|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-23|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-24|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-25|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-26|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-27|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-28|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-29|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-03-30|27.0|0|27.0|0|0.0|0|0.0|100
0|2020-03-31|28.0|0|28.0|0|0.0|0|0.0|100
0|2020-04-01|36.0|0|36.0|0|0.0|0|0.0|100
0|2020-04-02|45.0|0|45.0|0|0.0|0|0.0|100
0|2020-04-03|54.0|0|54.0|0|0.0|0|0.0|100
0|2020-04-04|87.0|0|87.0|0|0.0|0|0.0|100
0|2020-04-05|106.0|0|106.0|0|0.0|0|0.0|100
0|2020-04-06|124.0|0|124.0|0|0.0|0|0.0|100
0|2020-04-07|145.0|0|145.0|0|0.0|0|0.0|100
0|2020-04-08|169.0|0|169.0|0|0.0|0|0.0|100
0|2020-04-09|187.0|0|187.0|0|0.0|0|0.0|100
0|2020-04-10|218.0|0|218.0|0|1.0|0|0.0|100
0|2020-04-11|232.0|0|232.0|0|1.0|0|0.0|100
0|2020-04-12|270.0|0|270.0|0|1.0|0|0.0|100
0|2020-04-13|284.0|0|284.0|0|2.0|0|0.0|100
0|2020-04-14|328.0|0|328.0|0|2.0|0|0.0|100
0|2020-04-15|349.0|0|349.0|0|2.0|0|0.0|100
0|2020-04-16|380.0|0|380.0|0|2.0|0|0.0|100
0|2020-04-17|424.0|0|424.0|0|2.0|0|0.0|100
0|2020-04-18|458.0|0|458.0|0|4.0|0|0.0|100
0|2020-04-19|484.0|0|484.0|0|4.0|0|0.0|100
0|2020-04-20|502.0|0|502.0|0|5.0|0|0.0|100
0|2020-04-21|525.0|0|525.0|0|8.0|0|0.0|100
0|2020-04-22|535.0|0|535.0|0|8.0|0|0.0|100
0|2020-04-23|544.0|0|544.0|0|8.0|0|0.0|100
0|2020-04-24|575.0|0|575.0|0|8.0|0|0.0|100
0|2020-04-25|592.0|0|592.0|0|7.0|0|0.0|100
0|2020-04-26|612.0|0|612.0|0|7.0|0|0.0|100
0|2020-04-27|621.0|0|621.0|0|7.0|0|0.0|100
0|2020-04-28|635.0|0|635.0|0|8.0|0|0.0|100
0|2020-04-29|648.0|0|648.0|0|9.0|0|0.0|100
0|2020-04-30|676.0|0|676.0|0|9.0|0|0.0|100
0|2020-05-01|694.0|0|694.0|0|9.0|0|0.0|100
0|2020-05-02|710.0|0|710.0|0|10.0|0|0.0|100
0|2020-05-03|735.0|0|735.0|0|10.0|0|0.0|100
0|2020-05-04|756.0|0|756.0|0|10.0|0|0.0|100
0|2020-05-05|766.0|0|766.0|0|15.0|0|0.0|100
0|2020-05-06|774.0|0|774.0|0|15.0|0|0.0|100
0|2020-05-07|785.0|0|785.0|0|16.0|0|0.0|100
0|2020-05-08|797.0|0|797.0|0|16.0|0|0.0|100
0|2020-05-09|805.0|0|805.0|0|16.0|0|0.0|100
0|2020-05-10|811.0|0|811.0|0|16.0|0|0.0|100
0|2020-05-11|815.0|0|815.0|0|16.0|0|0.0|100
0|2020-05-12|825.0|0|825.0|0|17.0|0|0.0|100
