|dates|Union_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Union_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Union_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Union_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Union_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Union_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Union_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Union_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|6.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|6.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|12.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-23|13.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-24|18.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-25|23.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-26|27.0|0|24.0|0|0.0|0|0.0|100
0|2020-03-27|34.0|0|27.0|0|0.0|0|0.0|100
0|2020-03-28|34.0|0|30.0|0|0.0|0|0.0|100
0|2020-03-29|38.0|0|38.0|0|0.0|0|0.0|100
0|2020-03-30|38.0|0|38.0|0|0.0|0|0.0|100
0|2020-03-31|41.0|0|42.0|0|0.0|0|0.0|100
0|2020-04-01|47.0|0|47.0|0|0.0|0|0.0|100
0|2020-04-02|55.0|0|55.0|0|0.0|0|0.0|100
0|2020-04-03|60.0|0|60.0|0|0.0|0|0.0|100
0|2020-04-04|67.0|0|67.0|0|0.0|0|0.0|100
0|2020-04-05|67.0|0|67.0|0|0.0|0|0.0|100
0|2020-04-06|75.0|0|75.0|0|0.0|0|0.0|100
0|2020-04-07|83.0|0|83.0|0|0.0|0|0.0|100
0|2020-04-08|87.0|0|87.0|0|0.0|0|0.0|100
0|2020-04-09|93.0|0|93.0|0|1.0|0|0.0|100
0|2020-04-10|100.0|0|100.0|0|1.0|0|0.0|100
0|2020-04-11|101.0|0|101.0|0|1.0|0|0.0|100
0|2020-04-12|101.0|0|101.0|0|1.0|0|0.0|100
0|2020-04-13|104.0|0|104.0|0|1.0|0|0.0|100
0|2020-04-14|110.0|0|110.0|0|3.0|0|0.0|100
0|2020-04-15|115.0|0|112.0|0|3.0|0|0.0|100
0|2020-04-16|129.0|0|129.0|0|3.0|0|0.0|100
0|2020-04-17|141.0|0|137.0|0|3.0|0|0.0|100
0|2020-04-18|141.0|0|139.0|0|3.0|0|0.0|100
0|2020-04-19|149.0|0|149.0|0|3.0|0|0.0|100
0|2020-04-20|163.0|0|163.0|0|6.0|0|0.0|100
0|2020-04-21|171.0|0|171.0|0|6.0|0|0.0|100
0|2020-04-22|179.0|0|179.0|0|6.0|0|0.0|100
0|2020-04-23|186.0|0|186.0|0|7.0|0|0.0|100
0|2020-04-24|190.0|0|190.0|0|7.0|0|0.0|100
0|2020-04-25|195.0|0|195.0|0|7.0|0|0.0|100
0|2020-04-26|201.0|0|201.0|0|8.0|0|0.0|100
0|2020-04-27|205.0|0|205.0|0|9.0|0|0.0|100
0|2020-04-28|211.0|0|211.0|0|9.0|0|0.0|100
0|2020-04-29|228.0|0|228.0|0|9.0|0|0.0|100
0|2020-04-30|243.0|0|240.0|0|11.0|0|0.0|100
0|2020-05-01|254.0|0|254.0|0|11.0|0|0.0|100
0|2020-05-02|257.0|0|257.0|0|11.0|0|0.0|100
0|2020-05-03|263.0|0|263.0|0|12.0|0|0.0|100
0|2020-05-04|263.0|0|263.0|0|12.0|0|0.0|100
0|2020-05-05|271.0|0|271.0|0|13.0|0|0.0|100
0|2020-05-06|278.0|0|275.0|0|15.0|0|0.0|100
0|2020-05-07|283.0|0|283.0|0|15.0|0|0.0|100
0|2020-05-08|284.0|0|284.0|0|15.0|0|0.0|100
0|2020-05-09|294.0|0|294.0|0|16.0|0|0.0|100
0|2020-05-10|297.0|0|297.0|0|17.0|0|0.0|100
0|2020-05-11|301.0|0|301.0|0|17.0|0|0.0|100
0|2020-05-12|301.0|0|310.0|0|17.0|0|0.0|100
0|2020-05-13|313.0|0|310.0|0|17.0|0|0.0|100
