|dates|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedCases.data|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Kalamazoo_Michigan_UnitedStates.NYT_ConfirmedCases.data|Kalamazoo_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-24|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-25|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-26|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-27|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-28|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-29|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-03-30|24.0|0|24.0|0|1.0|0|0.0|100
0|2020-03-31|24.0|0|24.0|0|1.0|0|0.0|100
0|2020-04-01|30.0|0|30.0|0|1.0|0|0.0|100
0|2020-04-02|34.0|0|34.0|0|1.0|0|0.0|100
0|2020-04-03|40.0|0|40.0|0|1.0|0|0.0|100
0|2020-04-04|45.0|0|45.0|0|3.0|0|0.0|100
0|2020-04-05|53.0|0|53.0|0|3.0|0|0.0|100
0|2020-04-06|58.0|0|58.0|0|3.0|0|0.0|100
0|2020-04-07|64.0|0|64.0|0|4.0|0|0.0|100
0|2020-04-08|67.0|0|67.0|0|6.0|0|0.0|100
0|2020-04-09|74.0|0|74.0|0|6.0|0|0.0|100
0|2020-04-10|77.0|0|77.0|0|7.0|0|0.0|100
0|2020-04-11|79.0|0|79.0|0|7.0|0|0.0|100
0|2020-04-12|84.0|0|84.0|0|7.0|0|0.0|100
0|2020-04-13|91.0|0|91.0|0|7.0|0|0.0|100
0|2020-04-14|94.0|0|94.0|0|8.0|0|0.0|100
0|2020-04-15|103.0|0|103.0|0|8.0|0|0.0|100
0|2020-04-16|118.0|0|118.0|0|8.0|0|0.0|100
0|2020-04-17|130.0|0|130.0|0|9.0|0|0.0|100
0|2020-04-18|154.0|0|154.0|0|9.0|0|0.0|100
0|2020-04-19|166.0|0|166.0|0|9.0|0|0.0|100
0|2020-04-20|185.0|0|185.0|0|9.0|0|0.0|100
0|2020-04-21|201.0|0|201.0|0|10.0|0|0.0|100
0|2020-04-22|212.0|0|212.0|0|11.0|0|0.0|100
0|2020-04-23|229.0|0|229.0|0|11.0|0|0.0|100
0|2020-04-24|266.0|0|266.0|0|11.0|0|0.0|100
0|2020-04-25|280.0|0|280.0|0|11.0|0|0.0|100
0|2020-04-26|292.0|0|292.0|0|11.0|0|0.0|100
0|2020-04-27|300.0|0|300.0|0|12.0|0|0.0|100
0|2020-04-28|327.0|0|327.0|0|12.0|0|0.0|100
0|2020-04-29|348.0|0|348.0|0|12.0|0|0.0|100
0|2020-04-30|364.0|0|364.0|0|13.0|0|0.0|100
0|2020-05-01|405.0|0|405.0|0|18.0|0|0.0|100
0|2020-05-02|442.0|0|442.0|0|18.0|0|0.0|100
0|2020-05-03|456.0|0|456.0|0|18.0|0|0.0|100
0|2020-05-04|480.0|0|480.0|0|22.0|0|0.0|100
0|2020-05-05|489.0|0|489.0|0|22.0|0|0.0|100
0|2020-05-06|539.0|0|539.0|0|23.0|0|0.0|100
0|2020-05-07|561.0|0|561.0|0|25.0|0|0.0|100
0|2020-05-08|573.0|0|573.0|0|25.0|0|0.0|100
0|2020-05-09|591.0|0|591.0|0|27.0|0|0.0|100
0|2020-05-10|601.0|0|601.0|0|29.0|0|0.0|100
0|2020-05-11|622.0|0|622.0|0|32.0|0|0.0|100
0|2020-05-12|636.0|0|636.0|0|36.0|0|0.0|100
