|dates|Hidalgo_Texas_UnitedStates.JHU_ConfirmedCases.data|Hidalgo_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hidalgo_Texas_UnitedStates.NYT_ConfirmedCases.data|Hidalgo_Texas_UnitedStates.NYT_ConfirmedCases.missing|Hidalgo_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hidalgo_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hidalgo_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hidalgo_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-24|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-25|7.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-26|9.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-27|11.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-28|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-29|27.0|0|27.0|0|0.0|0|0.0|100
0|2020-03-30|28.0|0|28.0|0|0.0|0|0.0|100
0|2020-03-31|38.0|0|38.0|0|0.0|0|0.0|100
0|2020-04-01|46.0|0|46.0|0|0.0|0|0.0|100
0|2020-04-02|62.0|0|62.0|0|0.0|0|0.0|100
0|2020-04-03|79.0|0|79.0|0|0.0|0|0.0|100
0|2020-04-04|86.0|0|86.0|0|0.0|0|0.0|100
0|2020-04-05|86.0|0|86.0|0|0.0|0|0.0|100
0|2020-04-06|99.0|0|99.0|0|0.0|0|0.0|100
0|2020-04-07|113.0|0|128.0|0|0.0|0|0.0|100
0|2020-04-08|128.0|0|128.0|0|1.0|0|0.0|100
0|2020-04-09|139.0|0|139.0|0|1.0|0|0.0|100
0|2020-04-10|146.0|0|146.0|0|1.0|0|0.0|100
0|2020-04-11|181.0|0|188.0|0|1.0|0|0.0|100
0|2020-04-12|190.0|0|188.0|0|1.0|0|0.0|100
0|2020-04-13|190.0|0|190.0|0|1.0|0|0.0|100
0|2020-04-14|198.0|0|198.0|0|1.0|0|0.0|100
0|2020-04-15|217.0|0|217.0|0|1.0|0|0.0|100
0|2020-04-16|225.0|0|225.0|0|2.0|0|0.0|100
0|2020-04-17|235.0|0|242.0|0|3.0|0|0.0|100
0|2020-04-18|242.0|0|255.0|0|3.0|0|0.0|100
0|2020-04-19|255.0|0|255.0|0|3.0|0|0.0|100
0|2020-04-20|261.0|0|261.0|0|3.0|0|0.0|100
0|2020-04-21|268.0|0|275.0|0|3.0|0|0.0|100
0|2020-04-22|275.0|0|275.0|0|3.0|0|0.0|100
0|2020-04-23|281.0|0|290.0|0|4.0|0|0.0|100
0|2020-04-24|290.0|0|299.0|0|4.0|0|0.0|100
0|2020-04-25|299.0|0|303.0|0|4.0|0|0.0|100
0|2020-04-26|303.0|0|308.0|0|4.0|0|0.0|100
0|2020-04-27|308.0|0|308.0|0|4.0|0|0.0|100
0|2020-04-28|310.0|0|315.0|0|5.0|0|0.0|100
0|2020-04-29|315.0|0|324.0|0|6.0|0|0.0|100
0|2020-04-30|324.0|0|334.0|0|6.0|0|0.0|100
0|2020-05-01|334.0|0|339.0|0|6.0|0|0.0|100
0|2020-05-02|339.0|0|340.0|0|6.0|0|0.0|100
0|2020-05-03|340.0|0|341.0|0|6.0|0|0.0|100
0|2020-05-04|341.0|0|341.0|0|6.0|0|0.0|100
0|2020-05-05|353.0|0|353.0|0|7.0|0|0.0|100
0|2020-05-06|353.0|0|353.0|0|7.0|0|0.0|100
0|2020-05-07|359.0|0|368.0|0|7.0|0|0.0|100
0|2020-05-08|368.0|0|377.0|0|7.0|0|0.0|100
0|2020-05-09|377.0|0|387.0|0|7.0|0|0.0|100
0|2020-05-10|387.0|0|389.0|0|8.0|0|0.0|100
0|2020-05-11|389.0|0|394.0|0|8.0|0|0.0|100
0|2020-05-12|394.0|0|403.0|0|8.0|0|0.0|100
0|2020-05-13|403.0|0|409.0|0|8.0|0|0.0|100
