|dates|Dodge_Minnesota_UnitedStates.BLS_EmployedPopulation.data|Dodge_Minnesota_UnitedStates.BLS_EmployedPopulation.missing|Dodge_Minnesota_UnitedStates.BLS_UnemployedPopulation.data|Dodge_Minnesota_UnitedStates.BLS_UnemployedPopulation.missing|Dodge_Minnesota_UnitedStates.BLS_UnemploymentRate.data|Dodge_Minnesota_UnitedStates.BLS_UnemploymentRate.missing|Dodge_Minnesota_UnitedStates.BLS_LaborForcePopulation.data|Dodge_Minnesota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|11376.0|0|529.5|0|4.447524253496283|0|11905.5|0
0|2020-01-02|11376.0|0|529.5|0|4.447524253496283|0|11905.5|0
0|2020-01-03|11376.0|0|529.5|0|4.447524253496283|0|11905.5|0
0|2020-01-04|11376.0|0|529.5|0|4.447524253496283|0|11905.5|0
0|2020-01-05|11376.0|0|529.5|0|4.447524253496283|0|11905.5|0
0|2020-01-06|11376.0|0|529.5|0|4.447524253496283|0|11905.5|0
0|2020-01-07|11376.0|0|529.5|0|4.447524253496283|0|11905.5|0
0|2020-01-08|11376.0|0|529.5|0|4.447524253496283|0|11905.5|0
0|2020-01-09|11376.0|0|529.5|0|4.447524253496283|0|11905.5|0
0|2020-01-10|11376.0|0|529.5|0|4.447524253496283|0|11905.5|0
0|2020-01-11|11376.0|0|529.5|0|4.447524253496283|0|11905.5|0
0|2020-01-12|11376.0|0|529.5|0|4.447524253496283|0|11905.5|0
0|2020-01-13|11376.0|0|529.5|0|4.447524253496283|0|11905.5|0
0|2020-01-14|11376.0|0|529.5|0|4.447524253496283|0|11905.5|0
0|2020-01-15|11376.0|0|529.5|0|4.447524253496283|0|11905.5|0
0|2020-01-16|11376.0|0|529.5|0|4.447524253496283|0|11905.5|0
0|2020-01-17|11376.0|0|529.5|0|4.447524253496283|0|11905.5|0
0|2020-01-18|11376.0|0|529.5|0|4.447524253496283|0|11905.5|0
0|2020-01-19|11376.0|0|529.5|0|4.447524253496283|0|11905.5|0
0|2020-01-20|11376.0|0|529.5|0|4.447524253496283|0|11905.5|0
0|2020-01-21|11376.0|0|529.5|0|4.447524253496283|0|11905.5|0
0|2020-01-22|11376.0|0|529.5|0|4.447524253496283|0|11905.5|0
0|2020-01-23|11376.0|0|529.5|0|4.447524253496283|0|11905.5|0
