|dates|Fayette_Georgia_UnitedStates.JHU_ConfirmedCases.data|Fayette_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Fayette_Georgia_UnitedStates.NYT_ConfirmedCases.data|Fayette_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Fayette_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Fayette_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Fayette_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Fayette_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-10|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-11|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-12|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-13|3.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-15|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-16|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-17|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-18|8.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-19|10.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-20|9.0|0|8.0|0|1.0|0|0.0|100
0|2020-03-21|9.0|0|9.0|0|1.0|0|0.0|100
0|2020-03-22|9.0|0|9.0|0|1.0|0|0.0|100
0|2020-03-23|10.0|0|11.0|0|1.0|0|0.0|100
0|2020-03-24|12.0|0|12.0|0|1.0|0|0.0|100
0|2020-03-25|12.0|0|12.0|0|1.0|0|0.0|100
0|2020-03-26|14.0|0|14.0|0|1.0|0|0.0|100
0|2020-03-27|19.0|0|22.0|0|1.0|0|0.0|100
0|2020-03-28|25.0|0|26.0|0|2.0|0|0.0|100
0|2020-03-29|26.0|0|27.0|0|3.0|0|0.0|100
0|2020-03-30|32.0|0|42.0|0|3.0|0|0.0|100
0|2020-03-31|45.0|0|48.0|0|4.0|0|0.0|100
0|2020-04-01|48.0|0|48.0|0|4.0|0|0.0|100
0|2020-04-02|52.0|0|55.0|0|4.0|0|0.0|100
0|2020-04-03|58.0|0|61.0|0|4.0|0|0.0|100
0|2020-04-04|62.0|0|66.0|0|4.0|0|0.0|100
0|2020-04-05|67.0|0|67.0|0|4.0|0|0.0|100
0|2020-04-06|74.0|0|74.0|0|4.0|0|0.0|100
0|2020-04-07|79.0|0|81.0|0|4.0|0|0.0|100
0|2020-04-08|85.0|0|90.0|0|4.0|0|0.0|100
0|2020-04-09|89.0|0|93.0|0|3.0|0|0.0|100
0|2020-04-10|92.0|0|93.0|0|4.0|0|0.0|100
0|2020-04-11|94.0|0|99.0|0|4.0|0|0.0|100
0|2020-04-12|99.0|0|100.0|0|4.0|0|0.0|100
0|2020-04-13|105.0|0|106.0|0|5.0|0|0.0|100
0|2020-04-14|115.0|0|115.0|0|5.0|0|0.0|100
0|2020-04-15|120.0|0|122.0|0|5.0|0|0.0|100
0|2020-04-16|124.0|0|126.0|0|5.0|0|0.0|100
0|2020-04-17|133.0|0|134.0|0|5.0|0|0.0|100
0|2020-04-18|135.0|0|136.0|0|5.0|0|0.0|100
0|2020-04-19|139.0|0|139.0|0|5.0|0|0.0|100
0|2020-04-20|143.0|0|143.0|0|8.0|0|0.0|100
0|2020-04-21|144.0|0|144.0|0|8.0|0|0.0|100
0|2020-04-22|146.0|0|146.0|0|8.0|0|0.0|100
0|2020-04-23|156.0|0|156.0|0|8.0|0|0.0|100
0|2020-04-24|158.0|0|158.0|0|8.0|0|0.0|100
0|2020-04-25|161.0|0|161.0|0|8.0|0|0.0|100
0|2020-04-26|161.0|0|161.0|0|8.0|0|0.0|100
0|2020-04-27|169.0|0|169.0|0|8.0|0|0.0|100
0|2020-04-28|171.0|0|171.0|0|9.0|0|0.0|100
0|2020-04-29|174.0|0|176.0|0|10.0|0|0.0|100
0|2020-04-30|176.0|0|176.0|0|10.0|0|0.0|100
0|2020-05-01|178.0|0|178.0|0|10.0|0|0.0|100
0|2020-05-02|181.0|0|181.0|0|10.0|0|0.0|100
0|2020-05-03|183.0|0|183.0|0|10.0|0|0.0|100
0|2020-05-04|187.0|0|187.0|0|10.0|0|0.0|100
0|2020-05-05|189.0|0|189.0|0|10.0|0|0.0|100
0|2020-05-06|188.0|0|188.0|0|11.0|0|0.0|100
0|2020-05-07|191.0|0|191.0|0|12.0|0|0.0|100
0|2020-05-08|190.0|0|190.0|0|12.0|0|0.0|100
0|2020-05-09|195.0|0|195.0|0|12.0|0|0.0|100
0|2020-05-10|199.0|0|199.0|0|12.0|0|0.0|100
0|2020-05-11|201.0|0|201.0|0|12.0|0|0.0|100
0|2020-05-12|202.0|0|202.0|0|12.0|0|0.0|100
0|2020-05-13|202.0|0|202.0|0|12.0|0|0.0|100
