|dates|Portage_Ohio_UnitedStates.JHU_ConfirmedCases.data|Portage_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Portage_Ohio_UnitedStates.NYT_ConfirmedCases.data|Portage_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Portage_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Portage_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Portage_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Portage_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-23|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-24|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-25|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-26|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-27|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-28|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-03-29|27.0|0|27.0|0|0.0|0|0.0|100
0|2020-03-30|32.0|0|32.0|0|1.0|0|0.0|100
0|2020-03-31|38.0|0|38.0|0|1.0|0|0.0|100
0|2020-04-01|44.0|0|44.0|0|1.0|0|0.0|100
0|2020-04-02|59.0|0|59.0|0|2.0|0|0.0|100
0|2020-04-03|64.0|0|65.0|0|3.0|0|0.0|100
0|2020-04-04|74.0|0|74.0|0|3.0|0|0.0|100
0|2020-04-05|84.0|0|84.0|0|4.0|0|0.0|100
0|2020-04-06|94.0|0|94.0|0|5.0|0|0.0|100
0|2020-04-07|101.0|0|101.0|0|7.0|0|0.0|100
0|2020-04-08|108.0|0|108.0|0|8.0|0|0.0|100
0|2020-04-09|116.0|0|116.0|0|14.0|0|0.0|100
0|2020-04-10|124.0|0|124.0|0|14.0|0|0.0|100
0|2020-04-11|134.0|0|134.0|0|14.0|0|0.0|100
0|2020-04-12|137.0|0|139.0|0|15.0|0|0.0|100
0|2020-04-13|144.0|0|144.0|0|17.0|0|0.0|100
0|2020-04-14|146.0|0|146.0|0|20.0|0|0.0|100
0|2020-04-15|158.0|0|158.0|0|22.0|0|0.0|100
0|2020-04-16|162.0|0|162.0|0|24.0|0|0.0|100
0|2020-04-17|166.0|0|166.0|0|24.0|0|0.0|100
0|2020-04-18|168.0|0|168.0|0|24.0|0|0.0|100
0|2020-04-19|176.0|0|176.0|0|24.0|0|0.0|100
0|2020-04-20|180.0|0|180.0|0|24.0|0|0.0|100
0|2020-04-21|186.0|0|186.0|0|30.0|0|0.0|100
0|2020-04-22|197.0|0|197.0|0|31.0|0|0.0|100
0|2020-04-23|206.0|0|206.0|0|31.0|0|0.0|100
0|2020-04-24|213.0|0|213.0|0|31.0|0|0.0|100
0|2020-04-25|214.0|0|214.0|0|31.0|0|0.0|100
0|2020-04-26|220.0|0|220.0|0|31.0|0|0.0|100
0|2020-04-27|221.0|0|221.0|0|33.0|0|0.0|100
0|2020-04-28|226.0|0|226.0|0|35.0|0|0.0|100
0|2020-04-29|230.0|0|230.0|0|39.0|0|0.0|100
0|2020-04-30|236.0|0|236.0|0|40.0|0|0.0|100
0|2020-05-01|237.0|0|237.0|0|41.0|0|0.0|100
0|2020-05-02|243.0|0|243.0|0|41.0|0|0.0|100
0|2020-05-03|247.0|0|247.0|0|41.0|0|0.0|100
0|2020-05-04|251.0|0|251.0|0|42.0|0|0.0|100
0|2020-05-05|254.0|0|254.0|0|43.0|0|0.0|100
0|2020-05-06|262.0|0|262.0|0|46.0|0|0.0|100
0|2020-05-07|265.0|0|265.0|0|46.0|0|0.0|100
0|2020-05-08|272.0|0|272.0|0|46.0|0|0.0|100
0|2020-05-09|274.0|0|274.0|0|46.0|0|0.0|100
0|2020-05-10|276.0|0|276.0|0|46.0|0|0.0|100
0|2020-05-11|280.0|0|280.0|0|46.0|0|0.0|100
0|2020-05-12|275.0|0|275.0|0|48.0|0|0.0|100
0|2020-05-13|280.0|0|280.0|0|50.0|0|0.0|100
