|dates|Crawford_Ohio_UnitedStates.BLS_EmployedPopulation.data|Crawford_Ohio_UnitedStates.BLS_EmployedPopulation.missing|Crawford_Ohio_UnitedStates.BLS_UnemployedPopulation.data|Crawford_Ohio_UnitedStates.BLS_UnemployedPopulation.missing|Crawford_Ohio_UnitedStates.BLS_UnemploymentRate.data|Crawford_Ohio_UnitedStates.BLS_UnemploymentRate.missing|Crawford_Ohio_UnitedStates.BLS_LaborForcePopulation.data|Crawford_Ohio_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-02|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-03|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-04|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-05|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-06|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-07|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-08|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-09|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-10|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-11|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-12|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-13|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-14|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-15|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-16|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-17|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-18|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-19|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-20|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-21|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-22|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-23|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-24|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-25|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-26|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-27|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-28|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-29|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-30|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-01-31|17159.0|0|1072.5|0|5.882675588953186|0|18231.5|0
0|2020-02-01|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-02-02|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-02-03|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-02-04|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-02-05|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-02-06|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-02-07|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-02-08|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-02-09|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-02-10|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-02-11|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-02-12|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-02-13|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-02-14|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-02-15|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-02-16|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-02-17|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-02-18|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-02-19|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-02-20|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-02-21|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-02-22|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-02-23|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-02-24|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-02-25|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-02-26|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-02-27|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-02-28|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-02-29|17465.0|0|1005.0|0|5.441256090958311|0|18470.0|0
0|2020-03-01|17278.5|0|1129.5|0|6.135919165580183|0|18408.0|0
0|2020-03-02|17278.5|0|1129.5|0|6.135919165580183|0|18408.0|0
0|2020-03-03|17278.5|0|1129.5|0|6.135919165580183|0|18408.0|0
0|2020-03-04|17278.5|0|1129.5|0|6.135919165580183|0|18408.0|0
0|2020-03-05|17278.5|0|1129.5|0|6.135919165580183|0|18408.0|0
0|2020-03-06|17278.5|0|1129.5|0|6.135919165580183|0|18408.0|0
0|2020-03-07|17278.5|0|1129.5|0|6.135919165580183|0|18408.0|0
0|2020-03-08|17278.5|0|1129.5|0|6.135919165580183|0|18408.0|0
0|2020-03-09|17278.5|0|1129.5|0|6.135919165580183|0|18408.0|0
0|2020-03-10|17278.5|0|1129.5|0|6.135919165580183|0|18408.0|0
0|2020-03-11|17278.5|0|1129.5|0|6.135919165580183|0|18408.0|0
0|2020-03-12|17278.5|0|1129.5|0|6.135919165580183|0|18408.0|0
0|2020-03-13|17278.5|0|1129.5|0|6.135919165580183|0|18408.0|0
0|2020-03-14|17278.5|0|1129.5|0|6.135919165580183|0|18408.0|0
0|2020-03-15|17278.5|0|1129.5|0|6.135919165580183|0|18408.0|0
