|dates|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Nash_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Nash_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-23|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-24|4.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-25|4.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-26|4.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-27|4.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-28|4.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-29|4.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-30|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-31|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-04-01|11.0|0|9.0|0|0.0|0|0.0|100
0|2020-04-02|11.0|0|10.0|0|0.0|0|0.0|100
0|2020-04-03|16.0|0|14.0|0|0.0|0|0.0|100
0|2020-04-04|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-04-05|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-04-06|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-04-07|24.0|0|24.0|0|0.0|0|0.0|100
0|2020-04-08|25.0|0|24.0|0|1.0|0|0.0|100
0|2020-04-09|27.0|0|27.0|0|1.0|0|0.0|100
0|2020-04-10|29.0|0|29.0|0|1.0|0|0.0|100
0|2020-04-11|32.0|0|32.0|0|1.0|0|0.0|100
0|2020-04-12|33.0|0|32.0|0|1.0|0|0.0|100
0|2020-04-13|36.0|0|36.0|0|1.0|0|0.0|100
0|2020-04-14|39.0|0|39.0|0|1.0|0|0.0|100
0|2020-04-15|42.0|0|40.0|0|1.0|0|0.0|100
0|2020-04-16|45.0|0|45.0|0|1.0|0|0.0|100
0|2020-04-17|52.0|0|50.0|0|1.0|0|0.0|100
0|2020-04-18|53.0|0|53.0|0|1.0|0|0.0|100
0|2020-04-19|61.0|0|61.0|0|1.0|0|0.0|100
0|2020-04-20|61.0|0|61.0|0|1.0|0|0.0|100
0|2020-04-21|67.0|0|63.0|0|1.0|0|0.0|100
0|2020-04-22|74.0|0|68.0|0|1.0|0|0.0|100
0|2020-04-23|74.0|0|68.0|0|1.0|0|0.0|100
0|2020-04-24|74.0|0|71.0|0|1.0|0|0.0|100
0|2020-04-25|80.0|0|80.0|0|1.0|0|0.0|100
0|2020-04-26|88.0|0|81.0|0|1.0|0|0.0|100
0|2020-04-27|85.0|0|82.0|0|2.0|0|0.0|100
0|2020-04-28|84.0|0|82.0|0|3.0|0|0.0|100
0|2020-04-29|88.0|0|87.0|0|3.0|0|0.0|100
0|2020-04-30|92.0|0|90.0|0|3.0|0|0.0|100
0|2020-05-01|97.0|0|97.0|0|3.0|0|0.0|100
0|2020-05-02|99.0|0|99.0|0|3.0|0|0.0|100
0|2020-05-03|99.0|0|98.0|0|3.0|0|0.0|100
0|2020-05-04|100.0|0|100.0|0|3.0|0|0.0|100
0|2020-05-05|103.0|0|102.0|0|3.0|0|0.0|100
0|2020-05-06|106.0|0|104.0|0|3.0|0|0.0|100
0|2020-05-07|107.0|0|107.0|0|3.0|0|0.0|100
0|2020-05-08|116.0|0|116.0|0|3.0|0|0.0|100
0|2020-05-09|118.0|0|118.0|0|3.0|0|0.0|100
0|2020-05-10|123.0|0|119.0|0|3.0|0|0.0|100
0|2020-05-11|123.0|0|121.0|0|3.0|0|0.0|100
0|2020-05-12|129.0|0|129.0|0|3.0|0|0.0|100
0|2020-05-13|137.0|0|133.0|0|3.0|0|0.0|100
