|dates|Union_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Union_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Union_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Union_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Union_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Union_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-25|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-26|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-27|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-28|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-29|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-30|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-31|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-04-01|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-04-02|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-04-03|17.0|0|17.0|0|0.0|0|0.0|100
0|2020-04-04|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-04-05|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-04-06|26.0|0|26.0|0|0.0|0|0.0|100
0|2020-04-07|33.0|0|33.0|0|0.0|0|0.0|100
0|2020-04-08|35.0|0|35.0|0|3.0|0|0.0|100
0|2020-04-09|39.0|0|39.0|0|3.0|0|0.0|100
0|2020-04-10|41.0|0|41.0|0|3.0|0|0.0|100
0|2020-04-11|45.0|0|45.0|0|3.0|0|0.0|100
0|2020-04-12|47.0|0|47.0|0|3.0|0|0.0|100
0|2020-04-13|48.0|0|48.0|0|3.0|0|0.0|100
0|2020-04-14|50.0|0|50.0|0|4.0|0|0.0|100
0|2020-04-15|56.0|0|56.0|0|4.0|0|0.0|100
0|2020-04-16|67.0|0|67.0|0|4.0|0|0.0|100
0|2020-04-17|71.0|0|71.0|0|5.0|0|0.0|100
0|2020-04-18|75.0|0|75.0|0|5.0|0|0.0|100
0|2020-04-19|78.0|0|78.0|0|5.0|0|0.0|100
0|2020-04-20|79.0|0|79.0|0|5.0|0|0.0|100
0|2020-04-21|82.0|0|82.0|0|5.0|0|0.0|100
0|2020-04-22|85.0|0|85.0|0|5.0|0|0.0|100
0|2020-04-23|89.0|0|89.0|0|6.0|0|0.0|100
0|2020-04-24|95.0|0|95.0|0|6.0|0|0.0|100
0|2020-04-25|102.0|0|102.0|0|6.0|0|0.0|100
0|2020-04-26|102.0|0|102.0|0|6.0|0|0.0|100
0|2020-04-27|103.0|0|103.0|0|6.0|0|0.0|100
0|2020-04-28|108.0|0|108.0|0|6.0|0|0.0|100
0|2020-04-29|114.0|0|114.0|0|6.0|0|0.0|100
0|2020-04-30|117.0|0|117.0|0|6.0|0|0.0|100
0|2020-05-01|125.0|0|125.0|0|6.0|0|0.0|100
0|2020-05-02|131.0|0|131.0|0|7.0|0|0.0|100
0|2020-05-03|135.0|0|135.0|0|7.0|0|0.0|100
0|2020-05-04|143.0|0|143.0|0|7.0|0|0.0|100
0|2020-05-05|144.0|0|144.0|0|7.0|0|0.0|100
0|2020-05-06|148.0|0|148.0|0|7.0|0|0.0|100
0|2020-05-07|151.0|0|151.0|0|8.0|0|0.0|100
0|2020-05-08|153.0|0|153.0|0|8.0|0|0.0|100
0|2020-05-09|162.0|0|162.0|0|8.0|0|0.0|100
0|2020-05-10|165.0|0|165.0|0|9.0|0|0.0|100
0|2020-05-11|169.0|0|169.0|0|10.0|0|0.0|100
0|2020-05-12|171.0|0|171.0|0|11.0|0|0.0|100
0|2020-05-13|227.0|0|227.0|0|11.0|0|0.0|100
