|dates|Alameda_California_UnitedStates.JHU_ConfirmedCases.data|Alameda_California_UnitedStates.JHU_ConfirmedCases.missing|Alameda_California_UnitedStates.NYT_ConfirmedCases.data|Alameda_California_UnitedStates.NYT_ConfirmedCases.missing|Alameda_California_UnitedStates.JHU_ConfirmedDeaths.data|Alameda_California_UnitedStates.JHU_ConfirmedDeaths.missing|Alameda_California_UnitedStates.JHU_ConfirmedRecoveries.data|Alameda_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-02|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-03|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-04|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-05|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-06|1.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-07|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-08|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-09|2.0|0|24.0|0|0.0|0|0.0|100
0|2020-03-10|3.0|0|25.0|0|0.0|0|0.0|100
0|2020-03-11|5.0|0|25.0|0|0.0|0|0.0|100
0|2020-03-12|5.0|0|29.0|0|0.0|0|0.0|100
0|2020-03-13|7.0|0|29.0|0|0.0|0|0.0|100
0|2020-03-14|11.0|0|29.0|0|0.0|0|0.0|100
0|2020-03-15|11.0|0|37.0|0|0.0|0|0.0|100
0|2020-03-16|18.0|0|40.0|0|0.0|0|0.0|100
0|2020-03-17|27.0|0|49.0|0|0.0|0|0.0|100
0|2020-03-18|30.0|0|53.0|0|0.0|0|0.0|100
0|2020-03-19|38.0|0|57.0|0|0.0|0|0.0|100
0|2020-03-20|48.0|0|67.0|0|0.0|0|0.0|100
0|2020-03-21|68.0|0|87.0|0|0.0|0|0.0|100
0|2020-03-22|71.0|0|127.0|0|0.0|0|0.0|100
0|2020-03-23|118.0|0|139.0|0|1.0|0|0.0|100
0|2020-03-24|135.0|0|151.0|0|2.0|0|0.0|100
0|2020-03-25|135.0|0|156.0|0|2.0|0|0.0|100
0|2020-03-26|178.0|0|199.0|0|4.0|0|0.0|100
0|2020-03-27|220.0|0|241.0|0|4.0|0|0.0|100
0|2020-03-28|220.0|0|277.0|0|4.0|0|0.0|100
0|2020-03-29|270.0|0|291.0|0|6.0|0|0.0|100
0|2020-03-30|283.0|0|304.0|0|7.0|0|0.0|100
0|2020-03-31|313.0|0|334.0|0|7.0|0|0.0|100
0|2020-04-01|313.0|0|380.0|0|7.0|0|0.0|100
0|2020-04-02|359.0|0|417.0|0|8.0|0|0.0|100
0|2020-04-03|443.0|0|464.0|0|12.0|0|0.0|100
0|2020-04-04|443.0|0|464.0|0|12.0|0|0.0|100
0|2020-04-05|566.0|0|587.0|0|12.0|0|0.0|100
0|2020-04-06|588.0|0|609.0|0|13.0|0|0.0|100
0|2020-04-07|634.0|0|655.0|0|15.0|0|0.0|100
0|2020-04-08|674.0|0|695.0|0|16.0|0|0.0|100
0|2020-04-09|674.0|0|734.0|0|16.0|0|0.0|100
0|2020-04-10|766.0|0|766.0|0|20.0|0|0.0|100
0|2020-04-11|806.0|0|827.0|0|21.0|0|0.0|100
0|2020-04-12|845.0|0|864.0|0|23.0|0|0.0|100
0|2020-04-13|888.0|0|907.0|0|23.0|0|0.0|100
0|2020-04-14|888.0|0|908.0|0|23.0|0|0.0|100
0|2020-04-15|964.0|0|983.0|0|36.0|0|0.0|100
0|2020-04-16|1007.0|0|1069.0|0|39.0|0|0.0|100
0|2020-04-17|1063.0|0|1084.0|0|40.0|0|0.0|100
0|2020-04-18|1114.0|0|1135.0|0|41.0|0|0.0|100
0|2020-04-19|1164.0|0|1185.0|0|42.0|0|0.0|100
0|2020-04-20|1193.0|0|1212.0|0|42.0|0|0.0|100
0|2020-04-21|1241.0|0|1260.0|0|43.0|0|0.0|100
0|2020-04-22|1242.0|0|1260.0|0|43.0|0|0.0|100
0|2020-04-23|1352.0|0|1350.0|0|46.0|0|0.0|100
0|2020-04-24|1403.0|0|1422.0|0|48.0|0|0.0|100
0|2020-04-25|1439.0|0|1458.0|0|52.0|0|0.0|100
0|2020-04-26|1470.0|0|1489.0|0|52.0|0|0.0|100
0|2020-04-27|1500.0|0|1519.0|0|52.0|0|0.0|100
0|2020-04-28|1533.0|0|1554.0|0|55.0|0|0.0|100
0|2020-04-29|1568.0|0|1589.0|0|57.0|0|0.0|100
0|2020-04-30|1603.0|0|1624.0|0|60.0|0|0.0|100
0|2020-05-01|1636.0|0|1657.0|0|62.0|0|0.0|100
0|2020-05-02|1706.0|0|1726.0|0|63.0|0|0.0|100
0|2020-05-03|1749.0|0|1770.0|0|63.0|0|0.0|100
0|2020-05-04|1776.0|0|1797.0|0|63.0|0|0.0|100
0|2020-05-05|1809.0|0|1830.0|0|66.0|0|0.0|100
0|2020-05-06|1863.0|0|1884.0|0|66.0|0|0.0|100
0|2020-05-07|1917.0|0|1938.0|0|67.0|0|0.0|100
0|2020-05-08|1961.0|0|1982.0|0|70.0|0|0.0|100
0|2020-05-09|2023.0|0|2044.0|0|71.0|0|0.0|100
0|2020-05-10|2064.0|0|2085.0|0|71.0|0|0.0|100
0|2020-05-11|2101.0|0|2122.0|0|71.0|0|0.0|100
0|2020-05-12|2133.0|0|2154.0|0|74.0|0|0.0|100
