|dates|DeSoto_Mississippi_UnitedStates.JHU_ConfirmedCases.data|DeSoto_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|DeSoto_Mississippi_UnitedStates.NYT_ConfirmedCases.data|DeSoto_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|DeSoto_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|DeSoto_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|DeSoto_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|DeSoto_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|2.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-19|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-20|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-21|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-22|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-23|23.0|0|23.0|0|0.0|0|0.0|100
0|2020-03-24|29.0|0|29.0|0|0.0|0|0.0|100
0|2020-03-25|36.0|0|36.0|0|0.0|0|0.0|100
0|2020-03-26|49.0|0|49.0|0|0.0|0|0.0|100
0|2020-03-27|63.0|0|63.0|0|0.0|0|0.0|100
0|2020-03-28|65.0|0|65.0|0|1.0|0|0.0|100
0|2020-03-29|71.0|0|71.0|0|1.0|0|0.0|100
0|2020-03-30|71.0|0|77.0|0|1.0|0|0.0|100
0|2020-03-31|84.0|0|84.0|0|1.0|0|0.0|100
0|2020-04-01|94.0|0|94.0|0|1.0|0|0.0|100
0|2020-04-02|103.0|0|103.0|0|1.0|0|0.0|100
0|2020-04-03|111.0|0|111.0|0|1.0|0|0.0|100
0|2020-04-04|118.0|0|118.0|0|1.0|0|0.0|100
0|2020-04-05|132.0|0|132.0|0|1.0|0|0.0|100
0|2020-04-06|136.0|0|136.0|0|1.0|0|0.0|100
0|2020-04-07|140.0|0|140.0|0|1.0|0|0.0|100
0|2020-04-08|144.0|0|144.0|0|1.0|0|0.0|100
0|2020-04-09|150.0|0|150.0|0|1.0|0|0.0|100
0|2020-04-10|158.0|0|158.0|0|1.0|0|0.0|100
0|2020-04-11|163.0|0|163.0|0|2.0|0|0.0|100
0|2020-04-12|171.0|0|171.0|0|2.0|0|0.0|100
0|2020-04-13|178.0|0|178.0|0|2.0|0|0.0|100
0|2020-04-14|188.0|0|188.0|0|2.0|0|0.0|100
0|2020-04-15|199.0|0|199.0|0|3.0|0|0.0|100
0|2020-04-16|211.0|0|211.0|0|3.0|0|0.0|100
0|2020-04-17|213.0|0|213.0|0|3.0|0|0.0|100
0|2020-04-18|220.0|0|220.0|0|3.0|0|0.0|100
0|2020-04-19|234.0|0|234.0|0|3.0|0|0.0|100
0|2020-04-20|238.0|0|238.0|0|3.0|0|0.0|100
0|2020-04-21|239.0|0|239.0|0|3.0|0|0.0|100
0|2020-04-22|244.0|0|244.0|0|3.0|0|0.0|100
0|2020-04-23|252.0|0|252.0|0|4.0|0|0.0|100
0|2020-04-24|256.0|0|256.0|0|4.0|0|0.0|100
0|2020-04-25|263.0|0|263.0|0|4.0|0|0.0|100
0|2020-04-26|261.0|0|261.0|0|4.0|0|0.0|100
0|2020-04-27|266.0|0|266.0|0|4.0|0|0.0|100
0|2020-04-28|272.0|0|272.0|0|4.0|0|0.0|100
0|2020-04-29|277.0|0|277.0|0|4.0|0|0.0|100
0|2020-04-30|282.0|0|282.0|0|4.0|0|0.0|100
0|2020-05-01|293.0|0|293.0|0|4.0|0|0.0|100
0|2020-05-02|294.0|0|294.0|0|4.0|0|0.0|100
0|2020-05-03|298.0|0|298.0|0|4.0|0|0.0|100
0|2020-05-04|304.0|0|304.0|0|4.0|0|0.0|100
0|2020-05-05|308.0|0|308.0|0|4.0|0|0.0|100
0|2020-05-06|310.0|0|310.0|0|4.0|0|0.0|100
0|2020-05-07|320.0|0|320.0|0|5.0|0|0.0|100
0|2020-05-08|325.0|0|325.0|0|5.0|0|0.0|100
0|2020-05-09|333.0|0|333.0|0|5.0|0|0.0|100
0|2020-05-10|331.0|0|331.0|0|5.0|0|0.0|100
0|2020-05-11|336.0|0|336.0|0|5.0|0|0.0|100
0|2020-05-12|346.0|0|346.0|0|5.0|0|0.0|100
0|2020-05-13|350.0|0|350.0|0|5.0|0|0.0|100
