|dates|Berkeley_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Berkeley_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Berkeley_WestVirginia_UnitedStates.NYT_ConfirmedCases.data|Berkeley_WestVirginia_UnitedStates.NYT_ConfirmedCases.missing|Berkeley_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Berkeley_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Berkeley_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Berkeley_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-24|0.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-25|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-26|2.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-27|4.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-28|9.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-29|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-30|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-31|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-01|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-04-02|27.0|0|27.0|0|0.0|0|0.0|100
0|2020-04-03|37.0|0|37.0|0|0.0|0|0.0|100
0|2020-04-04|49.0|0|49.0|0|0.0|0|0.0|100
0|2020-04-05|54.0|0|54.0|0|0.0|0|0.0|100
0|2020-04-06|54.0|0|54.0|0|0.0|0|0.0|100
0|2020-04-07|57.0|0|57.0|0|0.0|0|0.0|100
0|2020-04-08|66.0|0|73.0|0|0.0|0|0.0|100
0|2020-04-09|82.0|0|82.0|0|0.0|0|0.0|100
0|2020-04-10|89.0|0|83.0|0|0.0|0|0.0|100
0|2020-04-11|89.0|0|91.0|0|0.0|0|0.0|100
0|2020-04-12|92.0|0|92.0|0|0.0|0|0.0|100
0|2020-04-13|92.0|0|98.0|0|0.0|0|0.0|100
0|2020-04-14|100.0|0|100.0|0|0.0|0|0.0|100
0|2020-04-15|99.0|0|101.0|0|0.0|0|0.0|100
0|2020-04-16|102.0|0|105.0|0|0.0|0|0.0|100
0|2020-04-17|106.0|0|106.0|0|1.0|0|0.0|100
0|2020-04-18|106.0|0|107.0|0|1.0|0|0.0|100
0|2020-04-19|109.0|0|109.0|0|1.0|0|0.0|100
0|2020-04-20|111.0|0|113.0|0|1.0|0|0.0|100
0|2020-04-21|113.0|0|118.0|0|1.0|0|0.0|100
0|2020-04-22|121.0|0|121.0|0|1.0|0|0.0|100
0|2020-04-23|127.0|0|127.0|0|1.0|0|0.0|100
0|2020-04-24|129.0|0|129.0|0|1.0|0|0.0|100
0|2020-04-25|129.0|0|130.0|0|1.0|0|0.0|100
0|2020-04-26|131.0|0|131.0|0|1.0|0|0.0|100
0|2020-04-27|133.0|0|139.0|0|1.0|0|0.0|100
0|2020-04-28|141.0|0|141.0|0|1.0|0|0.0|100
0|2020-04-29|143.0|0|143.0|0|1.0|0|0.0|100
0|2020-04-30|145.0|0|145.0|0|1.0|0|0.0|100
0|2020-05-01|153.0|0|153.0|0|2.0|0|0.0|100
0|2020-05-02|156.0|0|156.0|0|2.0|0|0.0|100
0|2020-05-03|159.0|0|159.0|0|2.0|0|0.0|100
0|2020-05-04|166.0|0|166.0|0|2.0|0|0.0|100
0|2020-05-05|166.0|0|166.0|0|2.0|0|0.0|100
0|2020-05-06|166.0|0|171.0|0|2.0|0|0.0|100
0|2020-05-07|173.0|0|177.0|0|3.0|0|0.0|100
0|2020-05-08|184.0|0|184.0|0|4.0|0|0.0|100
0|2020-05-09|184.0|0|187.0|0|4.0|0|0.0|100
0|2020-05-10|188.0|0|189.0|0|5.0|0|0.0|100
0|2020-05-11|190.0|0|191.0|0|5.0|0|0.0|100
0|2020-05-12|191.0|0|191.0|0|6.0|0|0.0|100
