|dates|Lapeer_Michigan_UnitedStates.JHU_ConfirmedCases.data|Lapeer_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Lapeer_Michigan_UnitedStates.NYT_ConfirmedCases.data|Lapeer_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Lapeer_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Lapeer_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Lapeer_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Lapeer_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-24|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-25|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-26|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-27|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-28|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-29|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-30|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-31|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-04-01|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-04-02|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-04-03|22.0|0|22.0|0|0.0|0|0.0|100
0|2020-04-04|27.0|0|27.0|0|0.0|0|0.0|100
0|2020-04-05|45.0|0|45.0|0|0.0|0|0.0|100
0|2020-04-06|49.0|0|49.0|0|0.0|0|0.0|100
0|2020-04-07|56.0|0|56.0|0|3.0|0|0.0|100
0|2020-04-08|64.0|0|64.0|0|5.0|0|0.0|100
0|2020-04-09|77.0|0|77.0|0|5.0|0|0.0|100
0|2020-04-10|87.0|0|87.0|0|6.0|0|0.0|100
0|2020-04-11|95.0|0|95.0|0|6.0|0|0.0|100
0|2020-04-12|101.0|0|101.0|0|6.0|0|0.0|100
0|2020-04-13|106.0|0|106.0|0|6.0|0|0.0|100
0|2020-04-14|117.0|0|117.0|0|9.0|0|0.0|100
0|2020-04-15|125.0|0|125.0|0|10.0|0|0.0|100
0|2020-04-16|131.0|0|134.0|0|13.0|0|0.0|100
0|2020-04-17|140.0|0|143.0|0|13.0|0|0.0|100
0|2020-04-18|141.0|0|144.0|0|18.0|0|0.0|100
0|2020-04-19|143.0|0|148.0|0|18.0|0|0.0|100
0|2020-04-20|145.0|0|150.0|0|20.0|0|0.0|100
0|2020-04-21|148.0|0|153.0|0|22.0|0|0.0|100
0|2020-04-22|154.0|0|163.0|0|23.0|0|0.0|100
0|2020-04-23|159.0|0|168.0|0|23.0|0|0.0|100
0|2020-04-24|163.0|0|172.0|0|23.0|0|0.0|100
0|2020-04-25|163.0|0|172.0|0|23.0|0|0.0|100
0|2020-04-26|165.0|0|177.0|0|24.0|0|0.0|100
0|2020-04-27|164.0|0|179.0|0|24.0|0|0.0|100
0|2020-04-28|166.0|0|181.0|0|24.0|0|0.0|100
0|2020-04-29|167.0|0|182.0|0|25.0|0|0.0|100
0|2020-04-30|170.0|0|187.0|0|24.0|0|0.0|100
0|2020-05-01|171.0|0|193.0|0|25.0|0|0.0|100
0|2020-05-02|171.0|0|193.0|0|26.0|0|0.0|100
0|2020-05-03|171.0|0|196.0|0|26.0|0|0.0|100
0|2020-05-04|171.0|0|197.0|0|27.0|0|0.0|100
0|2020-05-05|173.0|0|199.0|0|27.0|0|0.0|100
0|2020-05-06|174.0|0|200.0|0|29.0|0|0.0|100
0|2020-05-07|174.0|0|202.0|0|29.0|0|0.0|100
0|2020-05-08|174.0|0|202.0|0|29.0|0|0.0|100
0|2020-05-09|175.0|0|203.0|0|29.0|0|0.0|100
0|2020-05-10|176.0|0|204.0|0|29.0|0|0.0|100
0|2020-05-11|177.0|0|205.0|0|30.0|0|0.0|100
0|2020-05-12|175.0|0|203.0|0|30.0|0|0.0|100
0|2020-05-13|175.0|0|204.0|0|30.0|0|0.0|100
