|dates|Lee_Alabama_UnitedStates.JHU_ConfirmedCases.data|Lee_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Lee_Alabama_UnitedStates.NYT_ConfirmedCases.data|Lee_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Lee_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Lee_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-16|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-17|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-18|8.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-19|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-20|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-21|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-22|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-23|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-03-24|26.0|0|26.0|0|0.0|0|0.0|100
0|2020-03-25|40.0|0|40.0|0|0.0|0|0.0|100
0|2020-03-26|47.0|0|47.0|0|0.0|0|0.0|100
0|2020-03-27|48.0|0|53.0|0|0.0|0|0.0|100
0|2020-03-28|56.0|0|56.0|0|0.0|0|0.0|100
0|2020-03-29|59.0|0|57.0|0|2.0|0|0.0|100
0|2020-03-30|71.0|0|74.0|0|2.0|0|0.0|100
0|2020-03-31|75.0|0|75.0|0|2.0|0|0.0|100
0|2020-04-01|81.0|0|83.0|0|2.0|0|0.0|100
0|2020-04-02|91.0|0|91.0|0|2.0|0|0.0|100
0|2020-04-03|99.0|0|99.0|0|3.0|0|0.0|100
0|2020-04-04|102.0|0|104.0|0|3.0|0|0.0|100
0|2020-04-05|109.0|0|110.0|0|3.0|0|0.0|100
0|2020-04-06|113.0|0|118.0|0|3.0|0|0.0|100
0|2020-04-07|128.0|0|133.0|0|5.0|0|0.0|100
0|2020-04-08|148.0|0|190.0|0|5.0|0|0.0|100
0|2020-04-09|199.0|0|206.0|0|5.0|0|0.0|100
0|2020-04-10|209.0|0|215.0|0|6.0|0|0.0|100
0|2020-04-11|218.0|0|221.0|0|8.0|0|0.0|100
0|2020-04-12|236.0|0|236.0|0|8.0|0|0.0|100
0|2020-04-13|250.0|0|250.0|0|8.0|0|0.0|100
0|2020-04-14|265.0|0|265.0|0|11.0|0|0.0|100
0|2020-04-15|269.0|0|285.0|0|12.0|0|0.0|100
0|2020-04-16|292.0|0|294.0|0|12.0|0|0.0|100
0|2020-04-17|301.0|0|300.0|0|12.0|0|0.0|100
0|2020-04-18|305.0|0|306.0|0|14.0|0|0.0|100
0|2020-04-19|308.0|0|308.0|0|14.0|0|0.0|100
0|2020-04-20|311.0|0|311.0|0|15.0|0|0.0|100
0|2020-04-21|319.0|0|319.0|0|19.0|0|0.0|100
0|2020-04-22|331.0|0|331.0|0|20.0|0|0.0|100
0|2020-04-23|340.0|0|340.0|0|21.0|0|0.0|100
0|2020-04-24|351.0|0|351.0|0|22.0|0|0.0|100
0|2020-04-25|351.0|0|358.0|0|22.0|0|0.0|100
0|2020-04-26|365.0|0|365.0|0|24.0|0|0.0|100
0|2020-04-27|368.0|0|368.0|0|24.0|0|0.0|100
0|2020-04-28|377.0|0|377.0|0|25.0|0|0.0|100
0|2020-04-29|386.0|0|386.0|0|28.0|0|0.0|100
0|2020-04-30|394.0|0|391.0|0|29.0|0|0.0|100
0|2020-05-01|391.0|0|391.0|0|29.0|0|0.0|100
0|2020-05-02|397.0|0|397.0|0|28.0|0|0.0|100
0|2020-05-03|400.0|0|400.0|0|28.0|0|0.0|100
0|2020-05-04|403.0|0|403.0|0|28.0|0|0.0|100
0|2020-05-05|408.0|0|408.0|0|28.0|0|0.0|100
0|2020-05-06|410.0|0|410.0|0|29.0|0|0.0|100
0|2020-05-07|417.0|0|417.0|0|30.0|0|0.0|100
0|2020-05-08|419.0|0|419.0|0|30.0|0|0.0|100
0|2020-05-09|422.0|0|422.0|0|30.0|0|0.0|100
0|2020-05-10|425.0|0|425.0|0|30.0|0|0.0|100
0|2020-05-11|429.0|0|429.0|0|30.0|0|0.0|100
0|2020-05-12|432.0|0|432.0|0|30.0|0|0.0|100
0|2020-05-13|436.0|0|436.0|0|30.0|0|0.0|100
