|dates|Elmore_Alabama_UnitedStates.JHU_ConfirmedCases.data|Elmore_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Elmore_Alabama_UnitedStates.NYT_ConfirmedCases.data|Elmore_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Elmore_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Elmore_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Elmore_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Elmore_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-16|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-17|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-18|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-19|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-20|5.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-21|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-22|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-23|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-24|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-25|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-26|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-27|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-28|12.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-29|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-30|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-31|13.0|0|12.0|0|0.0|0|0.0|100
0|2020-04-01|14.0|0|15.0|0|0.0|0|0.0|100
0|2020-04-02|17.0|0|17.0|0|0.0|0|0.0|100
0|2020-04-03|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-04-04|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-04-05|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-04-06|19.0|0|20.0|0|0.0|0|0.0|100
0|2020-04-07|22.0|0|22.0|0|0.0|0|0.0|100
0|2020-04-08|22.0|0|24.0|0|0.0|0|0.0|100
0|2020-04-09|27.0|0|29.0|0|0.0|0|0.0|100
0|2020-04-10|29.0|0|30.0|0|0.0|0|0.0|100
0|2020-04-11|30.0|0|30.0|0|0.0|0|0.0|100
0|2020-04-12|33.0|0|33.0|0|0.0|0|0.0|100
0|2020-04-13|35.0|0|37.0|0|0.0|0|0.0|100
0|2020-04-14|43.0|0|43.0|0|0.0|0|0.0|100
0|2020-04-15|47.0|0|49.0|0|0.0|0|0.0|100
0|2020-04-16|54.0|0|54.0|0|0.0|0|0.0|100
0|2020-04-17|54.0|0|54.0|0|1.0|0|0.0|100
0|2020-04-18|58.0|0|58.0|0|1.0|0|0.0|100
0|2020-04-19|63.0|0|63.0|0|1.0|0|0.0|100
0|2020-04-20|69.0|0|68.0|0|1.0|0|0.0|100
0|2020-04-21|73.0|0|73.0|0|1.0|0|0.0|100
0|2020-04-22|74.0|0|74.0|0|1.0|0|0.0|100
0|2020-04-23|74.0|0|74.0|0|1.0|0|0.0|100
0|2020-04-24|74.0|0|74.0|0|1.0|0|0.0|100
0|2020-04-25|74.0|0|77.0|0|1.0|0|0.0|100
0|2020-04-26|79.0|0|79.0|0|1.0|0|0.0|100
0|2020-04-27|79.0|0|79.0|0|1.0|0|0.0|100
0|2020-04-28|82.0|0|82.0|0|1.0|0|0.0|100
0|2020-04-29|84.0|0|84.0|0|1.0|0|0.0|100
0|2020-04-30|86.0|0|86.0|0|2.0|0|0.0|100
0|2020-05-01|88.0|0|88.0|0|2.0|0|0.0|100
0|2020-05-02|93.0|0|93.0|0|2.0|0|0.0|100
0|2020-05-03|103.0|0|103.0|0|2.0|0|0.0|100
0|2020-05-04|111.0|0|111.0|0|3.0|0|0.0|100
0|2020-05-05|121.0|0|121.0|0|3.0|0|0.0|100
0|2020-05-06|121.0|0|121.0|0|3.0|0|0.0|100
0|2020-05-07|127.0|0|127.0|0|4.0|0|0.0|100
0|2020-05-08|130.0|0|130.0|0|4.0|0|0.0|100
0|2020-05-09|135.0|0|135.0|0|4.0|0|0.0|100
0|2020-05-10|150.0|0|150.0|0|4.0|0|0.0|100
0|2020-05-11|152.0|0|152.0|0|4.0|0|0.0|100
0|2020-05-12|156.0|0|156.0|0|4.0|0|0.0|100
0|2020-05-13|157.0|0|157.0|0|5.0|0|0.0|100
