|dates|Hall_Georgia_UnitedStates.JHU_ConfirmedCases.data|Hall_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Hall_Georgia_UnitedStates.NYT_ConfirmedCases.data|Hall_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Hall_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Hall_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Hall_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Hall_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-17|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-18|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-19|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-20|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-21|8.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-22|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-23|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-24|14.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-25|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-03-26|21.0|0|22.0|0|0.0|0|0.0|100
0|2020-03-27|24.0|0|30.0|0|0.0|0|0.0|100
0|2020-03-28|31.0|0|31.0|0|0.0|0|0.0|100
0|2020-03-29|32.0|0|33.0|0|0.0|0|0.0|100
0|2020-03-30|34.0|0|34.0|0|0.0|0|0.0|100
0|2020-03-31|66.0|0|67.0|0|0.0|0|0.0|100
0|2020-04-01|69.0|0|71.0|0|0.0|0|0.0|100
0|2020-04-02|72.0|0|72.0|0|0.0|0|0.0|100
0|2020-04-03|79.0|0|81.0|0|0.0|0|0.0|100
0|2020-04-04|84.0|0|117.0|0|0.0|0|0.0|100
0|2020-04-05|117.0|0|117.0|0|0.0|0|0.0|100
0|2020-04-06|131.0|0|138.0|0|0.0|0|0.0|100
0|2020-04-07|196.0|0|215.0|0|0.0|0|0.0|100
0|2020-04-08|228.0|0|233.0|0|0.0|0|0.0|100
0|2020-04-09|238.0|0|247.0|0|0.0|0|0.0|100
0|2020-04-10|250.0|0|273.0|0|0.0|0|0.0|100
0|2020-04-11|275.0|0|276.0|0|0.0|0|0.0|100
0|2020-04-12|279.0|0|282.0|0|0.0|0|0.0|100
0|2020-04-13|292.0|0|319.0|0|0.0|0|0.0|100
0|2020-04-14|363.0|0|363.0|0|0.0|0|0.0|100
0|2020-04-15|374.0|0|402.0|0|1.0|0|0.0|100
0|2020-04-16|411.0|0|526.0|0|5.0|0|0.0|100
0|2020-04-17|563.0|0|605.0|0|6.0|0|0.0|100
0|2020-04-18|607.0|0|607.0|0|6.0|0|0.0|100
0|2020-04-19|621.0|0|625.0|0|6.0|0|0.0|100
0|2020-04-20|702.0|0|702.0|0|9.0|0|0.0|100
0|2020-04-21|720.0|0|756.0|0|9.0|0|0.0|100
0|2020-04-22|907.0|0|907.0|0|9.0|0|0.0|100
0|2020-04-23|963.0|0|963.0|0|9.0|0|0.0|100
0|2020-04-24|1022.0|0|1022.0|0|9.0|0|0.0|100
0|2020-04-25|1032.0|0|1032.0|0|9.0|0|0.0|100
0|2020-04-26|1033.0|0|1033.0|0|11.0|0|0.0|100
0|2020-04-27|1098.0|0|1098.0|0|12.0|0|0.0|100
0|2020-04-28|1183.0|0|1185.0|0|16.0|0|0.0|100
0|2020-04-29|1242.0|0|1261.0|0|20.0|0|0.0|100
0|2020-04-30|1332.0|0|1346.0|0|21.0|0|0.0|100
0|2020-05-01|1482.0|0|1482.0|0|22.0|0|0.0|100
0|2020-05-02|1694.0|0|1694.0|0|22.0|0|0.0|100
0|2020-05-03|1700.0|0|1700.0|0|23.0|0|0.0|100
0|2020-05-04|1776.0|0|1776.0|0|23.0|0|0.0|100
0|2020-05-05|1846.0|0|1846.0|0|26.0|0|0.0|100
0|2020-05-06|1914.0|0|1914.0|0|27.0|0|0.0|100
0|2020-05-07|1958.0|0|1956.0|0|27.0|0|0.0|100
0|2020-05-08|1997.0|0|1997.0|0|28.0|0|0.0|100
0|2020-05-09|2002.0|0|2002.0|0|28.0|0|0.0|100
0|2020-05-10|2012.0|0|2012.0|0|28.0|0|0.0|100
0|2020-05-11|2039.0|0|2039.0|0|29.0|0|0.0|100
0|2020-05-12|2060.0|0|2060.0|0|35.0|0|0.0|100
