|dates|Flagler_Florida_UnitedStates.JHU_ConfirmedCases.data|Flagler_Florida_UnitedStates.JHU_ConfirmedCases.missing|Flagler_Florida_UnitedStates.NYT_ConfirmedCases.data|Flagler_Florida_UnitedStates.NYT_ConfirmedCases.missing|Flagler_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Flagler_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Flagler_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Flagler_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-23|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-24|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-25|5.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-26|7.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-27|11.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-28|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-29|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-30|13.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-31|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-04-01|20.0|0|24.0|0|0.0|0|0.0|100
0|2020-04-02|25.0|0|25.0|0|1.0|0|0.0|100
0|2020-04-03|28.0|0|28.0|0|1.0|0|0.0|100
0|2020-04-04|29.0|0|29.0|0|1.0|0|0.0|100
0|2020-04-05|31.0|0|31.0|0|1.0|0|0.0|100
0|2020-04-06|32.0|0|34.0|0|1.0|0|0.0|100
0|2020-04-07|35.0|0|35.0|0|1.0|0|0.0|100
0|2020-04-08|35.0|0|36.0|0|1.0|0|0.0|100
0|2020-04-09|37.0|0|41.0|0|1.0|0|0.0|100
0|2020-04-10|44.0|0|44.0|0|1.0|0|0.0|100
0|2020-04-11|44.0|0|46.0|0|1.0|0|0.0|100
0|2020-04-12|45.0|0|45.0|0|2.0|0|0.0|100
0|2020-04-13|45.0|0|45.0|0|2.0|0|0.0|100
0|2020-04-14|45.0|0|45.0|0|2.0|0|0.0|100
0|2020-04-15|46.0|0|46.0|0|2.0|0|0.0|100
0|2020-04-16|50.0|0|50.0|0|2.0|0|0.0|100
0|2020-04-17|55.0|0|55.0|0|2.0|0|0.0|100
0|2020-04-18|66.0|0|66.0|0|2.0|0|0.0|100
0|2020-04-19|75.0|0|75.0|0|2.0|0|0.0|100
0|2020-04-20|76.0|0|76.0|0|2.0|0|0.0|100
0|2020-04-21|78.0|0|78.0|0|2.0|0|0.0|100
0|2020-04-22|78.0|0|78.0|0|2.0|0|0.0|100
0|2020-04-23|106.0|0|106.0|0|2.0|0|0.0|100
0|2020-04-24|106.0|0|106.0|0|2.0|0|0.0|100
0|2020-04-25|116.0|0|116.0|0|2.0|0|0.0|100
0|2020-04-26|121.0|0|121.0|0|2.0|0|0.0|100
0|2020-04-27|127.0|0|127.0|0|2.0|0|0.0|100
0|2020-04-28|131.0|0|131.0|0|2.0|0|0.0|100
0|2020-04-29|133.0|0|133.0|0|2.0|0|0.0|100
0|2020-04-30|133.0|0|133.0|0|2.0|0|0.0|100
0|2020-05-01|134.0|0|134.0|0|2.0|0|0.0|100
0|2020-05-02|138.0|0|138.0|0|3.0|0|0.0|100
0|2020-05-03|140.0|0|140.0|0|3.0|0|0.0|100
0|2020-05-04|140.0|0|140.0|0|3.0|0|0.0|100
0|2020-05-05|141.0|0|141.0|0|4.0|0|0.0|100
0|2020-05-06|142.0|0|142.0|0|4.0|0|0.0|100
0|2020-05-07|145.0|0|145.0|0|4.0|0|0.0|100
0|2020-05-08|147.0|0|147.0|0|3.0|0|0.0|100
0|2020-05-09|147.0|0|147.0|0|4.0|0|0.0|100
0|2020-05-10|147.0|0|147.0|0|4.0|0|0.0|100
0|2020-05-11|147.0|0|147.0|0|4.0|0|0.0|100
0|2020-05-12|147.0|0|147.0|0|4.0|0|0.0|100
0|2020-05-13|148.0|0|148.0|0|4.0|0|0.0|100
