|dates|Douglas_Georgia_UnitedStates.JHU_ConfirmedCases.data|Douglas_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Douglas_Georgia_UnitedStates.NYT_ConfirmedCases.data|Douglas_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Douglas_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Douglas_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Douglas_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Douglas_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-22|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-23|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-24|11.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-25|17.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-26|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-27|27.0|0|32.0|0|0.0|0|0.0|100
0|2020-03-28|35.0|0|35.0|0|1.0|0|0.0|100
0|2020-03-29|37.0|0|38.0|0|1.0|0|0.0|100
0|2020-03-30|39.0|0|43.0|0|1.0|0|0.0|100
0|2020-03-31|50.0|0|51.0|0|1.0|0|0.0|100
0|2020-04-01|55.0|0|56.0|0|2.0|0|0.0|100
0|2020-04-02|60.0|0|66.0|0|3.0|0|0.0|100
0|2020-04-03|71.0|0|78.0|0|4.0|0|0.0|100
0|2020-04-04|80.0|0|84.0|0|4.0|0|0.0|100
0|2020-04-05|86.0|0|91.0|0|5.0|0|0.0|100
0|2020-04-06|102.0|0|105.0|0|5.0|0|0.0|100
0|2020-04-07|111.0|0|117.0|0|5.0|0|0.0|100
0|2020-04-08|122.0|0|124.0|0|5.0|0|0.0|100
0|2020-04-09|127.0|0|134.0|0|5.0|0|0.0|100
0|2020-04-10|142.0|0|148.0|0|5.0|0|0.0|100
0|2020-04-11|147.0|0|151.0|0|5.0|0|0.0|100
0|2020-04-12|153.0|0|159.0|0|5.0|0|0.0|100
0|2020-04-13|167.0|0|177.0|0|5.0|0|0.0|100
0|2020-04-14|189.0|0|189.0|0|6.0|0|0.0|100
0|2020-04-15|197.0|0|201.0|0|6.0|0|0.0|100
0|2020-04-16|202.0|0|209.0|0|6.0|0|0.0|100
0|2020-04-17|220.0|0|222.0|0|6.0|0|0.0|100
0|2020-04-18|226.0|0|229.0|0|6.0|0|0.0|100
0|2020-04-19|230.0|0|233.0|0|6.0|0|0.0|100
0|2020-04-20|243.0|0|243.0|0|6.0|0|0.0|100
0|2020-04-21|244.0|0|246.0|0|7.0|0|0.0|100
0|2020-04-22|259.0|0|259.0|0|8.0|0|0.0|100
0|2020-04-23|273.0|0|273.0|0|8.0|0|0.0|100
0|2020-04-24|276.0|0|276.0|0|8.0|0|0.0|100
0|2020-04-25|276.0|0|276.0|0|8.0|0|0.0|100
0|2020-04-26|278.0|0|278.0|0|8.0|0|0.0|100
0|2020-04-27|284.0|0|284.0|0|11.0|0|0.0|100
0|2020-04-28|298.0|0|300.0|0|11.0|0|0.0|100
0|2020-04-29|311.0|0|311.0|0|11.0|0|0.0|100
0|2020-04-30|319.0|0|319.0|0|11.0|0|0.0|100
0|2020-05-01|329.0|0|329.0|0|11.0|0|0.0|100
0|2020-05-02|335.0|0|335.0|0|11.0|0|0.0|100
0|2020-05-03|341.0|0|341.0|0|11.0|0|0.0|100
0|2020-05-04|343.0|0|343.0|0|11.0|0|0.0|100
0|2020-05-05|353.0|0|353.0|0|11.0|0|0.0|100
0|2020-05-06|363.0|0|363.0|0|11.0|0|0.0|100
0|2020-05-07|366.0|0|366.0|0|11.0|0|0.0|100
0|2020-05-08|398.0|0|398.0|0|11.0|0|0.0|100
0|2020-05-09|400.0|0|400.0|0|11.0|0|0.0|100
0|2020-05-10|405.0|0|414.0|0|11.0|0|0.0|100
0|2020-05-11|417.0|0|417.0|0|12.0|0|0.0|100
0|2020-05-12|417.0|0|417.0|0|12.0|0|0.0|100
0|2020-05-13|422.0|0|422.0|0|14.0|0|0.0|100
