|dates|St.Clair_Illinois_UnitedStates.JHU_ConfirmedCases.data|St.Clair_Illinois_UnitedStates.JHU_ConfirmedCases.missing|St.Clair_Illinois_UnitedStates.NYT_ConfirmedCases.data|St.Clair_Illinois_UnitedStates.NYT_ConfirmedCases.missing|St.Clair_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|St.Clair_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|St.Clair_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|St.Clair_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-15|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-16|4.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-17|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-18|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-19|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-20|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-21|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-22|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-23|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-24|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-25|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-26|7.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-27|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-28|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-29|31.0|0|31.0|0|2.0|0|0.0|100
0|2020-03-30|36.0|0|36.0|0|2.0|0|0.0|100
0|2020-03-31|43.0|0|43.0|0|2.0|0|0.0|100
0|2020-04-01|53.0|0|53.0|0|2.0|0|0.0|100
0|2020-04-02|55.0|0|55.0|0|2.0|0|0.0|100
0|2020-04-03|57.0|0|57.0|0|2.0|0|0.0|100
0|2020-04-04|80.0|0|80.0|0|2.0|0|0.0|100
0|2020-04-05|86.0|0|86.0|0|2.0|0|0.0|100
0|2020-04-06|92.0|0|92.0|0|2.0|0|0.0|100
0|2020-04-07|92.0|0|109.0|0|2.0|0|0.0|100
0|2020-04-08|127.0|0|127.0|0|3.0|0|0.0|100
0|2020-04-09|127.0|0|144.0|0|3.0|0|0.0|100
0|2020-04-10|159.0|0|159.0|0|5.0|0|0.0|100
0|2020-04-11|173.0|0|173.0|0|7.0|0|0.0|100
0|2020-04-12|189.0|0|189.0|0|8.0|0|0.0|100
0|2020-04-13|202.0|0|202.0|0|8.0|0|0.0|100
0|2020-04-14|220.0|0|220.0|0|8.0|0|0.0|100
0|2020-04-15|225.0|0|225.0|0|10.0|0|0.0|100
0|2020-04-16|239.0|0|239.0|0|14.0|0|0.0|100
0|2020-04-17|254.0|0|254.0|0|17.0|0|0.0|100
0|2020-04-18|265.0|0|265.0|0|17.0|0|0.0|100
0|2020-04-19|271.0|0|271.0|0|18.0|0|0.0|100
0|2020-04-20|276.0|0|276.0|0|18.0|0|0.0|100
0|2020-04-21|289.0|0|289.0|0|18.0|0|0.0|100
0|2020-04-22|316.0|0|316.0|0|19.0|0|0.0|100
0|2020-04-23|330.0|0|330.0|0|19.0|0|0.0|100
0|2020-04-24|350.0|0|350.0|0|19.0|0|0.0|100
0|2020-04-25|363.0|0|363.0|0|24.0|0|0.0|100
0|2020-04-26|391.0|0|391.0|0|24.0|0|0.0|100
0|2020-04-27|403.0|0|403.0|0|24.0|0|0.0|100
0|2020-04-28|434.0|0|434.0|0|25.0|0|0.0|100
0|2020-04-29|442.0|0|442.0|0|29.0|0|0.0|100
0|2020-04-30|475.0|0|475.0|0|30.0|0|0.0|100
0|2020-05-01|492.0|0|492.0|0|31.0|0|0.0|100
0|2020-05-02|507.0|0|507.0|0|33.0|0|0.0|100
0|2020-05-03|537.0|0|537.0|0|33.0|0|0.0|100
0|2020-05-04|551.0|0|551.0|0|34.0|0|0.0|100
0|2020-05-05|579.0|0|579.0|0|41.0|0|0.0|100
0|2020-05-06|601.0|0|601.0|0|42.0|0|0.0|100
0|2020-05-07|623.0|0|623.0|0|44.0|0|0.0|100
0|2020-05-08|648.0|0|648.0|0|46.0|0|0.0|100
0|2020-05-09|689.0|0|689.0|0|49.0|0|0.0|100
0|2020-05-10|711.0|0|711.0|0|50.0|0|0.0|100
0|2020-05-11|719.0|0|761.0|0|52.0|0|0.0|100
0|2020-05-12|727.0|0|771.0|0|53.0|0|0.0|100
0|2020-05-13|737.0|0|788.0|0|59.0|0|0.0|100
