|dates|St.Tammany_Louisiana_UnitedStates.JHU_ConfirmedCases.data|St.Tammany_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|St.Tammany_Louisiana_UnitedStates.NYT_ConfirmedCases.data|St.Tammany_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|St.Tammany_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|St.Tammany_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.Tammany_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.Tammany_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-14|2.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-15|2.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-16|5.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-17|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-18|8.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-19|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-20|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-21|22.0|0|22.0|0|0.0|0|0.0|100
0|2020-03-22|22.0|0|25.0|0|0.0|0|0.0|100
0|2020-03-23|47.0|0|47.0|0|0.0|0|0.0|100
0|2020-03-24|52.0|0|52.0|0|1.0|0|0.0|100
0|2020-03-25|67.0|0|67.0|0|1.0|0|0.0|100
0|2020-03-26|89.0|0|89.0|0|1.0|0|0.0|100
0|2020-03-27|111.0|0|111.0|0|2.0|0|0.0|100
0|2020-03-28|134.0|0|134.0|0|2.0|0|0.0|100
0|2020-03-29|138.0|0|138.0|0|3.0|0|0.0|100
0|2020-03-30|186.0|0|186.0|0|4.0|0|0.0|100
0|2020-03-31|220.0|0|220.0|0|4.0|0|0.0|100
0|2020-04-01|270.0|0|270.0|0|6.0|0|0.0|100
0|2020-04-02|399.0|0|399.0|0|9.0|0|0.0|100
0|2020-04-03|435.0|0|435.0|0|10.0|0|0.0|100
0|2020-04-04|532.0|0|532.0|0|14.0|0|0.0|100
0|2020-04-05|560.0|0|560.0|0|14.0|0|0.0|100
0|2020-04-06|637.0|0|637.0|0|17.0|0|0.0|100
0|2020-04-07|700.0|0|700.0|0|17.0|0|0.0|100
0|2020-04-08|733.0|0|733.0|0|18.0|0|0.0|100
0|2020-04-09|777.0|0|777.0|0|19.0|0|0.0|100
0|2020-04-10|825.0|0|825.0|0|27.0|0|0.0|100
0|2020-04-11|845.0|0|845.0|0|32.0|0|0.0|100
0|2020-04-12|864.0|0|864.0|0|39.0|0|0.0|100
0|2020-04-13|881.0|0|881.0|0|48.0|0|0.0|100
0|2020-04-14|898.0|0|898.0|0|55.0|0|0.0|100
0|2020-04-15|924.0|0|924.0|0|60.0|0|0.0|100
0|2020-04-16|944.0|0|944.0|0|60.0|0|0.0|100
0|2020-04-17|961.0|0|961.0|0|66.0|0|0.0|100
0|2020-04-18|987.0|0|987.0|0|67.0|0|0.0|100
0|2020-04-19|1011.0|0|1011.0|0|71.0|0|0.0|100
0|2020-04-20|1057.0|0|1057.0|0|73.0|0|0.0|100
0|2020-04-21|1067.0|0|1067.0|0|74.0|0|0.0|100
0|2020-04-22|1079.0|0|1079.0|0|81.0|0|0.0|100
0|2020-04-23|1111.0|0|1111.0|0|89.0|0|0.0|100
0|2020-04-24|1131.0|0|1131.0|0|91.0|0|0.0|100
0|2020-04-25|1138.0|0|1138.0|0|93.0|0|0.0|100
0|2020-04-26|1162.0|0|1162.0|0|94.0|0|0.0|100
0|2020-04-27|1172.0|0|1172.0|0|100.0|0|0.0|100
0|2020-04-28|1184.0|0|1184.0|0|104.0|0|0.0|100
0|2020-04-29|1205.0|0|1205.0|0|108.0|0|0.0|100
0|2020-04-30|1220.0|0|1220.0|0|110.0|0|0.0|100
0|2020-05-01|1270.0|0|1270.0|0|112.0|0|0.0|100
0|2020-05-02|1321.0|0|1321.0|0|114.0|0|0.0|100
0|2020-05-03|1325.0|0|1325.0|0|114.0|0|0.0|100
0|2020-05-04|1341.0|0|1341.0|0|116.0|0|0.0|100
0|2020-05-05|1369.0|0|1369.0|0|118.0|0|0.0|100
0|2020-05-06|1406.0|0|1406.0|0|120.0|0|0.0|100
0|2020-05-07|1415.0|0|1415.0|0|124.0|0|0.0|100
0|2020-05-08|1416.0|0|1416.0|0|125.0|0|0.0|100
0|2020-05-09|1447.0|0|1447.0|0|130.0|0|0.0|100
0|2020-05-10|1452.0|0|1452.0|0|133.0|0|0.0|100
0|2020-05-11|1463.0|0|1463.0|0|136.0|0|0.0|100
