|dates|Brevard_Florida_UnitedStates.JHU_ConfirmedCases.data|Brevard_Florida_UnitedStates.JHU_ConfirmedCases.missing|Brevard_Florida_UnitedStates.NYT_ConfirmedCases.data|Brevard_Florida_UnitedStates.NYT_ConfirmedCases.missing|Brevard_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Brevard_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Brevard_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Brevard_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-18|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-19|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-20|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-21|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-22|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-23|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-24|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-25|11.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-26|13.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-27|16.0|0|20.0|0|0.0|0|0.0|100
0|2020-03-28|26.0|0|27.0|0|0.0|0|0.0|100
0|2020-03-29|28.0|0|30.0|0|0.0|0|0.0|100
0|2020-03-30|31.0|0|32.0|0|0.0|0|0.0|100
0|2020-03-31|37.0|0|37.0|0|0.0|0|0.0|100
0|2020-04-01|38.0|0|47.0|0|0.0|0|0.0|100
0|2020-04-02|49.0|0|49.0|0|0.0|0|0.0|100
0|2020-04-03|62.0|0|62.0|0|0.0|0|0.0|100
0|2020-04-04|72.0|0|72.0|0|0.0|0|0.0|100
0|2020-04-05|79.0|0|79.0|0|0.0|0|0.0|100
0|2020-04-06|88.0|0|92.0|0|0.0|0|0.0|100
0|2020-04-07|98.0|0|98.0|0|0.0|0|0.0|100
0|2020-04-08|102.0|0|105.0|0|2.0|0|0.0|100
0|2020-04-09|106.0|0|111.0|0|2.0|0|0.0|100
0|2020-04-10|115.0|0|121.0|0|2.0|0|0.0|100
0|2020-04-11|120.0|0|123.0|0|2.0|0|0.0|100
0|2020-04-12|133.0|0|133.0|0|4.0|0|0.0|100
0|2020-04-13|148.0|0|148.0|0|6.0|0|0.0|100
0|2020-04-14|163.0|0|163.0|0|6.0|0|0.0|100
0|2020-04-15|173.0|0|173.0|0|6.0|0|0.0|100
0|2020-04-16|192.0|0|192.0|0|6.0|0|0.0|100
0|2020-04-17|205.0|0|205.0|0|7.0|0|0.0|100
0|2020-04-18|210.0|0|210.0|0|7.0|0|0.0|100
0|2020-04-19|215.0|0|215.0|0|7.0|0|0.0|100
0|2020-04-20|218.0|0|218.0|0|7.0|0|0.0|100
0|2020-04-21|224.0|0|224.0|0|7.0|0|0.0|100
0|2020-04-22|225.0|0|225.0|0|7.0|0|0.0|100
0|2020-04-23|235.0|0|235.0|0|8.0|0|0.0|100
0|2020-04-24|247.0|0|247.0|0|8.0|0|0.0|100
0|2020-04-25|250.0|0|250.0|0|8.0|0|0.0|100
0|2020-04-26|252.0|0|252.0|0|8.0|0|0.0|100
0|2020-04-27|266.0|0|266.0|0|8.0|0|0.0|100
0|2020-04-28|268.0|0|268.0|0|8.0|0|0.0|100
0|2020-04-29|270.0|0|270.0|0|8.0|0|0.0|100
0|2020-04-30|285.0|0|285.0|0|8.0|0|0.0|100
0|2020-05-01|289.0|0|289.0|0|8.0|0|0.0|100
0|2020-05-02|297.0|0|297.0|0|8.0|0|0.0|100
0|2020-05-03|308.0|0|308.0|0|8.0|0|0.0|100
0|2020-05-04|310.0|0|310.0|0|8.0|0|0.0|100
0|2020-05-05|319.0|0|319.0|0|8.0|0|0.0|100
0|2020-05-06|320.0|0|320.0|0|8.0|0|0.0|100
0|2020-05-07|325.0|0|325.0|0|8.0|0|0.0|100
0|2020-05-08|326.0|0|326.0|0|9.0|0|0.0|100
0|2020-05-09|328.0|0|328.0|0|9.0|0|0.0|100
0|2020-05-10|328.0|0|328.0|0|9.0|0|0.0|100
0|2020-05-11|330.0|0|330.0|0|9.0|0|0.0|100
0|2020-05-12|346.0|0|346.0|0|9.0|0|0.0|100
0|2020-05-13|344.0|0|344.0|0|9.0|0|0.0|100
