|dates|ContraCosta_California_UnitedStates.JHU_ConfirmedCases.data|ContraCosta_California_UnitedStates.JHU_ConfirmedCases.missing|ContraCosta_California_UnitedStates.NYT_ConfirmedCases.data|ContraCosta_California_UnitedStates.NYT_ConfirmedCases.missing|ContraCosta_California_UnitedStates.JHU_ConfirmedDeaths.data|ContraCosta_California_UnitedStates.JHU_ConfirmedDeaths.missing|ContraCosta_California_UnitedStates.JHU_ConfirmedRecoveries.data|ContraCosta_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-04|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-05|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-06|3.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-07|3.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-08|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-09|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-10|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-11|10.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-12|17.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-13|25.0|0|25.0|0|0.0|0|0.0|100
0|2020-03-14|29.0|0|25.0|0|0.0|0|0.0|100
0|2020-03-15|29.0|0|25.0|0|0.0|0|0.0|100
0|2020-03-16|34.0|0|34.0|0|0.0|0|0.0|100
0|2020-03-17|39.0|0|34.0|0|0.0|0|0.0|100
0|2020-03-18|39.0|0|41.0|0|0.0|0|0.0|100
0|2020-03-19|41.0|0|42.0|0|0.0|0|0.0|100
0|2020-03-20|46.0|0|46.0|0|1.0|0|0.0|100
0|2020-03-21|51.0|0|51.0|0|1.0|0|0.0|100
0|2020-03-22|61.0|0|61.0|0|1.0|0|0.0|100
0|2020-03-23|71.0|0|71.0|0|1.0|0|0.0|100
0|2020-03-24|86.0|0|86.0|0|1.0|0|0.0|100
0|2020-03-25|108.0|0|108.0|0|1.0|0|0.0|100
0|2020-03-26|131.0|0|131.0|0|1.0|0|0.0|100
0|2020-03-27|147.0|0|151.0|0|1.0|0|0.0|100
0|2020-03-28|168.0|0|168.0|0|2.0|0|0.0|100
0|2020-03-29|168.0|0|175.0|0|3.0|0|0.0|100
0|2020-03-30|187.0|0|187.0|0|3.0|0|0.0|100
0|2020-03-31|212.0|0|222.0|0|3.0|0|0.0|100
0|2020-04-01|249.0|0|250.0|0|3.0|0|0.0|100
0|2020-04-02|250.0|0|276.0|0|3.0|0|0.0|100
0|2020-04-03|307.0|0|307.0|0|3.0|0|0.0|100
0|2020-04-04|307.0|0|353.0|0|5.0|0|0.0|100
0|2020-04-05|386.0|0|386.0|0|6.0|0|0.0|100
0|2020-04-06|417.0|0|417.0|0|7.0|0|0.0|100
0|2020-04-07|442.0|0|442.0|0|7.0|0|0.0|100
0|2020-04-08|462.0|0|462.0|0|7.0|0|0.0|100
0|2020-04-09|484.0|0|484.0|0|8.0|0|0.0|100
0|2020-04-10|511.0|0|511.0|0|9.0|0|0.0|100
0|2020-04-11|530.0|0|530.0|0|11.0|0|0.0|100
0|2020-04-12|539.0|0|539.0|0|11.0|0|0.0|100
0|2020-04-13|552.0|0|552.0|0|11.0|0|0.0|100
0|2020-04-14|552.0|0|600.0|0|11.0|0|0.0|100
0|2020-04-15|615.0|0|615.0|0|14.0|0|0.0|100
0|2020-04-16|631.0|0|631.0|0|16.0|0|0.0|100
0|2020-04-17|648.0|0|648.0|0|19.0|0|0.0|100
0|2020-04-18|685.0|0|685.0|0|19.0|0|0.0|100
0|2020-04-19|693.0|0|693.0|0|20.0|0|0.0|100
0|2020-04-20|707.0|0|707.0|0|22.0|0|0.0|100
0|2020-04-21|749.0|0|749.0|0|22.0|0|0.0|100
0|2020-04-22|763.0|0|763.0|0|22.0|0|0.0|100
0|2020-04-23|770.0|0|772.0|0|23.0|0|0.0|100
0|2020-04-24|786.0|0|786.0|0|23.0|0|0.0|100
0|2020-04-25|805.0|0|805.0|0|25.0|0|0.0|100
0|2020-04-26|817.0|0|817.0|0|29.0|0|0.0|100
0|2020-04-27|820.0|0|830.0|0|25.0|0|0.0|100
0|2020-04-28|842.0|0|843.0|0|25.0|0|0.0|100
0|2020-04-29|862.0|0|866.0|0|25.0|0|0.0|100
0|2020-04-30|891.0|0|891.0|0|27.0|0|0.0|100
0|2020-05-01|907.0|0|907.0|0|28.0|0|0.0|100
0|2020-05-02|934.0|0|934.0|0|28.0|0|0.0|100
0|2020-05-03|945.0|0|945.0|0|28.0|0|0.0|100
0|2020-05-04|947.0|0|947.0|0|28.0|0|0.0|100
0|2020-05-05|969.0|0|969.0|0|29.0|0|0.0|100
0|2020-05-06|985.0|0|985.0|0|29.0|0|0.0|100
0|2020-05-07|999.0|0|999.0|0|29.0|0|0.0|100
0|2020-05-08|1014.0|0|1014.0|0|29.0|0|0.0|100
0|2020-05-09|1036.0|0|1036.0|0|32.0|0|0.0|100
0|2020-05-10|1048.0|0|1048.0|0|31.0|0|0.0|100
0|2020-05-11|1048.0|0|1048.0|0|32.0|0|0.0|100
0|2020-05-12|1066.0|0|1066.0|0|32.0|0|0.0|100
0|2020-05-13|1080.0|0|1080.0|0|33.0|0|0.0|100
