|dates|SantaCruz_California_UnitedStates.JHU_ConfirmedCases.data|SantaCruz_California_UnitedStates.JHU_ConfirmedCases.missing|SantaCruz_California_UnitedStates.NYT_ConfirmedCases.data|SantaCruz_California_UnitedStates.NYT_ConfirmedCases.missing|SantaCruz_California_UnitedStates.JHU_ConfirmedDeaths.data|SantaCruz_California_UnitedStates.JHU_ConfirmedDeaths.missing|SantaCruz_California_UnitedStates.JHU_ConfirmedRecoveries.data|SantaCruz_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-08|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-09|0.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-10|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-11|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-12|4.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-13|7.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-14|7.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-15|7.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-16|9.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-17|13.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-18|13.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-19|14.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-20|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-21|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-22|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-23|22.0|0|22.0|0|0.0|0|0.0|100
0|2020-03-24|22.0|0|24.0|0|0.0|0|0.0|100
0|2020-03-25|24.0|0|25.0|0|0.0|0|0.0|100
0|2020-03-26|25.0|0|32.0|0|0.0|0|0.0|100
0|2020-03-27|32.0|0|34.0|0|0.0|0|0.0|100
0|2020-03-28|34.0|0|39.0|0|0.0|0|0.0|100
0|2020-03-29|41.0|0|44.0|0|1.0|0|0.0|100
0|2020-03-30|44.0|0|45.0|0|1.0|0|0.0|100
0|2020-03-31|45.0|0|49.0|0|1.0|0|0.0|100
0|2020-04-01|49.0|0|54.0|0|1.0|0|0.0|100
0|2020-04-02|54.0|0|57.0|0|1.0|0|0.0|100
0|2020-04-03|57.0|0|59.0|0|1.0|0|0.0|100
0|2020-04-04|59.0|0|62.0|0|1.0|0|0.0|100
0|2020-04-05|69.0|0|69.0|0|1.0|0|0.0|100
0|2020-04-06|69.0|0|71.0|0|1.0|0|0.0|100
0|2020-04-07|76.0|0|76.0|0|1.0|0|0.0|100
0|2020-04-08|76.0|0|76.0|0|1.0|0|0.0|100
0|2020-04-09|76.0|0|80.0|0|1.0|0|0.0|100
0|2020-04-10|80.0|0|80.0|0|1.0|0|0.0|100
0|2020-04-11|80.0|0|82.0|0|1.0|0|0.0|100
0|2020-04-12|88.0|0|88.0|0|1.0|0|0.0|100
0|2020-04-13|91.0|0|91.0|0|1.0|0|0.0|100
0|2020-04-14|91.0|0|91.0|0|2.0|0|0.0|100
0|2020-04-15|96.0|0|96.0|0|2.0|0|0.0|100
0|2020-04-16|96.0|0|96.0|0|2.0|0|0.0|100
0|2020-04-17|98.0|0|98.0|0|2.0|0|0.0|100
0|2020-04-18|101.0|0|101.0|0|2.0|0|0.0|100
0|2020-04-19|104.0|0|104.0|0|2.0|0|0.0|100
0|2020-04-20|106.0|0|106.0|0|2.0|0|0.0|100
0|2020-04-21|108.0|0|108.0|0|2.0|0|0.0|100
0|2020-04-22|111.0|0|111.0|0|2.0|0|0.0|100
0|2020-04-23|114.0|0|114.0|0|2.0|0|0.0|100
0|2020-04-24|115.0|0|115.0|0|2.0|0|0.0|100
0|2020-04-25|115.0|0|115.0|0|2.0|0|0.0|100
0|2020-04-26|120.0|0|120.0|0|2.0|0|0.0|100
0|2020-04-27|124.0|0|124.0|0|2.0|0|0.0|100
0|2020-04-28|125.0|0|125.0|0|2.0|0|0.0|100
0|2020-04-29|127.0|0|127.0|0|2.0|0|0.0|100
0|2020-04-30|131.0|0|131.0|0|2.0|0|0.0|100
0|2020-05-01|132.0|0|132.0|0|2.0|0|0.0|100
0|2020-05-02|134.0|0|134.0|0|2.0|0|0.0|100
0|2020-05-03|137.0|0|137.0|0|2.0|0|0.0|100
0|2020-05-04|137.0|0|137.0|0|2.0|0|0.0|100
0|2020-05-05|138.0|0|138.0|0|2.0|0|0.0|100
0|2020-05-06|138.0|0|138.0|0|2.0|0|0.0|100
0|2020-05-07|139.0|0|139.0|0|2.0|0|0.0|100
0|2020-05-08|140.0|0|140.0|0|2.0|0|0.0|100
0|2020-05-09|141.0|0|141.0|0|2.0|0|0.0|100
0|2020-05-10|141.0|0|141.0|0|2.0|0|0.0|100
0|2020-05-11|141.0|0|141.0|0|2.0|0|0.0|100
0|2020-05-12|146.0|0|146.0|0|2.0|0|0.0|100
0|2020-05-13|146.0|0|146.0|0|2.0|0|0.0|100
