|dates|Nemaha_Nebraska_UnitedStates.AveragePrecipitationTotal.data|Nemaha_Nebraska_UnitedStates.AveragePrecipitationTotal.missing|Nemaha_Nebraska_UnitedStates.AveragePrecipitation.data|Nemaha_Nebraska_UnitedStates.AveragePrecipitation.missing|Nemaha_Nebraska_UnitedStates.AverageWindDirection.data|Nemaha_Nebraska_UnitedStates.AverageWindDirection.missing|Nemaha_Nebraska_UnitedStates.AverageWindSpeed.data|Nemaha_Nebraska_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|217.1875|0|12.697916666666666|0
0|2020-01-02|0.0|0|0.0|0|282.9166666666667|0|8.901041666666666|0
0|2020-01-03|0.0|0|0.0|0|286.3541666666667|0|13.072916666666666|0
0|2020-01-04|0.0|0|0.0|0|254.47916666666666|0|11.3125|0
0|2020-01-05|0.0|0|0.0|0|303.5416666666667|0|14.229166666666666|0
0|2020-01-06|0.0|0|0.0|0|237.39583333333334|0|6.854166666666667|0
0|2020-01-07|0.0|0|0.0|0|261.7708333333333|0|11.041666666666666|0
0|2020-01-08|0.0|0|0.0|0|112.39583333333333|0|13.770833333333334|0
0|2020-01-09|0.0|0|0.0|0|201.25|0|13.947916666666666|0
0|2020-01-10|0.000625|0|0.0025000000000000005|0|54.791666666666664|0|16.989583333333332|0
0|2020-01-11|0.0016666666666666668|0|0.0|0|263.4375|0|9.6875|0
0|2020-01-12|0.0|0|0.0|0|149.58333333333334|0|5.375|0
0|2020-01-13|0.0|0|0.0|0|170.0|0|8.885416666666666|0
0|2020-01-14|0.0|0|0.0|0|163.33333333333334|0|7.84375|0
0|2020-01-15|0.0|0|0.0|0|278.75|0|13.385416666666666|0
0|2020-01-16|0.0|0|0.0|0|186.5625|0|6.3125|0
0|2020-01-17|0.00020833333333333335|0|0.002083333333333334|0|146.5625|0|12.90625|0
0|2020-01-18|0.001875|0|0.000625|0|310.8333333333333|0|17.375|0
0|2020-01-19|0.0|0|0.0|0|332.2916666666667|0|10.614583333333334|0
0|2020-01-20|0.0|0|0.0|0|161.5625|0|5.197916666666667|0
0|2020-01-21|0.0|0|0.0|0|167.76041666666666|0|11.552083333333334|0
0|2020-01-22|0.0|0|0.0005208333333333333|0|176.77083333333334|0|11.760416666666666|0
0|2020-01-23|0.000625|0|0.003020833333333334|0|280.0|0|8.041666666666666|0
0|2020-01-24|0.001875|0|0.0|0|331.5625|0|12.84375|0
0|2020-01-25|0.0|0|0.0|0|216.45833333333334|0|5.208333333333333|0
0|2020-01-26|0.0|0|0.0|0|231.66666666666666|0|4.552083333333333|0
0|2020-01-27|0.0|0|0.0|0|263.3854166666667|0|7.463541666666667|0
0|2020-01-28|0.0|0|0.0|0|125.41666666666667|0|4.21875|0
0|2020-01-29|0.0|0|0.0|0|39.270833333333336|0|1.1979166666666667|0
0|2020-01-30|0.0|0|0.0|0|156.875|0|8.583333333333334|0
0|2020-01-31|0.0|0|0.0|0|263.0208333333333|0|8.166666666666666|0
0|2020-02-01|0.0|0|0.0|0|238.75|0|10.197916666666666|0
0|2020-02-02|0.0|0|0.0|0|179.58333333333334|0|8.135416666666666|0
0|2020-02-03|0.0|0|0.0|0|31.5625|0|18.677083333333332|0
0|2020-02-04|0.0|0|0.0|0|27.604166666666668|0|18.479166666666668|0
0|2020-02-05|0.0|0|0.0|0|68.95833333333333|0|6.770833333333333|0
0|2020-02-06|0.0|0|0.0|0|165.52083333333334|0|5.354166666666667|0
0|2020-02-07|0.0|0|0.0|0|310.9375|0|12.84375|0
0|2020-02-08|0.0|0|0.0|0|183.54166666666666|0|9.114583333333334|0
0|2020-02-09|0.0|0|0.0|0|274.5833333333333|0|14.5|0
0|2020-02-10|0.0|0|0.0|0|231.25|0|5.34375|0
0|2020-02-11|0.0|0|0.0|0|271.3541666666667|0|8.729166666666666|0
0|2020-02-12|0.0|0|0.0|0|254.16666666666666|0|13.75|0
0|2020-02-13|0.0|0|0.0|0|262.5520833333333|0|10.322916666666666|0
0|2020-02-14|0.0|0|0.0|0|184.375|0|15.65625|0
0|2020-02-15|0.0|0|0.0|0|212.5|0|6.96875|0
0|2020-02-16|0.0|0|0.0|0|196.97916666666666|0|9.708333333333334|0
0|2020-02-17|0.0|0|0.0|0|235.72916666666666|0|12.072916666666666|0
0|2020-02-18|0.0|0|0.0|0|233.33333333333334|0|6.166666666666667|0
0|2020-02-19|0.0|0|0.0|0|41.354166666666664|0|10.145833333333334|0
0|2020-02-20|0.0|0|0.0|0|125.72916666666667|0|6.4375|0
0|2020-02-21|0.0|0|0.0|0|213.125|0|14.802083333333334|0
0|2020-02-22|0.0|0|0.0|0|208.22916666666666|0|12.75|0
0|2020-02-23|0.0|0|0.0|0|81.97916666666667|0|5.260416666666667|0
0|2020-02-24|0.0|0|0.0|0|34.6875|0|12.34375|0
0|2020-02-25|0.0|0|0.0|0|44.270833333333336|0|15.479166666666666|0
0|2020-02-26|0.0|0|0.0|0|285.5208333333333|0|12.479166666666666|0
0|2020-02-27|0.0|0|0.0|0|253.4375|0|6.895833333333333|0
0|2020-02-28|0.0|0|0.0|0|199.47916666666666|0|9.25|0
0|2020-02-29|0.0|0|0.0|0|180.9375|0|14.229166666666666|0
0|2020-03-01|0.0|0|0.0|0|201.14583333333334|0|12.854166666666666|0
0|2020-03-02|0.0|0|0.0|0|249.79166666666666|0|6.479166666666667|0
0|2020-03-03|0.0|0|0.0|0|267.0833333333333|0|12.447916666666666|0
0|2020-03-04|0.0|0|0.0004166666666666667|0|253.75|0|11.28125|0
0|2020-03-05|0.00020833333333333335|0|0.0|0|315.7291666666667|0|20.84375|0
0|2020-03-06|0.0|0|0.0|0|206.77083333333334|0|7.833333333333333|0
0|2020-03-07|0.0|0|0.0|0|189.47916666666666|0|19.21875|0
0|2020-03-08|0.0|0|0.0|0|201.14583333333334|0|22.96875|0
0|2020-03-09|0.004791666666666667|0|0.009687500000000003|0|214.58333333333334|0|13.59375|0
0|2020-03-10|0.0020833333333333333|0|0.0|0|182.8125|0|4.59375|0
0|2020-03-11|0.0|0|0.0|0|145.3125|0|7.166666666666667|0
0|2020-03-12|0.0|0|0.0010416666666666667|0|266.0416666666667|0|13.875|0
0|2020-03-13|0.000625|0|0.0013541666666666667|0|160.20833333333334|0|5.229166666666667|0
0|2020-03-14|0.00375|0|0.0034374999999999996|0|68.125|0|11.583333333333334|0
0|2020-03-15|0.0|0|0.0|0|108.02083333333333|0|7.114583333333333|0
0|2020-03-16|0.00020833333333333335|0|0.00020833333333333335|0|174.27083333333334|0|3.5104166666666665|0
0|2020-03-17|0.0|0|0.0004166666666666667|0|202.29166666666666|0|7.802083333333333|0
0|2020-03-18|0.000625|0|0.0016666666666666668|0|89.27083333333333|0|4.8125|0
0|2020-03-19|0.0043749999999999995|0|0.007916666666666669|0|139.16666666666666|0|12.802083333333334|0
0|2020-03-20|0.0022916666666666667|0|0.0|0|244.79166666666666|0|17.791666666666668|0
0|2020-03-21|0.0|0|0.0|0|135.9375|0|6.416666666666667|0
0|2020-03-22|0.0|0|0.0014583333333333332|0|147.70833333333334|0|9.46875|0
0|2020-03-23|0.0010416666666666667|0|0.0|0|115.41666666666667|0|5.875|0
0|2020-03-24|0.0|0|0.0|0|141.5625|0|8.239583333333334|0
0|2020-03-25|0.0|0|0.0|0|155.83333333333334|0|12.833333333333334|0
0|2020-03-26|0.0|0|0.0|0|55.520833333333336|0|11.614583333333334|0
0|2020-03-27|0.0|0|0.0|0|88.54166666666667|0|6.6875|0
0|2020-03-28|0.0022916666666666667|0|0.00375|0|178.02083333333334|0|15.052083333333334|0
0|2020-03-29|0.00020833333333333335|0|0.0|0|272.8125|0|15.708333333333334|0
0|2020-03-30|0.0|0|0.0|0|97.29166666666667|0|6.572916666666667|0
0|2020-03-31|0.0|0|0.0|0|137.29166666666666|0|4.75|0
0|2020-04-01|0.0|0|0.0|0|172.60416666666666|0|14.302083333333334|0
0|2020-04-02|0.0|0|0.0|0|230.72916666666666|0|16.5625|0
0|2020-04-03|0.0010416666666666667|0|0.0014583333333333334|0|266.9791666666667|0|17.458333333333332|0
0|2020-04-04|0.0|0|0.0|0|74.27083333333333|0|8.458333333333334|0
0|2020-04-05|0.0|0|0.0|0|127.70833333333333|0|7.3125|0
0|2020-04-06|0.0|0|0.0|0|168.33333333333334|0|13.197916666666666|0
0|2020-04-07|0.0|0|0.0|0|220.10416666666666|0|8.520833333333334|0
0|2020-04-08|0.0|0|0.0|0|211.25|0|12.572916666666666|0
0|2020-04-09|0.0|0|0.0|0|323.0208333333333|0|16.239583333333332|0
0|2020-04-10|0.0|0|0.0|0|206.5625|0|9.333333333333334|0
0|2020-04-11|0.0|0|0.0|0|125.9375|0|7.59375|0
0|2020-04-12|0.000625|0|0.0017708333333333337|0|190.72916666666666|0|20.84375|0
