|dates|Hillsborough_Florida_UnitedStates.JHU_ConfirmedCases.data|Hillsborough_Florida_UnitedStates.JHU_ConfirmedCases.missing|Hillsborough_Florida_UnitedStates.NYT_ConfirmedCases.data|Hillsborough_Florida_UnitedStates.NYT_ConfirmedCases.missing|Hillsborough_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Hillsborough_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Hillsborough_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Hillsborough_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-02|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-03|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-04|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-05|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-06|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-07|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-08|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-09|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-10|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-11|3.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-12|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-13|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-14|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-15|4.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-16|4.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-17|7.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-18|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-19|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-03-20|32.0|0|32.0|0|0.0|0|0.0|100
0|2020-03-21|47.0|0|47.0|0|0.0|0|0.0|100
0|2020-03-22|58.0|0|58.0|0|0.0|0|0.0|100
0|2020-03-23|75.0|0|75.0|0|0.0|0|0.0|100
0|2020-03-24|91.0|0|95.0|0|0.0|0|0.0|100
0|2020-03-25|106.0|0|123.0|0|0.0|0|0.0|100
0|2020-03-26|142.0|0|151.0|0|1.0|0|0.0|100
0|2020-03-27|167.0|0|174.0|0|1.0|0|0.0|100
0|2020-03-28|195.0|0|206.0|0|2.0|0|0.0|100
0|2020-03-29|218.0|0|225.0|0|2.0|0|0.0|100
0|2020-03-30|253.0|0|272.0|0|2.0|0|0.0|100
0|2020-03-31|305.0|0|305.0|0|3.0|0|0.0|100
0|2020-04-01|309.0|0|362.0|0|3.0|0|0.0|100
0|2020-04-02|404.0|0|404.0|0|5.0|0|0.0|100
0|2020-04-03|463.0|0|463.0|0|5.0|0|0.0|100
0|2020-04-04|497.0|0|497.0|0|5.0|0|0.0|100
0|2020-04-05|536.0|0|536.0|0|5.0|0|0.0|100
0|2020-04-06|571.0|0|575.0|0|5.0|0|0.0|100
0|2020-04-07|608.0|0|608.0|0|5.0|0|0.0|100
0|2020-04-08|626.0|0|631.0|0|7.0|0|0.0|100
0|2020-04-09|644.0|0|657.0|0|9.0|0|0.0|100
0|2020-04-10|671.0|0|676.0|0|9.0|0|0.0|100
0|2020-04-11|690.0|0|698.0|0|14.0|0|0.0|100
0|2020-04-12|759.0|0|759.0|0|16.0|0|0.0|100
0|2020-04-13|813.0|0|813.0|0|16.0|0|0.0|100
0|2020-04-14|819.0|0|819.0|0|17.0|0|0.0|100
0|2020-04-15|869.0|0|870.0|0|18.0|0|0.0|100
0|2020-04-16|878.0|0|878.0|0|18.0|0|0.0|100
0|2020-04-17|924.0|0|924.0|0|19.0|0|0.0|100
0|2020-04-18|943.0|0|943.0|0|19.0|0|0.0|100
0|2020-04-19|960.0|0|960.0|0|19.0|0|0.0|100
0|2020-04-20|973.0|0|973.0|0|19.0|0|0.0|100
0|2020-04-21|979.0|0|979.0|0|20.0|0|0.0|100
0|2020-04-22|982.0|0|982.0|0|20.0|0|0.0|100
0|2020-04-23|1008.0|0|1008.0|0|21.0|0|0.0|100
0|2020-04-24|1022.0|0|1022.0|0|21.0|0|0.0|100
0|2020-04-25|1041.0|0|1041.0|0|21.0|0|0.0|100
0|2020-04-26|1048.0|0|1048.0|0|21.0|0|0.0|100
0|2020-04-27|1062.0|0|1062.0|0|21.0|0|0.0|100
0|2020-04-28|1080.0|0|1080.0|0|22.0|0|0.0|100
0|2020-04-29|1105.0|0|1105.0|0|23.0|0|0.0|100
0|2020-04-30|1124.0|0|1124.0|0|23.0|0|0.0|100
0|2020-05-01|1163.0|0|1163.0|0|24.0|0|0.0|100
0|2020-05-02|1240.0|0|1240.0|0|24.0|0|0.0|100
0|2020-05-03|1281.0|0|1281.0|0|27.0|0|0.0|100
0|2020-05-04|1300.0|0|1300.0|0|29.0|0|0.0|100
0|2020-05-05|1324.0|0|1324.0|0|32.0|0|0.0|100
0|2020-05-06|1331.0|0|1331.0|0|33.0|0|0.0|100
0|2020-05-07|1364.0|0|1364.0|0|36.0|0|0.0|100
0|2020-05-08|1371.0|0|1371.0|0|37.0|0|0.0|100
0|2020-05-09|1400.0|0|1400.0|0|37.0|0|0.0|100
0|2020-05-10|1432.0|0|1432.0|0|37.0|0|0.0|100
0|2020-05-11|1448.0|0|1448.0|0|38.0|0|0.0|100
0|2020-05-12|1473.0|0|1473.0|0|41.0|0|0.0|100
