|dates|Wood_Texas_UnitedStates.BLS_EmployedPopulation.data|Wood_Texas_UnitedStates.BLS_EmployedPopulation.missing|Wood_Texas_UnitedStates.BLS_UnemployedPopulation.data|Wood_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Wood_Texas_UnitedStates.BLS_UnemploymentRate.data|Wood_Texas_UnitedStates.BLS_UnemploymentRate.missing|Wood_Texas_UnitedStates.BLS_LaborForcePopulation.data|Wood_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-02|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-03|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-04|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-05|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-06|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-07|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-08|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-09|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-10|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-11|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-12|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-13|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-14|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-15|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-16|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-17|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-18|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-19|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-20|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-21|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-22|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-23|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-24|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-25|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-26|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-27|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-28|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-29|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-30|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-01-31|17088.0|0|753.0|0|4.220615436354464|0|17841.0|0
0|2020-02-01|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-02-02|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-02-03|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-02-04|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-02-05|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-02-06|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-02-07|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-02-08|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-02-09|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-02-10|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-02-11|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-02-12|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-02-13|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-02-14|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-02-15|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-02-16|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-02-17|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-02-18|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-02-19|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-02-20|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-02-21|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-02-22|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-02-23|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-02-24|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-02-25|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-02-26|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-02-27|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-02-28|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-02-29|17306.5|0|730.5|0|4.050008316238842|0|18037.0|0
0|2020-03-01|16778.5|0|1021.0|0|5.73611618303885|0|17799.5|0
0|2020-03-02|16778.5|0|1021.0|0|5.73611618303885|0|17799.5|0
0|2020-03-03|16778.5|0|1021.0|0|5.73611618303885|0|17799.5|0
0|2020-03-04|16778.5|0|1021.0|0|5.73611618303885|0|17799.5|0
0|2020-03-05|16778.5|0|1021.0|0|5.73611618303885|0|17799.5|0
0|2020-03-06|16778.5|0|1021.0|0|5.73611618303885|0|17799.5|0
0|2020-03-07|16778.5|0|1021.0|0|5.73611618303885|0|17799.5|0
0|2020-03-08|16778.5|0|1021.0|0|5.73611618303885|0|17799.5|0
0|2020-03-09|16778.5|0|1021.0|0|5.73611618303885|0|17799.5|0
0|2020-03-10|16778.5|0|1021.0|0|5.73611618303885|0|17799.5|0
0|2020-03-11|16778.5|0|1021.0|0|5.73611618303885|0|17799.5|0
