|dates|Nemaha_Kansas_UnitedStates.AverageDailyTemperature.data|Nemaha_Kansas_UnitedStates.AverageDailyTemperature.missing|Nemaha_Kansas_UnitedStates.AverageDewPoint.data|Nemaha_Kansas_UnitedStates.AverageDewPoint.missing|Nemaha_Kansas_UnitedStates.AverageRelativeHumidity.data|Nemaha_Kansas_UnitedStates.AverageRelativeHumidity.missing|Nemaha_Kansas_UnitedStates.AverageSurfaceAirPressure.data|Nemaha_Kansas_UnitedStates.AverageSurfaceAirPressure.missing
0|2020-01-01|38.0|0|27.375|0|67.25|0|28.543333333333326|0
0|2020-01-02|41.104166666666664|0|34.291666666666664|0|77.22916666666667|0|28.566874999999996|0
0|2020-01-03|34.604166666666664|0|25.979166666666668|0|72.125|0|28.880625000000006|0
0|2020-01-04|33.583333333333336|0|19.666666666666668|0|59.166666666666664|0|29.080000000000002|0
0|2020-01-05|39.916666666666664|0|25.333333333333332|0|57.75|0|29.10666666666667|0
0|2020-01-06|30.875|0|22.645833333333332|0|73.75|0|29.101458333333323|0
0|2020-01-07|36.291666666666664|0|24.208333333333332|0|64.33333333333333|0|29.1125|0
0|2020-01-08|34.708333333333336|0|22.375|0|62.875|0|29.015416666666663|0
0|2020-01-09|46.583333333333336|0|32.208333333333336|0|58.958333333333336|0|28.735416666666662|0
0|2020-01-10|25.300347222222218|0|20.693700396825395|0|82.73958333333333|0|28.999670634920633|0
0|2020-01-11|14.354166666666666|0|6.84375|0|72.34375|0|29.04249999999999|0
0|2020-01-12|23.126388888888886|0|19.616666666666667|0|86.40694444444443|0|29.037125|0
0|2020-01-13|31.75833333333333|0|29.197916666666668|0|90.22986111111112|0|29.00368055555555|0
0|2020-01-14|33.331250000000004|0|29.860416666666662|0|87.17777777777776|0|29.01688888888889|0
0|2020-01-15|27.145833333333332|0|22.07638888888889|0|81.39583333333333|0|29.17527777777778|0
0|2020-01-16|12.791666666666666|0|4.666666666666667|0|70.125|0|29.637500000000003|0
0|2020-01-17|28.89375|0|24.906944444444445|0|85.02986111111112|0|29.08623611111111|0
0|2020-01-18|23.032638888888886|0|14.847222222222221|0|71.40902777777778|0|29.148263888888888|0
0|2020-01-19|9.583333333333334|0|-0.125|0|64.875|0|29.5175|0
0|2020-01-20|8.666666666666666|0|1.1666666666666667|0|71.75|0|29.57583333333334|0
0|2020-01-21|17.833333333333332|0|11.25|0|76.04166666666667|0|29.324166666666667|0
0|2020-01-22|33.9375|0|30.8125|0|88.375|0|28.88000000000001|0
0|2020-01-23|32.98263888888889|0|29.697916666666668|0|88.43402777777779|0|28.84430555555555|0
0|2020-01-24|30.71875|0|9.458333333333334|0|30.416666666666668|0|28.96190972222222|0
0|2020-01-25|26.003472222222225|0|23.711805555555557|0|91.02430555555554|0|29.010312500000012|0
0|2020-01-26|32.25|0|29.979166666666668|0|91.36111111111113|0|28.924722222222215|0
0|2020-01-27|32.708333333333336|0|28.947916666666668|0|86.0625|0|28.994583333333324|0
0|2020-01-28|31.236111111111114|0|27.319444444444446|0|85.48611111111113|0|29.053888888888878|0
0|2020-01-29|30.135416666666668|0|26.677083333333332|0|87.16666666666667|0|29.097048611111116|0
0|2020-01-30|31.458333333333332|0|27.75|0|86.125|0|29.059583333333325|0
0|2020-01-31|32.0|0|28.0|0|85.0|0|29.049999999999994|0
0|2020-02-01|32.0|0|28.0|0|85.0|0|29.049999999999994|0
0|2020-02-02|32.0|0|28.0|0|85.0|0|29.049999999999994|0
0|2020-02-03|32.826388888888886|0|27.458333333333332|0|80.77083333333333|0|28.901458333333334|0
0|2020-02-04|28.75|0|15.958333333333334|0|59.5|0|29.030000000000005|0
0|2020-02-05|26.208333333333332|0|16.625|0|67.58333333333333|0|28.959166666666675|0
0|2020-02-06|27.041666666666668|0|16.791666666666668|0|67.16666666666667|0|28.64625000000001|0
0|2020-02-07|28.704861111111114|0|20.36111111111111|0|71.4236111111111|0|28.800347222222225|0
0|2020-02-08|28.25|0|18.958333333333332|0|69.5|0|29.028333333333336|0
0|2020-02-09|34.63888888888889|0|26.555555555555557|0|72.68055555555556|0|28.929930555555558|0
0|2020-02-10|31.25|0|20.833333333333332|0|67.45833333333333|0|29.111666666666665|0
0|2020-02-11|33.666666666666664|0|21.541666666666668|0|62.916666666666664|0|29.14958333333333|0
0|2020-02-12|29.20486111111111|0|23.378472222222218|0|79.27083333333333|0|28.903263888888887|0
0|2020-02-13|6.791666666666667|0|-3.6666666666666665|0|62.708333333333336|0|29.35479166666667|0
0|2020-02-14|13.916666666666666|0|4.875|0|68.04166666666667|0|29.284999999999997|0
0|2020-02-15|36.5|0|26.0|0|67.54166666666667|0|28.995833333333326|0
0|2020-02-16|38.958333333333336|0|30.25|0|73.20833333333333|0|28.944583333333338|0
0|2020-02-17|42.208333333333336|0|33.458333333333336|0|72.375|0|28.831249999999997|0
0|2020-02-18|32.875|0|21.833333333333332|0|65.375|0|29.27208333333334|0
0|2020-02-19|26.625|0|20.708333333333332|0|78.54166666666667|0|29.47833333333334|0
0|2020-02-20|19.583333333333332|0|6.333333333333333|0|58.354166666666664|0|29.6725|0
0|2020-02-21|31.458333333333332|0|18.083333333333332|0|60.291666666666664|0|29.395416666666673|0
0|2020-02-22|40.666666666666664|0|27.083333333333332|0|59.916666666666664|0|29.040416666666673|0
