|dates|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Waukesha_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Waukesha_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-12|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-13|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-15|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-16|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-17|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-18|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-19|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-20|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-21|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-03-22|30.0|0|30.0|0|0.0|0|0.0|100
0|2020-03-23|31.0|0|31.0|0|0.0|0|0.0|100
0|2020-03-24|31.0|0|31.0|0|0.0|0|0.0|100
0|2020-03-25|42.0|0|42.0|0|0.0|0|0.0|100
0|2020-03-26|56.0|0|56.0|0|0.0|0|0.0|100
0|2020-03-27|61.0|0|61.0|0|0.0|0|0.0|100
0|2020-03-28|72.0|0|72.0|0|0.0|0|0.0|100
0|2020-03-29|83.0|0|83.0|0|0.0|0|0.0|100
0|2020-03-30|93.0|0|93.0|0|0.0|0|0.0|100
0|2020-03-31|101.0|0|101.0|0|1.0|0|0.0|100
0|2020-04-01|107.0|0|107.0|0|1.0|0|0.0|100
0|2020-04-02|120.0|0|120.0|0|1.0|0|0.0|100
0|2020-04-03|141.0|0|133.0|0|4.0|0|0.0|100
0|2020-04-04|141.0|0|147.0|0|4.0|0|0.0|100
0|2020-04-05|154.0|0|154.0|0|4.0|0|0.0|100
0|2020-04-06|160.0|0|160.0|0|4.0|0|0.0|100
0|2020-04-07|166.0|0|166.0|0|5.0|0|0.0|100
0|2020-04-08|166.0|0|174.0|0|5.0|0|0.0|100
0|2020-04-09|184.0|0|184.0|0|6.0|0|0.0|100
0|2020-04-10|193.0|0|193.0|0|6.0|0|0.0|100
0|2020-04-11|201.0|0|201.0|0|6.0|0|0.0|100
0|2020-04-12|209.0|0|209.0|0|7.0|0|0.0|100
0|2020-04-13|218.0|0|218.0|0|7.0|0|0.0|100
0|2020-04-14|224.0|0|224.0|0|9.0|0|0.0|100
0|2020-04-15|238.0|0|238.0|0|10.0|0|0.0|100
0|2020-04-16|245.0|0|245.0|0|11.0|0|0.0|100
0|2020-04-17|255.0|0|255.0|0|11.0|0|0.0|100
0|2020-04-18|259.0|0|259.0|0|11.0|0|0.0|100
0|2020-04-19|265.0|0|265.0|0|11.0|0|0.0|100
0|2020-04-20|269.0|0|269.0|0|11.0|0|0.0|100
0|2020-04-21|274.0|0|272.0|0|13.0|0|0.0|100
0|2020-04-22|278.0|0|278.0|0|13.0|0|0.0|100
0|2020-04-23|280.0|0|280.0|0|14.0|0|0.0|100
0|2020-04-24|289.0|0|289.0|0|14.0|0|0.0|100
0|2020-04-25|299.0|0|299.0|0|14.0|0|0.0|100
0|2020-04-26|307.0|0|307.0|0|14.0|0|0.0|100
0|2020-04-27|313.0|0|313.0|0|15.0|0|0.0|100
0|2020-04-28|321.0|0|321.0|0|16.0|0|0.0|100
0|2020-04-29|329.0|0|329.0|0|16.0|0|0.0|100
0|2020-04-30|336.0|0|336.0|0|19.0|0|0.0|100
0|2020-05-01|350.0|0|350.0|0|20.0|0|0.0|100
0|2020-05-02|356.0|0|356.0|0|20.0|0|0.0|100
0|2020-05-03|360.0|0|360.0|0|20.0|0|0.0|100
0|2020-05-04|367.0|0|367.0|0|20.0|0|0.0|100
0|2020-05-05|368.0|0|368.0|0|20.0|0|0.0|100
0|2020-05-06|374.0|0|374.0|0|22.0|0|0.0|100
0|2020-05-07|380.0|0|380.0|0|22.0|0|0.0|100
0|2020-05-08|387.0|0|387.0|0|22.0|0|0.0|100
0|2020-05-09|396.0|0|396.0|0|23.0|0|0.0|100
0|2020-05-10|400.0|0|400.0|0|23.0|0|0.0|100
0|2020-05-11|409.0|0|409.0|0|23.0|0|0.0|100
0|2020-05-12|414.0|0|414.0|0|23.0|0|0.0|100
