|dates|Tallapoosa_Alabama_UnitedStates.BLS_EmployedPopulation.data|Tallapoosa_Alabama_UnitedStates.BLS_EmployedPopulation.missing|Tallapoosa_Alabama_UnitedStates.BLS_UnemployedPopulation.data|Tallapoosa_Alabama_UnitedStates.BLS_UnemployedPopulation.missing|Tallapoosa_Alabama_UnitedStates.BLS_UnemploymentRate.data|Tallapoosa_Alabama_UnitedStates.BLS_UnemploymentRate.missing|Tallapoosa_Alabama_UnitedStates.BLS_LaborForcePopulation.data|Tallapoosa_Alabama_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
0|2020-01-02|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
0|2020-01-03|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
0|2020-01-04|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
0|2020-01-05|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
0|2020-01-06|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
0|2020-01-07|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
0|2020-01-08|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
0|2020-01-09|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
0|2020-01-10|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
0|2020-01-11|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
0|2020-01-12|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
0|2020-01-13|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
0|2020-01-14|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
0|2020-01-15|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
0|2020-01-16|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
0|2020-01-17|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
0|2020-01-18|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
0|2020-01-19|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
0|2020-01-20|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
0|2020-01-21|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
0|2020-01-22|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
0|2020-01-23|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
0|2020-01-24|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
0|2020-01-25|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
0|2020-01-26|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
0|2020-01-27|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
0|2020-01-28|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
0|2020-01-29|17446.0|0|611.5|0|3.3864045410494255|0|18057.5|0
