|dates|Lee_Florida_UnitedStates.JHU_ConfirmedCases.data|Lee_Florida_UnitedStates.JHU_ConfirmedCases.missing|Lee_Florida_UnitedStates.NYT_ConfirmedCases.data|Lee_Florida_UnitedStates.NYT_ConfirmedCases.missing|Lee_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Lee_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-07|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-08|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-03-09|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-03-10|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-03-11|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-03-12|3.0|0|4.0|0|1.0|0|0.0|100
0|2020-03-13|4.0|0|4.0|0|1.0|0|0.0|100
0|2020-03-14|4.0|0|4.0|0|1.0|0|0.0|100
0|2020-03-15|5.0|0|5.0|0|2.0|0|0.0|100
0|2020-03-16|5.0|0|5.0|0|2.0|0|0.0|100
0|2020-03-17|5.0|0|7.0|0|2.0|0|0.0|100
0|2020-03-18|10.0|0|11.0|0|1.0|0|0.0|100
0|2020-03-19|11.0|0|11.0|0|1.0|0|0.0|100
0|2020-03-20|14.0|0|14.0|0|1.0|0|0.0|100
0|2020-03-21|17.0|0|17.0|0|2.0|0|0.0|100
0|2020-03-22|26.0|0|26.0|0|2.0|0|0.0|100
0|2020-03-23|30.0|0|30.0|0|2.0|0|0.0|100
0|2020-03-24|32.0|0|34.0|0|2.0|0|0.0|100
0|2020-03-25|42.0|0|52.0|0|3.0|0|0.0|100
0|2020-03-26|56.0|0|66.0|0|3.0|0|0.0|100
0|2020-03-27|76.0|0|95.0|0|4.0|0|0.0|100
0|2020-03-28|101.0|0|119.0|0|5.0|0|0.0|100
0|2020-03-29|124.0|0|151.0|0|6.0|0|0.0|100
0|2020-03-30|164.0|0|170.0|0|6.0|0|0.0|100
0|2020-03-31|206.0|0|206.0|0|8.0|0|0.0|100
0|2020-04-01|212.0|0|235.0|0|8.0|0|0.0|100
0|2020-04-02|275.0|0|274.0|0|10.0|0|0.0|100
0|2020-04-03|304.0|0|303.0|0|11.0|0|0.0|100
0|2020-04-04|348.0|0|347.0|0|11.0|0|0.0|100
0|2020-04-05|379.0|0|378.0|0|11.0|0|0.0|100
0|2020-04-06|397.0|0|399.0|0|12.0|0|0.0|100
0|2020-04-07|434.0|0|438.0|0|14.0|0|0.0|100
0|2020-04-08|462.0|0|475.0|0|14.0|0|0.0|100
0|2020-04-09|496.0|0|521.0|0|15.0|0|0.0|100
0|2020-04-10|547.0|0|571.0|0|14.0|0|0.0|100
0|2020-04-11|584.0|0|597.0|0|16.0|0|0.0|100
0|2020-04-12|617.0|0|616.0|0|16.0|0|0.0|100
0|2020-04-13|642.0|0|641.0|0|18.0|0|0.0|100
0|2020-04-14|657.0|0|656.0|0|18.0|0|0.0|100
0|2020-04-15|677.0|0|677.0|0|22.0|0|0.0|100
0|2020-04-16|687.0|0|686.0|0|24.0|0|0.0|100
0|2020-04-17|721.0|0|720.0|0|25.0|0|0.0|100
0|2020-04-18|739.0|0|738.0|0|25.0|0|0.0|100
0|2020-04-19|769.0|0|768.0|0|27.0|0|0.0|100
0|2020-04-20|785.0|0|784.0|0|28.0|0|0.0|100
0|2020-04-21|795.0|0|794.0|0|29.0|0|0.0|100
0|2020-04-22|794.0|0|793.0|0|29.0|0|0.0|100
0|2020-04-23|887.0|0|886.0|0|32.0|0|0.0|100
0|2020-04-24|940.0|0|939.0|0|36.0|0|0.0|100
0|2020-04-25|944.0|0|943.0|0|36.0|0|0.0|100
0|2020-04-26|961.0|0|960.0|0|37.0|0|0.0|100
0|2020-04-27|971.0|0|970.0|0|37.0|0|0.0|100
0|2020-04-28|990.0|0|989.0|0|40.0|0|0.0|100
0|2020-04-29|1003.0|0|1002.0|0|41.0|0|0.0|100
0|2020-04-30|1021.0|0|1020.0|0|43.0|0|0.0|100
0|2020-05-01|1067.0|0|1066.0|0|42.0|0|0.0|100
0|2020-05-02|1085.0|0|1084.0|0|42.0|0|0.0|100
0|2020-05-03|1118.0|0|1117.0|0|45.0|0|0.0|100
0|2020-05-04|1138.0|0|1137.0|0|46.0|0|0.0|100
0|2020-05-05|1160.0|0|1159.0|0|49.0|0|0.0|100
0|2020-05-06|1176.0|0|1175.0|0|54.0|0|0.0|100
0|2020-05-07|1212.0|0|1211.0|0|54.0|0|0.0|100
0|2020-05-08|1219.0|0|1218.0|0|62.0|0|0.0|100
0|2020-05-09|1249.0|0|1248.0|0|65.0|0|0.0|100
0|2020-05-10|1268.0|0|1267.0|0|65.0|0|0.0|100
0|2020-05-11|1285.0|0|1284.0|0|68.0|0|0.0|100
0|2020-05-12|1317.0|0|1316.0|0|69.0|0|0.0|100
0|2020-05-13|1332.0|0|1331.0|0|70.0|0|0.0|100
