|dates|Ada_Idaho_UnitedStates.JHU_ConfirmedCases.data|Ada_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Ada_Idaho_UnitedStates.NYT_ConfirmedCases.data|Ada_Idaho_UnitedStates.NYT_ConfirmedCases.missing|Ada_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Ada_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Ada_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Ada_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-15|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-16|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-17|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-18|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-19|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-20|8.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-21|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-22|11.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-23|13.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-24|19.0|0|22.0|0|0.0|0|0.0|100
0|2020-03-25|24.0|0|37.0|0|0.0|0|0.0|100
0|2020-03-26|39.0|0|54.0|0|0.0|0|0.0|100
0|2020-03-27|54.0|0|76.0|0|0.0|0|0.0|100
0|2020-03-28|76.0|0|88.0|0|0.0|0|0.0|100
0|2020-03-29|92.0|0|113.0|0|1.0|0|0.0|100
0|2020-03-30|113.0|0|151.0|0|2.0|0|0.0|100
0|2020-03-31|195.0|0|195.0|0|3.0|0|0.0|100
0|2020-04-01|195.0|0|226.0|0|3.0|0|0.0|100
0|2020-04-02|312.0|0|307.0|0|3.0|0|0.0|100
0|2020-04-03|307.0|0|351.0|0|3.0|0|0.0|100
0|2020-04-04|360.0|0|385.0|0|3.0|0|0.0|100
0|2020-04-05|385.0|0|402.0|0|3.0|0|0.0|100
0|2020-04-06|402.0|0|419.0|0|3.0|0|0.0|100
0|2020-04-07|419.0|0|438.0|0|3.0|0|0.0|100
0|2020-04-08|438.0|0|447.0|0|3.0|0|0.0|100
0|2020-04-09|447.0|0|496.0|0|5.0|0|0.0|100
0|2020-04-10|495.0|0|516.0|0|6.0|0|0.0|100
0|2020-04-11|513.0|0|521.0|0|6.0|0|0.0|100
0|2020-04-12|517.0|0|521.0|0|6.0|0|0.0|100
0|2020-04-13|517.0|0|539.0|0|6.0|0|0.0|100
0|2020-04-14|538.0|0|557.0|0|9.0|0|0.0|100
0|2020-04-15|538.0|0|567.0|0|9.0|0|0.0|100
0|2020-04-16|567.0|0|576.0|0|9.0|0|0.0|100
0|2020-04-17|576.0|0|593.0|0|9.0|0|0.0|100
0|2020-04-18|593.0|0|598.0|0|9.0|0|0.0|100
0|2020-04-19|598.0|0|598.0|0|10.0|0|0.0|100
0|2020-04-20|598.0|0|616.0|0|10.0|0|0.0|100
0|2020-04-21|616.0|0|622.0|0|12.0|0|0.0|100
0|2020-04-22|622.0|0|630.0|0|12.0|0|0.0|100
0|2020-04-23|635.0|0|635.0|0|14.0|0|0.0|100
0|2020-04-24|642.0|0|642.0|0|14.0|0|0.0|100
0|2020-04-25|650.0|0|650.0|0|15.0|0|0.0|100
0|2020-04-26|650.0|0|650.0|0|15.0|0|0.0|100
0|2020-04-27|650.0|0|661.0|0|15.0|0|0.0|100
0|2020-04-28|662.0|0|662.0|0|16.0|0|0.0|100
0|2020-04-29|662.0|0|671.0|0|16.0|0|0.0|100
0|2020-04-30|671.0|0|681.0|0|16.0|0|0.0|100
0|2020-05-01|681.0|0|689.0|0|16.0|0|0.0|100
0|2020-05-02|705.0|0|705.0|0|17.0|0|0.0|100
0|2020-05-03|705.0|0|705.0|0|17.0|0|0.0|100
0|2020-05-04|710.0|0|710.0|0|17.0|0|0.0|100
0|2020-05-05|713.0|0|713.0|0|19.0|0|0.0|100
0|2020-05-06|717.0|0|717.0|0|19.0|0|0.0|100
0|2020-05-07|721.0|0|721.0|0|19.0|0|0.0|100
0|2020-05-08|721.0|0|731.0|0|19.0|0|0.0|100
0|2020-05-09|731.0|0|733.0|0|19.0|0|0.0|100
0|2020-05-10|733.0|0|733.0|0|19.0|0|0.0|100
0|2020-05-11|739.0|0|739.0|0|21.0|0|0.0|100
0|2020-05-12|744.0|0|744.0|0|21.0|0|0.0|100
0|2020-05-13|744.0|0|754.0|0|21.0|0|0.0|100
