|dates|Lenawee_Michigan_UnitedStates.JHU_ConfirmedCases.data|Lenawee_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Lenawee_Michigan_UnitedStates.NYT_ConfirmedCases.data|Lenawee_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Lenawee_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Lenawee_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Lenawee_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Lenawee_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-25|3.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-26|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-27|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-28|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-29|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-30|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-31|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-04-01|22.0|0|22.0|0|0.0|0|0.0|100
0|2020-04-02|24.0|0|24.0|0|0.0|0|0.0|100
0|2020-04-03|24.0|0|24.0|0|0.0|0|0.0|100
0|2020-04-04|27.0|0|27.0|0|0.0|0|0.0|100
0|2020-04-05|31.0|0|31.0|0|0.0|0|0.0|100
0|2020-04-06|32.0|0|32.0|0|0.0|0|0.0|100
0|2020-04-07|32.0|0|32.0|0|0.0|0|0.0|100
0|2020-04-08|36.0|0|36.0|0|0.0|0|0.0|100
0|2020-04-09|39.0|0|39.0|0|0.0|0|0.0|100
0|2020-04-10|39.0|0|39.0|0|0.0|0|0.0|100
0|2020-04-11|43.0|0|43.0|0|0.0|0|0.0|100
0|2020-04-12|47.0|0|47.0|0|0.0|0|0.0|100
0|2020-04-13|50.0|0|50.0|0|0.0|0|0.0|100
0|2020-04-14|53.0|0|53.0|0|0.0|0|0.0|100
0|2020-04-15|56.0|0|60.0|0|0.0|0|0.0|100
0|2020-04-16|59.0|0|63.0|0|0.0|0|0.0|100
0|2020-04-17|59.0|0|63.0|0|0.0|0|0.0|100
0|2020-04-18|62.0|0|66.0|0|0.0|0|0.0|100
0|2020-04-19|64.0|0|69.0|0|0.0|0|0.0|100
0|2020-04-20|65.0|0|70.0|0|0.0|0|0.0|100
0|2020-04-21|71.0|0|76.0|0|0.0|0|0.0|100
0|2020-04-22|77.0|0|82.0|0|0.0|0|0.0|100
0|2020-04-23|80.0|0|85.0|0|0.0|0|0.0|100
0|2020-04-24|80.0|0|85.0|0|0.0|0|0.0|100
0|2020-04-25|82.0|0|87.0|0|0.0|0|0.0|100
0|2020-04-26|82.0|0|88.0|0|0.0|0|0.0|100
0|2020-04-27|84.0|0|92.0|0|1.0|0|0.0|100
0|2020-04-28|88.0|0|96.0|0|1.0|0|0.0|100
0|2020-04-29|92.0|0|100.0|0|1.0|0|0.0|100
0|2020-04-30|93.0|0|101.0|0|2.0|0|0.0|100
0|2020-05-01|98.0|0|109.0|0|2.0|0|0.0|100
0|2020-05-02|105.0|0|116.0|0|2.0|0|0.0|100
0|2020-05-03|107.0|0|122.0|0|2.0|0|0.0|100
0|2020-05-04|110.0|0|135.0|0|2.0|0|0.0|100
0|2020-05-05|110.0|0|136.0|0|2.0|0|0.0|100
0|2020-05-06|114.0|0|140.0|0|2.0|0|0.0|100
0|2020-05-07|121.0|0|157.0|0|2.0|0|0.0|100
0|2020-05-08|126.0|0|165.0|0|2.0|0|0.0|100
0|2020-05-09|127.0|0|166.0|0|2.0|0|0.0|100
0|2020-05-10|127.0|0|170.0|0|2.0|0|0.0|100
0|2020-05-11|128.0|0|171.0|0|2.0|0|0.0|100
0|2020-05-12|129.0|0|172.0|0|2.0|0|0.0|100
0|2020-05-13|129.0|0|178.0|0|2.0|0|0.0|100
