|dates|Chester_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Chester_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Chester_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Chester_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Chester_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Chester_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Chester_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Chester_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-15|2.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-16|2.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-17|6.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-18|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-19|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-20|17.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-21|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-03-22|23.0|0|23.0|0|0.0|0|0.0|100
0|2020-03-23|40.0|0|40.0|0|0.0|0|0.0|100
0|2020-03-24|40.0|0|40.0|0|0.0|0|0.0|100
0|2020-03-25|54.0|0|54.0|0|0.0|0|0.0|100
0|2020-03-26|84.0|0|84.0|0|0.0|0|0.0|100
0|2020-03-27|107.0|0|107.0|0|0.0|0|0.0|100
0|2020-03-28|116.0|0|116.0|0|0.0|0|0.0|100
0|2020-03-29|137.0|0|137.0|0|0.0|0|0.0|100
0|2020-03-30|146.0|0|146.0|0|0.0|0|0.0|100
0|2020-03-31|159.0|0|159.0|0|1.0|0|0.0|100
0|2020-04-01|183.0|0|183.0|0|1.0|0|0.0|100
0|2020-04-02|210.0|0|210.0|0|2.0|0|0.0|100
0|2020-04-03|226.0|0|226.0|0|2.0|0|0.0|100
0|2020-04-04|250.0|0|250.0|0|2.0|0|0.0|100
0|2020-04-05|269.0|0|269.0|0|2.0|0|0.0|100
0|2020-04-06|307.0|0|307.0|0|3.0|0|0.0|100
0|2020-04-07|335.0|0|335.0|0|6.0|0|0.0|100
0|2020-04-08|373.0|0|373.0|0|6.0|0|0.0|100
0|2020-04-09|425.0|0|425.0|0|7.0|0|0.0|100
0|2020-04-10|485.0|0|485.0|0|9.0|0|0.0|100
0|2020-04-11|532.0|0|532.0|0|15.0|0|0.0|100
0|2020-04-12|562.0|0|562.0|0|17.0|0|0.0|100
0|2020-04-13|593.0|0|593.0|0|17.0|0|0.0|100
0|2020-04-14|636.0|0|636.0|0|20.0|0|0.0|100
0|2020-04-15|675.0|0|675.0|0|25.0|0|0.0|100
0|2020-04-16|722.0|0|722.0|0|26.0|0|0.0|100
0|2020-04-17|739.0|0|773.0|0|30.0|0|0.0|100
0|2020-04-18|796.0|0|831.0|0|36.0|0|0.0|100
0|2020-04-19|877.0|0|877.0|0|42.0|0|0.0|100
0|2020-04-20|915.0|0|915.0|0|44.0|0|0.0|100
0|2020-04-21|943.0|0|943.0|0|65.0|0|0.0|100
0|2020-04-22|950.0|0|977.0|0|67.0|0|0.0|100
0|2020-04-23|989.0|0|1017.0|0|67.0|0|0.0|100
0|2020-04-24|1064.0|0|1102.0|0|77.0|0|0.0|100
0|2020-04-25|1134.0|0|1174.0|0|82.0|0|0.0|100
0|2020-04-26|1177.0|0|1217.0|0|82.0|0|0.0|100
0|2020-04-27|1214.0|0|1251.0|0|81.0|0|0.0|100
0|2020-04-28|1256.0|0|1289.0|0|85.0|0|0.0|100
0|2020-04-29|1304.0|0|1339.0|0|101.0|0|0.0|100
0|2020-04-30|1375.0|0|1412.0|0|111.0|0|0.0|100
0|2020-05-01|1432.0|0|1470.0|0|111.0|0|0.0|100
0|2020-05-02|1469.0|0|1514.0|0|117.0|0|0.0|100
0|2020-05-03|1502.0|0|1546.0|0|117.0|0|0.0|100
0|2020-05-04|1560.0|0|1605.0|0|118.0|0|0.0|100
0|2020-05-05|1601.0|0|1647.0|0|149.0|0|0.0|100
0|2020-05-06|1636.0|0|1677.0|0|156.0|0|0.0|100
0|2020-05-07|1673.0|0|1716.0|0|167.0|0|0.0|100
0|2020-05-08|1728.0|0|1770.0|0|176.0|0|0.0|100
0|2020-05-09|1774.0|0|1816.0|0|183.0|0|0.0|100
0|2020-05-10|1865.0|0|1906.0|0|184.0|0|0.0|100
0|2020-05-11|1884.0|0|1926.0|0|187.0|0|0.0|100
