|dates|PalmBeach_Florida_UnitedStates.JHU_ConfirmedCases.data|PalmBeach_Florida_UnitedStates.JHU_ConfirmedCases.missing|PalmBeach_Florida_UnitedStates.NYT_ConfirmedCases.data|PalmBeach_Florida_UnitedStates.NYT_ConfirmedCases.missing|PalmBeach_Florida_UnitedStates.JHU_ConfirmedDeaths.data|PalmBeach_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|PalmBeach_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|PalmBeach_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-13|2.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-14|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-15|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-16|5.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-17|13.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-18|19.0|0|20.0|0|0.0|0|0.0|100
0|2020-03-19|29.0|0|28.0|0|0.0|0|0.0|100
0|2020-03-20|42.0|0|41.0|0|0.0|0|0.0|100
0|2020-03-21|56.0|0|56.0|0|0.0|0|0.0|100
0|2020-03-22|72.0|0|70.0|0|0.0|0|0.0|100
0|2020-03-23|89.0|0|88.0|0|3.0|0|0.0|100
0|2020-03-24|101.0|0|102.0|0|3.0|0|0.0|100
0|2020-03-25|118.0|0|139.0|0|3.0|0|0.0|100
0|2020-03-26|169.0|0|172.0|0|3.0|0|0.0|100
0|2020-03-27|194.0|0|241.0|0|3.0|0|0.0|100
0|2020-03-28|292.0|0|318.0|0|5.0|0|0.0|100
0|2020-03-29|333.0|0|382.0|0|5.0|0|0.0|100
0|2020-03-30|423.0|0|462.0|0|7.0|0|0.0|100
0|2020-03-31|551.0|0|551.0|0|14.0|0|0.0|100
0|2020-04-01|567.0|0|616.0|0|14.0|0|0.0|100
0|2020-04-02|737.0|0|735.0|0|27.0|0|0.0|100
0|2020-04-03|858.0|0|856.0|0|29.0|0|0.0|100
0|2020-04-04|954.0|0|952.0|0|35.0|0|0.0|100
0|2020-04-05|1000.0|0|998.0|0|49.0|0|0.0|100
0|2020-04-06|1069.0|0|1080.0|0|49.0|0|0.0|100
0|2020-04-07|1136.0|0|1157.0|0|51.0|0|0.0|100
0|2020-04-08|1206.0|0|1222.0|0|69.0|0|0.0|100
0|2020-04-09|1260.0|0|1331.0|0|73.0|0|0.0|100
0|2020-04-10|1388.0|0|1429.0|0|76.0|0|0.0|100
0|2020-04-11|1441.0|0|1499.0|0|80.0|0|0.0|100
0|2020-04-12|1646.0|0|1644.0|0|81.0|0|0.0|100
0|2020-04-13|1704.0|0|1702.0|0|92.0|0|0.0|100
0|2020-04-14|1740.0|0|1738.0|0|93.0|0|0.0|100
0|2020-04-15|1814.0|0|1816.0|0|105.0|0|0.0|100
0|2020-04-16|1867.0|0|1865.0|0|112.0|0|0.0|100
0|2020-04-17|2088.0|0|2086.0|0|115.0|0|0.0|100
0|2020-04-18|2138.0|0|2136.0|0|114.0|0|0.0|100
0|2020-04-19|2170.0|0|2168.0|0|121.0|0|0.0|100
0|2020-04-20|2260.0|0|2258.0|0|122.0|0|0.0|100
0|2020-04-21|2320.0|0|2318.0|0|131.0|0|0.0|100
0|2020-04-22|2403.0|0|2401.0|0|131.0|0|0.0|100
0|2020-04-23|2554.0|0|2552.0|0|144.0|0|0.0|100
0|2020-04-24|2600.0|0|2598.0|0|155.0|0|0.0|100
0|2020-04-25|2614.0|0|2612.0|0|155.0|0|0.0|100
0|2020-04-26|2697.0|0|2695.0|0|155.0|0|0.0|100
0|2020-04-27|2763.0|0|2761.0|0|156.0|0|0.0|100
0|2020-04-28|2877.0|0|2875.0|0|173.0|0|0.0|100
0|2020-04-29|2911.0|0|2909.0|0|178.0|0|0.0|100
0|2020-04-30|2963.0|0|2961.0|0|186.0|0|0.0|100
0|2020-05-01|3041.0|0|3039.0|0|191.0|0|0.0|100
0|2020-05-02|3080.0|0|3078.0|0|195.0|0|0.0|100
0|2020-05-03|3130.0|0|3128.0|0|196.0|0|0.0|100
0|2020-05-04|3311.0|0|3309.0|0|196.0|0|0.0|100
0|2020-05-05|3390.0|0|3388.0|0|205.0|0|0.0|100
0|2020-05-06|3480.0|0|3478.0|0|215.0|0|0.0|100
0|2020-05-07|3587.0|0|3585.0|0|222.0|0|0.0|100
0|2020-05-08|3615.0|0|3613.0|0|229.0|0|0.0|100
0|2020-05-09|3798.0|0|3796.0|0|237.0|0|0.0|100
0|2020-05-10|3870.0|0|3868.0|0|237.0|0|0.0|100
0|2020-05-11|3889.0|0|3887.0|0|238.0|0|0.0|100
