|dates|Brown_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Brown_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Brown_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Brown_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Brown_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Brown_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Brown_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Brown_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-19|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-20|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-21|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-22|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-23|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-24|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-25|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-26|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-27|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-28|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-29|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-30|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-31|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-04-01|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-04-02|17.0|0|17.0|0|0.0|0|0.0|100
0|2020-04-03|24.0|0|24.0|0|0.0|0|0.0|100
0|2020-04-04|24.0|0|27.0|0|0.0|0|0.0|100
0|2020-04-05|29.0|0|29.0|0|0.0|0|0.0|100
0|2020-04-06|39.0|0|39.0|0|0.0|0|0.0|100
0|2020-04-07|41.0|0|41.0|0|0.0|0|0.0|100
0|2020-04-08|41.0|0|47.0|0|0.0|0|0.0|100
0|2020-04-09|50.0|0|50.0|0|0.0|0|0.0|100
0|2020-04-10|55.0|0|55.0|0|1.0|0|0.0|100
0|2020-04-11|60.0|0|60.0|0|1.0|0|0.0|100
0|2020-04-12|68.0|0|68.0|0|1.0|0|0.0|100
0|2020-04-13|77.0|0|77.0|0|1.0|0|0.0|100
0|2020-04-14|97.0|0|97.0|0|1.0|0|0.0|100
0|2020-04-15|114.0|0|114.0|0|1.0|0|0.0|100
0|2020-04-16|139.0|0|139.0|0|1.0|0|0.0|100
0|2020-04-17|180.0|0|180.0|0|1.0|0|0.0|100
0|2020-04-18|204.0|0|204.0|0|1.0|0|0.0|100
0|2020-04-19|215.0|0|215.0|0|1.0|0|0.0|100
0|2020-04-20|285.0|0|285.0|0|1.0|0|0.0|100
0|2020-04-21|314.0|0|314.0|0|2.0|0|0.0|100
0|2020-04-22|402.0|0|402.0|0|2.0|0|0.0|100
0|2020-04-23|455.0|0|455.0|0|2.0|0|0.0|100
0|2020-04-24|605.0|0|605.0|0|2.0|0|0.0|100
0|2020-04-25|720.0|0|720.0|0|2.0|0|0.0|100
0|2020-04-26|776.0|0|776.0|0|2.0|0|0.0|100
0|2020-04-27|853.0|0|853.0|0|2.0|0|0.0|100
0|2020-04-28|920.0|0|920.0|0|3.0|0|0.0|100
0|2020-04-29|971.0|0|971.0|0|3.0|0|0.0|100
0|2020-04-30|1057.0|0|1057.0|0|3.0|0|0.0|100
0|2020-05-01|1175.0|0|1175.0|0|5.0|0|0.0|100
0|2020-05-02|1272.0|0|1272.0|0|6.0|0|0.0|100
0|2020-05-03|1358.0|0|1358.0|0|6.0|0|0.0|100
0|2020-05-04|1448.0|0|1448.0|0|6.0|0|0.0|100
0|2020-05-05|1545.0|0|1545.0|0|9.0|0|0.0|100
0|2020-05-06|1653.0|0|1653.0|0|11.0|0|0.0|100
0|2020-05-07|1706.0|0|1706.0|0|12.0|0|0.0|100
0|2020-05-08|1777.0|0|1777.0|0|13.0|0|0.0|100
0|2020-05-09|1834.0|0|1834.0|0|18.0|0|0.0|100
0|2020-05-10|1897.0|0|1897.0|0|18.0|0|0.0|100
0|2020-05-11|1924.0|0|1924.0|0|18.0|0|0.0|100
0|2020-05-12|1958.0|0|1958.0|0|20.0|0|0.0|100
