|dates|Norfolk_Massachusetts_UnitedStates.AverageDailyTemperature.data|Norfolk_Massachusetts_UnitedStates.AverageDailyTemperature.missing|Norfolk_Massachusetts_UnitedStates.AverageDewPoint.data|Norfolk_Massachusetts_UnitedStates.AverageDewPoint.missing|Norfolk_Massachusetts_UnitedStates.AverageRelativeHumidity.data|Norfolk_Massachusetts_UnitedStates.AverageRelativeHumidity.missing|Norfolk_Massachusetts_UnitedStates.AverageSurfaceAirPressure.data|Norfolk_Massachusetts_UnitedStates.AverageSurfaceAirPressure.missing
0|2020-01-01|38.75|0|23.625|0|55.125|0|29.592083333333335|0
0|2020-01-02|41.375|0|23.708333333333332|0|50.895833333333336|0|29.806458333333328|0
0|2020-01-03|45.5|0|33.958333333333336|0|64.5|0|29.73125|0
0|2020-01-04|44.74652777777777|0|39.44097222222222|0|81.5|0|29.58315972222222|0
0|2020-01-05|37.01388888888889|0|23.652777777777775|0|59.72222222222222|0|29.624513888888895|0
0|2020-01-06|31.625|0|22.333333333333332|0|69.04166666666667|0|29.87256944444444|0
0|2020-01-07|34.833333333333336|0|20.645833333333332|0|58.104166666666664|0|29.93083333333333|0
0|2020-01-08|35.95138888888889|0|20.804166666666667|0|56.93194444444445|0|29.828666666666663|0
0|2020-01-09|26.791666666666668|0|5.416666666666667|0|42.416666666666664|0|30.549583333333334|0
0|2020-01-10|42.46180555555556|0|31.305555555555554|0|64.72916666666667|0|30.441111111111116|0
0|2020-01-11|61.25|0|49.041666666666664|0|64.95833333333333|0|30.110416666666662|0
0|2020-01-12|61.354166666666664|0|45.479166666666664|0|58.041666666666664|0|29.947291666666672|0
0|2020-01-13|40.208333333333336|0|31.118055555555554|0|70.45833333333333|0|30.377916666666653|0
0|2020-01-14|39.333333333333336|0|32.34722222222222|0|76.55555555555556|0|30.226180555555555|0
0|2020-01-15|42.15277777777778|0|30.291666666666668|0|65.10416666666667|0|30.03895833333333|0
0|2020-01-16|38.635416666666664|0|25.503472222222225|0|61.63194444444445|0|29.798611111111104|0
0|2020-01-17|27.166666666666668|0|1.1041666666666667|0|33.9375|0|30.27416666666665|0
0|2020-01-18|21.5625|0|-0.08333333333333333|0|39.375|0|30.360833333333336|0
0|2020-01-19|33.25|0|15.854166666666666|0|51.458333333333336|0|29.832291666666666|0
0|2020-01-20|22.75|0|1.9375|0|42.145833333333336|0|30.116874999999997|0
0|2020-01-21|16.416666666666668|0|1.25|0|54.166666666666664|0|30.34708333333333|0
0|2020-01-22|22.375|0|9.416666666666666|0|59.75|0|30.365|0
0|2020-01-23|30.375|0|12.416666666666666|0|53.208333333333336|0|30.30166666666665|0
0|2020-01-24|35.958333333333336|0|26.15625|0|68.60416666666667|0|30.33583333333334|0
0|2020-01-25|43.90277777777778|0|37.34375|0|77.80555555555556|0|30.037881944444447|0
0|2020-01-26|45.75|0|32.6875|0|61.604166666666664|0|29.634999999999994|0
0|2020-01-27|42.166666666666664|0|27.0|0|55.5|0|29.561666666666678|0
0|2020-01-28|39.75|0|22.666666666666668|0|50.791666666666664|0|29.69583333333333|0
0|2020-01-29|35.958333333333336|0|11.5|0|37.916666666666664|0|29.964583333333326|0
0|2020-01-30|28.625|0|8.041666666666666|0|44.0|0|30.258333333333322|0
0|2020-01-31|33.958333333333336|0|20.375|0|59.916666666666664|0|30.239166666666666|0
0|2020-02-01|37.66805555555556|0|31.11180555555556|0|77.54861111111111|0|29.848888888888883|0
0|2020-02-02|38.18055555555555|0|25.361111111111114|0|61.875|0|29.468888888888895|0
0|2020-02-03|36.083333333333336|0|24.833333333333332|0|65.58333333333333|0|29.712500000000006|0
0|2020-02-04|38.5|0|29.5|0|70.8125|0|29.76145833333334|0
0|2020-02-05|38.375|0|27.25|0|65.95833333333333|0|29.93749999999999|0
0|2020-02-06|38.77708333333333|0|33.09027777777778|0|79.93333333333332|0|29.658854166666668|0
0|2020-02-07|39.75694444444444|0|30.618055555555554|0|71.10416666666667|0|29.132499999999997|0
0|2020-02-08|30.708333333333332|0|10.708333333333334|0|44.0|0|30.03166666666667|0
0|2020-02-09|30.166666666666668|0|16.4375|0|57.854166666666664|0|30.461666666666673|0
0|2020-02-10|44.65277777777777|0|36.61111111111111|0|73.44444444444444|0|30.097361111111116|0
0|2020-02-11|42.00347222222222|0|36.94583333333333|0|82.12361111111112|0|29.868875000000006|0
0|2020-02-12|41.625|0|22.291666666666668|0|47.625|0|30.007500000000004|0
0|2020-02-13|39.03125|0|33.25|0|79.97222222222223|0|29.671548611111117|0
0|2020-02-14|27.75|0|8.61111111111111|0|46.791666666666664|0|30.170972222222222|0
