|dates|Gaston_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Gaston_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Gaston_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Gaston_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Gaston_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Gaston_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Gaston_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Gaston_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-19|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-20|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-22|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-23|4.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-24|4.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-25|6.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-26|12.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-27|17.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-28|17.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-29|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-03-30|25.0|0|22.0|0|0.0|0|0.0|100
0|2020-03-31|27.0|0|29.0|0|0.0|0|0.0|100
0|2020-04-01|31.0|0|31.0|0|0.0|0|0.0|100
0|2020-04-02|33.0|0|33.0|0|1.0|0|0.0|100
0|2020-04-03|39.0|0|37.0|0|1.0|0|0.0|100
0|2020-04-04|43.0|0|42.0|0|1.0|0|0.0|100
0|2020-04-05|47.0|0|45.0|0|1.0|0|0.0|100
0|2020-04-06|58.0|0|46.0|0|1.0|0|0.0|100
0|2020-04-07|58.0|0|58.0|0|2.0|0|0.0|100
0|2020-04-08|62.0|0|62.0|0|3.0|0|0.0|100
0|2020-04-09|68.0|0|64.0|0|3.0|0|0.0|100
0|2020-04-10|73.0|0|73.0|0|3.0|0|0.0|100
0|2020-04-11|80.0|0|80.0|0|3.0|0|0.0|100
0|2020-04-12|81.0|0|81.0|0|3.0|0|0.0|100
0|2020-04-13|86.0|0|80.0|0|3.0|0|0.0|100
0|2020-04-14|86.0|0|86.0|0|3.0|0|0.0|100
0|2020-04-15|91.0|0|92.0|0|3.0|0|0.0|100
0|2020-04-16|95.0|0|93.0|0|3.0|0|0.0|100
0|2020-04-17|110.0|0|104.0|0|3.0|0|0.0|100
0|2020-04-18|110.0|0|107.0|0|3.0|0|0.0|100
0|2020-04-19|111.0|0|111.0|0|3.0|0|0.0|100
0|2020-04-20|112.0|0|112.0|0|3.0|0|0.0|100
0|2020-04-21|120.0|0|118.0|0|3.0|0|0.0|100
0|2020-04-22|124.0|0|123.0|0|3.0|0|0.0|100
0|2020-04-23|126.0|0|126.0|0|3.0|0|0.0|100
0|2020-04-24|127.0|0|127.0|0|3.0|0|0.0|100
0|2020-04-25|132.0|0|132.0|0|3.0|0|0.0|100
0|2020-04-26|136.0|0|133.0|0|3.0|0|0.0|100
0|2020-04-27|139.0|0|133.0|0|3.0|0|0.0|100
0|2020-04-28|139.0|0|137.0|0|3.0|0|0.0|100
0|2020-04-29|140.0|0|137.0|0|3.0|0|0.0|100
0|2020-04-30|140.0|0|139.0|0|3.0|0|0.0|100
0|2020-05-01|150.0|0|142.0|0|3.0|0|0.0|100
0|2020-05-02|150.0|0|145.0|0|3.0|0|0.0|100
0|2020-05-03|150.0|0|145.0|0|3.0|0|0.0|100
0|2020-05-04|152.0|0|145.0|0|3.0|0|0.0|100
0|2020-05-05|152.0|0|147.0|0|3.0|0|0.0|100
0|2020-05-06|155.0|0|155.0|0|4.0|0|0.0|100
0|2020-05-07|157.0|0|157.0|0|4.0|0|0.0|100
0|2020-05-08|161.0|0|161.0|0|4.0|0|0.0|100
0|2020-05-09|168.0|0|168.0|0|5.0|0|0.0|100
0|2020-05-10|178.0|0|172.0|0|5.0|0|0.0|100
0|2020-05-11|178.0|0|175.0|0|5.0|0|0.0|100
0|2020-05-12|178.0|0|176.0|0|5.0|0|0.0|100
