|dates|Butler_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Butler_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Butler_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Butler_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Butler_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Butler_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Butler_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Butler_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-22|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-23|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-24|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-25|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-26|19.0|0|19.0|0|1.0|0|0.0|100
0|2020-03-27|26.0|0|26.0|0|1.0|0|0.0|100
0|2020-03-28|41.0|0|41.0|0|2.0|0|0.0|100
0|2020-03-29|47.0|0|47.0|0|2.0|0|0.0|100
0|2020-03-30|49.0|0|49.0|0|2.0|0|0.0|100
0|2020-03-31|60.0|0|60.0|0|2.0|0|0.0|100
0|2020-04-01|64.0|0|64.0|0|2.0|0|0.0|100
0|2020-04-02|69.0|0|69.0|0|2.0|0|0.0|100
0|2020-04-03|75.0|0|75.0|0|2.0|0|0.0|100
0|2020-04-04|84.0|0|84.0|0|2.0|0|0.0|100
0|2020-04-05|87.0|0|87.0|0|2.0|0|0.0|100
0|2020-04-06|91.0|0|91.0|0|2.0|0|0.0|100
0|2020-04-07|107.0|0|107.0|0|2.0|0|0.0|100
0|2020-04-08|113.0|0|113.0|0|2.0|0|0.0|100
0|2020-04-09|113.0|0|113.0|0|2.0|0|0.0|100
0|2020-04-10|123.0|0|123.0|0|3.0|0|0.0|100
0|2020-04-11|128.0|0|128.0|0|3.0|0|0.0|100
0|2020-04-12|133.0|0|133.0|0|4.0|0|0.0|100
0|2020-04-13|143.0|0|143.0|0|4.0|0|0.0|100
0|2020-04-14|143.0|0|143.0|0|5.0|0|0.0|100
0|2020-04-15|150.0|0|150.0|0|5.0|0|0.0|100
0|2020-04-16|154.0|0|154.0|0|5.0|0|0.0|100
0|2020-04-17|157.0|0|157.0|0|5.0|0|0.0|100
0|2020-04-18|160.0|0|160.0|0|5.0|0|0.0|100
0|2020-04-19|161.0|0|161.0|0|5.0|0|0.0|100
0|2020-04-20|161.0|0|161.0|0|5.0|0|0.0|100
0|2020-04-21|162.0|0|162.0|0|6.0|0|0.0|100
0|2020-04-22|164.0|0|164.0|0|7.0|0|0.0|100
0|2020-04-23|164.0|0|164.0|0|6.0|0|0.0|100
0|2020-04-24|168.0|0|168.0|0|6.0|0|0.0|100
0|2020-04-25|168.0|0|168.0|0|6.0|0|0.0|100
0|2020-04-26|170.0|0|170.0|0|6.0|0|0.0|100
0|2020-04-27|170.0|0|170.0|0|6.0|0|0.0|100
0|2020-04-28|174.0|0|174.0|0|6.0|0|0.0|100
0|2020-04-29|175.0|0|175.0|0|6.0|0|0.0|100
0|2020-04-30|178.0|0|178.0|0|6.0|0|0.0|100
0|2020-05-01|180.0|0|180.0|0|6.0|0|0.0|100
0|2020-05-02|180.0|0|180.0|0|6.0|0|0.0|100
0|2020-05-03|180.0|0|180.0|0|6.0|0|0.0|100
0|2020-05-04|180.0|0|180.0|0|6.0|0|0.0|100
0|2020-05-05|184.0|0|184.0|0|6.0|0|0.0|100
0|2020-05-06|185.0|0|185.0|0|6.0|0|0.0|100
0|2020-05-07|190.0|0|190.0|0|6.0|0|0.0|100
0|2020-05-08|192.0|0|192.0|0|6.0|0|0.0|100
0|2020-05-09|194.0|0|194.0|0|6.0|0|0.0|100
0|2020-05-10|195.0|0|195.0|0|6.0|0|0.0|100
0|2020-05-11|195.0|0|195.0|0|6.0|0|0.0|100
0|2020-05-12|198.0|0|198.0|0|6.0|0|0.0|100
0|2020-05-13|197.0|0|197.0|0|6.0|0|0.0|100
