|dates|Granville_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Granville_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Granville_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Granville_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Granville_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Granville_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Granville_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Granville_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-23|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-24|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-25|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-26|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-27|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-28|3.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-29|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-30|6.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-31|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-04-01|16.0|0|9.0|0|0.0|0|0.0|100
0|2020-04-02|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-04-03|22.0|0|22.0|0|0.0|0|0.0|100
0|2020-04-04|24.0|0|24.0|0|0.0|0|0.0|100
0|2020-04-05|37.0|0|37.0|0|0.0|0|0.0|100
0|2020-04-06|76.0|0|70.0|0|0.0|0|0.0|100
0|2020-04-07|76.0|0|76.0|0|0.0|0|0.0|100
0|2020-04-08|83.0|0|83.0|0|0.0|0|0.0|100
0|2020-04-09|83.0|0|83.0|0|0.0|0|0.0|100
0|2020-04-10|87.0|0|87.0|0|0.0|0|0.0|100
0|2020-04-11|89.0|0|88.0|0|0.0|0|0.0|100
0|2020-04-12|89.0|0|89.0|0|0.0|0|0.0|100
0|2020-04-13|93.0|0|92.0|0|1.0|0|0.0|100
0|2020-04-14|97.0|0|97.0|0|1.0|0|0.0|100
0|2020-04-15|99.0|0|98.0|0|1.0|0|0.0|100
0|2020-04-16|104.0|0|104.0|0|1.0|0|0.0|100
0|2020-04-17|106.0|0|108.0|0|4.0|0|0.0|100
0|2020-04-18|109.0|0|109.0|0|5.0|0|0.0|100
0|2020-04-19|110.0|0|110.0|0|5.0|0|0.0|100
0|2020-04-20|112.0|0|112.0|0|5.0|0|0.0|100
0|2020-04-21|114.0|0|114.0|0|5.0|0|0.0|100
0|2020-04-22|118.0|0|118.0|0|5.0|0|0.0|100
0|2020-04-23|123.0|0|123.0|0|5.0|0|0.0|100
0|2020-04-24|123.0|0|121.0|0|5.0|0|0.0|100
0|2020-04-25|126.0|0|126.0|0|5.0|0|0.0|100
0|2020-04-26|133.0|0|133.0|0|5.0|0|0.0|100
0|2020-04-27|240.0|0|133.0|0|5.0|0|0.0|100
0|2020-04-28|133.0|0|133.0|0|5.0|0|0.0|100
0|2020-04-29|136.0|0|136.0|0|5.0|0|0.0|100
0|2020-04-30|136.0|0|136.0|0|5.0|0|0.0|100
0|2020-05-01|139.0|0|137.0|0|6.0|0|0.0|100
0|2020-05-02|157.0|0|157.0|0|6.0|0|0.0|100
0|2020-05-03|159.0|0|159.0|0|6.0|0|0.0|100
0|2020-05-04|160.0|0|160.0|0|6.0|0|0.0|100
0|2020-05-05|160.0|0|160.0|0|6.0|0|0.0|100
0|2020-05-06|161.0|0|161.0|0|6.0|0|0.0|100
0|2020-05-07|164.0|0|164.0|0|6.0|0|0.0|100
0|2020-05-08|164.0|0|159.0|0|6.0|0|0.0|100
0|2020-05-09|164.0|0|164.0|0|6.0|0|0.0|100
0|2020-05-10|165.0|0|165.0|0|6.0|0|0.0|100
0|2020-05-11|167.0|0|167.0|0|6.0|0|0.0|100
0|2020-05-12|170.0|0|170.0|0|6.0|0|0.0|100
0|2020-05-13|171.0|0|171.0|0|6.0|0|0.0|100
