|dates|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Columbia_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Columbia_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-23|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-24|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-25|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-26|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-27|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-28|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-29|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-30|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-31|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-04-01|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-04-02|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-04-03|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-04-04|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-04-05|22.0|0|22.0|0|0.0|0|0.0|100
0|2020-04-06|26.0|0|26.0|0|0.0|0|0.0|100
0|2020-04-07|42.0|0|42.0|0|1.0|0|0.0|100
0|2020-04-08|54.0|0|54.0|0|1.0|0|0.0|100
0|2020-04-09|65.0|0|65.0|0|2.0|0|0.0|100
0|2020-04-10|81.0|0|81.0|0|2.0|0|0.0|100
0|2020-04-11|99.0|0|99.0|0|2.0|0|0.0|100
0|2020-04-12|106.0|0|106.0|0|3.0|0|0.0|100
0|2020-04-13|113.0|0|113.0|0|3.0|0|0.0|100
0|2020-04-14|125.0|0|125.0|0|3.0|0|0.0|100
0|2020-04-15|131.0|0|131.0|0|3.0|0|0.0|100
0|2020-04-16|146.0|0|146.0|0|3.0|0|0.0|100
0|2020-04-17|166.0|0|166.0|0|3.0|0|0.0|100
0|2020-04-18|184.0|0|184.0|0|4.0|0|0.0|100
0|2020-04-19|202.0|0|202.0|0|6.0|0|0.0|100
0|2020-04-20|208.0|0|208.0|0|7.0|0|0.0|100
0|2020-04-21|225.0|0|225.0|0|8.0|0|0.0|100
0|2020-04-22|239.0|0|239.0|0|8.0|0|0.0|100
0|2020-04-23|245.0|0|245.0|0|7.0|0|0.0|100
0|2020-04-24|252.0|0|252.0|0|7.0|0|0.0|100
0|2020-04-25|257.0|0|257.0|0|7.0|0|0.0|100
0|2020-04-26|269.0|0|269.0|0|7.0|0|0.0|100
0|2020-04-27|277.0|0|277.0|0|7.0|0|0.0|100
0|2020-04-28|279.0|0|279.0|0|8.0|0|0.0|100
0|2020-04-29|283.0|0|283.0|0|14.0|0|0.0|100
0|2020-04-30|283.0|0|283.0|0|13.0|0|0.0|100
0|2020-05-01|289.0|0|289.0|0|13.0|0|0.0|100
0|2020-05-02|290.0|0|290.0|0|13.0|0|0.0|100
0|2020-05-03|291.0|0|291.0|0|13.0|0|0.0|100
0|2020-05-04|296.0|0|296.0|0|13.0|0|0.0|100
0|2020-05-05|298.0|0|298.0|0|16.0|0|0.0|100
0|2020-05-06|302.0|0|302.0|0|16.0|0|0.0|100
0|2020-05-07|306.0|0|306.0|0|21.0|0|0.0|100
0|2020-05-08|307.0|0|307.0|0|20.0|0|0.0|100
0|2020-05-09|323.0|0|323.0|0|28.0|0|0.0|100
0|2020-05-10|324.0|0|324.0|0|28.0|0|0.0|100
0|2020-05-11|328.0|0|328.0|0|28.0|0|0.0|100
0|2020-05-12|330.0|0|330.0|0|28.0|0|0.0|100
