|dates|Kern_California_UnitedStates.JHU_ConfirmedCases.data|Kern_California_UnitedStates.JHU_ConfirmedCases.missing|Kern_California_UnitedStates.NYT_ConfirmedCases.data|Kern_California_UnitedStates.NYT_ConfirmedCases.missing|Kern_California_UnitedStates.JHU_ConfirmedDeaths.data|Kern_California_UnitedStates.JHU_ConfirmedDeaths.missing|Kern_California_UnitedStates.JHU_ConfirmedRecoveries.data|Kern_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-18|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-19|3.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-20|4.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-21|5.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-22|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-23|12.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-24|13.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-25|15.0|0|24.0|0|0.0|0|0.0|100
0|2020-03-26|29.0|0|33.0|0|0.0|0|0.0|100
0|2020-03-27|33.0|0|41.0|0|1.0|0|0.0|100
0|2020-03-28|47.0|0|47.0|0|1.0|0|0.0|100
0|2020-03-29|51.0|0|51.0|0|1.0|0|0.0|100
0|2020-03-30|60.0|0|76.0|0|1.0|0|0.0|100
0|2020-03-31|83.0|0|101.0|0|1.0|0|0.0|100
0|2020-04-01|110.0|0|110.0|0|1.0|0|0.0|100
0|2020-04-02|142.0|0|155.0|0|1.0|0|0.0|100
0|2020-04-03|173.0|0|199.0|0|2.0|0|0.0|100
0|2020-04-04|210.0|0|205.0|0|2.0|0|0.0|100
0|2020-04-05|230.0|0|225.0|0|2.0|0|0.0|100
0|2020-04-06|239.0|0|246.0|0|2.0|0|0.0|100
0|2020-04-07|252.0|0|267.0|0|2.0|0|0.0|100
0|2020-04-08|271.0|0|309.0|0|2.0|0|0.0|100
0|2020-04-09|303.0|0|330.0|0|2.0|0|0.0|100
0|2020-04-10|337.0|0|363.0|0|3.0|0|0.0|100
0|2020-04-11|371.0|0|369.0|0|3.0|0|0.0|100
0|2020-04-12|396.0|0|396.0|0|3.0|0|0.0|100
0|2020-04-13|436.0|0|454.0|0|3.0|0|0.0|100
0|2020-04-14|462.0|0|524.0|0|3.0|0|0.0|100
0|2020-04-15|533.0|0|553.0|0|3.0|0|0.0|100
0|2020-04-16|565.0|0|553.0|0|3.0|0|0.0|100
0|2020-04-17|578.0|0|553.0|0|3.0|0|0.0|100
0|2020-04-18|610.0|0|619.0|0|3.0|0|0.0|100
0|2020-04-19|623.0|0|623.0|0|3.0|0|0.0|100
0|2020-04-20|643.0|0|643.0|0|3.0|0|0.0|100
0|2020-04-21|671.0|0|671.0|0|3.0|0|0.0|100
0|2020-04-22|683.0|0|671.0|0|4.0|0|0.0|100
0|2020-04-23|699.0|0|713.0|0|4.0|0|0.0|100
0|2020-04-24|735.0|0|744.0|0|4.0|0|0.0|100
0|2020-04-25|755.0|0|764.0|0|4.0|0|0.0|100
0|2020-04-26|809.0|0|809.0|0|4.0|0|0.0|100
0|2020-04-27|828.0|0|837.0|0|5.0|0|0.0|100
0|2020-04-28|847.0|0|865.0|0|5.0|0|0.0|100
0|2020-04-29|866.0|0|882.0|0|6.0|0|0.0|100
0|2020-04-30|893.0|0|910.0|0|7.0|0|0.0|100
0|2020-05-01|939.0|0|941.0|0|8.0|0|0.0|100
0|2020-05-02|969.0|0|972.0|0|8.0|0|0.0|100
0|2020-05-03|1005.0|0|1007.0|0|8.0|0|0.0|100
0|2020-05-04|1016.0|0|1025.0|0|8.0|0|0.0|100
0|2020-05-05|1045.0|0|1047.0|0|11.0|0|0.0|100
0|2020-05-06|1073.0|0|1084.0|0|11.0|0|0.0|100
0|2020-05-07|1133.0|0|1133.0|0|13.0|0|0.0|100
0|2020-05-08|1166.0|0|1176.0|0|15.0|0|0.0|100
0|2020-05-09|1228.0|0|1238.0|0|15.0|0|0.0|100
0|2020-05-10|1254.0|0|1264.0|0|15.0|0|0.0|100
0|2020-05-11|1286.0|0|1300.0|0|15.0|0|0.0|100
0|2020-05-12|1316.0|0|1331.0|0|17.0|0|0.0|100
0|2020-05-13|1343.0|0|1363.0|0|17.0|0|0.0|100
