|dates|Schenectady_NewYork_UnitedStates.JHU_ConfirmedCases.data|Schenectady_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Schenectady_NewYork_UnitedStates.NYT_ConfirmedCases.data|Schenectady_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Schenectady_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Schenectady_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Schenectady_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Schenectady_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-16|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-17|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-18|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-19|14.0|0|21.0|0|0.0|0|0.0|100
0|2020-03-20|14.0|0|21.0|0|0.0|0|0.0|100
0|2020-03-21|32.0|0|32.0|0|0.0|0|0.0|100
0|2020-03-22|32.0|0|39.0|0|0.0|0|0.0|100
0|2020-03-23|32.0|0|44.0|0|0.0|0|0.0|100
0|2020-03-24|44.0|0|46.0|0|0.0|0|0.0|100
0|2020-03-25|55.0|0|55.0|0|1.0|0|0.0|100
0|2020-03-26|62.0|0|62.0|0|1.0|0|0.0|100
0|2020-03-27|66.0|0|66.0|0|1.0|0|0.0|100
0|2020-03-28|72.0|0|72.0|0|1.0|0|0.0|100
0|2020-03-29|76.0|0|76.0|0|1.0|0|0.0|100
0|2020-03-30|80.0|0|80.0|0|1.0|0|0.0|100
0|2020-03-31|85.0|0|85.0|0|1.0|0|0.0|100
0|2020-04-01|93.0|0|93.0|0|1.0|0|0.0|100
0|2020-04-02|101.0|0|101.0|0|1.0|0|0.0|100
0|2020-04-03|110.0|0|101.0|0|5.0|0|0.0|100
0|2020-04-04|117.0|0|117.0|0|5.0|0|0.0|100
0|2020-04-05|128.0|0|128.0|0|7.0|0|0.0|100
0|2020-04-06|138.0|0|138.0|0|7.0|0|0.0|100
0|2020-04-07|145.0|0|145.0|0|7.0|0|0.0|100
0|2020-04-08|149.0|0|149.0|0|7.0|0|0.0|100
0|2020-04-09|167.0|0|167.0|0|7.0|0|0.0|100
0|2020-04-10|191.0|0|191.0|0|7.0|0|0.0|100
0|2020-04-11|194.0|0|194.0|0|7.0|0|0.0|100
0|2020-04-12|199.0|0|199.0|0|7.0|0|0.0|100
0|2020-04-13|204.0|0|204.0|0|8.0|0|0.0|100
0|2020-04-14|235.0|0|235.0|0|8.0|0|0.0|100
0|2020-04-15|237.0|0|237.0|0|8.0|0|0.0|100
0|2020-04-16|245.0|0|245.0|0|8.0|0|0.0|100
0|2020-04-17|295.0|0|250.0|0|8.0|0|0.0|100
0|2020-04-18|295.0|0|259.0|0|14.0|0|0.0|100
0|2020-04-19|295.0|0|268.0|0|14.0|0|0.0|100
0|2020-04-20|295.0|0|269.0|0|14.0|0|0.0|100
0|2020-04-21|336.0|0|273.0|0|14.0|0|0.0|100
0|2020-04-22|352.0|0|280.0|0|14.0|0|0.0|100
0|2020-04-23|288.0|0|288.0|0|15.0|0|0.0|100
0|2020-04-24|297.0|0|297.0|0|15.0|0|0.0|100
0|2020-04-25|431.0|0|431.0|0|15.0|0|0.0|100
0|2020-04-26|449.0|0|449.0|0|15.0|0|0.0|100
0|2020-04-27|457.0|0|457.0|0|22.0|0|0.0|100
0|2020-04-28|469.0|0|469.0|0|22.0|0|0.0|100
0|2020-04-29|479.0|0|479.0|0|22.0|0|0.0|100
0|2020-04-30|501.0|0|501.0|0|22.0|0|0.0|100
0|2020-05-01|514.0|0|514.0|0|27.0|0|0.0|100
0|2020-05-02|521.0|0|521.0|0|27.0|0|0.0|100
0|2020-05-03|527.0|0|527.0|0|27.0|0|0.0|100
0|2020-05-04|535.0|0|535.0|0|28.0|0|0.0|100
0|2020-05-05|537.0|0|537.0|0|28.0|0|0.0|100
0|2020-05-06|551.0|0|551.0|0|28.0|0|0.0|100
0|2020-05-07|551.0|0|551.0|0|28.0|0|0.0|100
0|2020-05-08|558.0|0|558.0|0|28.0|0|0.0|100
0|2020-05-09|571.0|0|571.0|0|28.0|0|0.0|100
0|2020-05-10|571.0|0|571.0|0|28.0|0|0.0|100
0|2020-05-11|575.0|0|575.0|0|28.0|0|0.0|100
0|2020-05-12|581.0|0|581.0|0|28.0|0|0.0|100
0|2020-05-13|587.0|0|587.0|0|28.0|0|0.0|100
