|dates|Worcester_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Worcester_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Worcester_Massachusetts_UnitedStates.NYT_ConfirmedCases.data|Worcester_Massachusetts_UnitedStates.NYT_ConfirmedCases.missing|Worcester_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Worcester_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Worcester_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Worcester_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-09|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-10|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-11|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-12|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-13|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-14|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-15|2.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-16|6.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-17|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-18|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-19|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-20|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-03-21|24.0|0|24.0|0|0.0|0|0.0|100
0|2020-03-22|37.0|0|37.0|0|0.0|0|0.0|100
0|2020-03-23|42.0|0|42.0|0|0.0|0|0.0|100
0|2020-03-24|73.0|0|73.0|0|0.0|0|0.0|100
0|2020-03-25|129.0|0|129.0|0|2.0|0|0.0|100
0|2020-03-26|166.0|0|166.0|0|3.0|0|0.0|100
0|2020-03-27|219.0|0|219.0|0|3.0|0|0.0|100
0|2020-03-28|291.0|0|291.0|0|5.0|0|0.0|100
0|2020-03-29|337.0|0|337.0|0|5.0|0|0.0|100
0|2020-03-30|390.0|0|390.0|0|5.0|0|0.0|100
0|2020-03-31|433.0|0|433.0|0|7.0|0|0.0|100
0|2020-04-01|563.0|0|563.0|0|9.0|0|0.0|100
0|2020-04-02|667.0|0|667.0|0|13.0|0|0.0|100
0|2020-04-03|825.0|0|825.0|0|14.0|0|0.0|100
0|2020-04-04|915.0|0|915.0|0|17.0|0|0.0|100
0|2020-04-05|978.0|0|978.0|0|17.0|0|0.0|100
0|2020-04-06|1077.0|0|1077.0|0|18.0|0|0.0|100
0|2020-04-07|1172.0|0|1172.0|0|23.0|0|0.0|100
0|2020-04-08|1296.0|0|1296.0|0|29.0|0|0.0|100
0|2020-04-09|1461.0|0|1461.0|0|29.0|0|0.0|100
0|2020-04-10|1678.0|0|1678.0|0|29.0|0|0.0|100
0|2020-04-11|1822.0|0|1822.0|0|41.0|0|0.0|100
0|2020-04-12|2032.0|0|2032.0|0|49.0|0|0.0|100
0|2020-04-13|2128.0|0|2128.0|0|49.0|0|0.0|100
0|2020-04-14|2246.0|0|2246.0|0|49.0|0|0.0|100
0|2020-04-15|2350.0|0|2350.0|0|74.0|0|0.0|100
0|2020-04-16|2503.0|0|2503.0|0|74.0|0|0.0|100
0|2020-04-17|2765.0|0|2765.0|0|84.0|0|0.0|100
0|2020-04-18|2952.0|0|2952.0|0|92.0|0|0.0|100
0|2020-04-19|3069.0|0|3069.0|0|114.0|0|0.0|100
0|2020-04-20|3069.0|0|3179.0|0|114.0|0|0.0|100
0|2020-04-21|3341.0|0|3341.0|0|133.0|0|0.0|100
0|2020-04-22|3456.0|0|3456.0|0|133.0|0|0.0|100
0|2020-04-23|3798.0|0|3798.0|0|133.0|0|0.0|100
0|2020-04-24|4227.0|0|4227.0|0|133.0|0|0.0|100
0|2020-04-25|4460.0|0|4460.0|0|183.0|0|0.0|100
0|2020-04-26|4572.0|0|4572.0|0|183.0|0|0.0|100
0|2020-04-27|4744.0|0|4744.0|0|215.0|0|0.0|100
0|2020-04-28|4999.0|0|4999.0|0|229.0|0|0.0|100
0|2020-04-29|5300.0|0|5300.0|0|253.0|0|0.0|100
0|2020-04-30|5550.0|0|5550.0|0|265.0|0|0.0|100
0|2020-05-01|5787.0|0|5787.0|0|278.0|0|0.0|100
0|2020-05-02|6129.0|0|6129.0|0|292.0|0|0.0|100
0|2020-05-03|6288.0|0|6288.0|0|312.0|0|0.0|100
0|2020-05-04|6471.0|0|6471.0|0|320.0|0|0.0|100
0|2020-05-05|6597.0|0|6597.0|0|331.0|0|0.0|100
0|2020-05-06|6992.0|0|6992.0|0|365.0|0|0.0|100
0|2020-05-07|7197.0|0|7197.0|0|385.0|0|0.0|100
0|2020-05-08|7410.0|0|7410.0|0|404.0|0|0.0|100
0|2020-05-09|7611.0|0|7611.0|0|420.0|0|0.0|100
0|2020-05-10|7743.0|0|7743.0|0|444.0|0|0.0|100
