|dates|Creek_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Creek_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Creek_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Creek_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Creek_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Creek_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Creek_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Creek_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-25|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-26|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-27|14.0|0|14.0|0|1.0|0|0.0|100
0|2020-03-28|16.0|0|16.0|0|1.0|0|0.0|100
0|2020-03-29|16.0|0|16.0|0|1.0|0|0.0|100
0|2020-03-30|18.0|0|18.0|0|1.0|0|0.0|100
0|2020-03-31|21.0|0|21.0|0|1.0|0|0.0|100
0|2020-04-01|27.0|0|27.0|0|1.0|0|0.0|100
0|2020-04-02|36.0|0|36.0|0|1.0|0|0.0|100
0|2020-04-03|39.0|0|39.0|0|1.0|0|0.0|100
0|2020-04-04|43.0|0|43.0|0|1.0|0|0.0|100
0|2020-04-05|44.0|0|44.0|0|1.0|0|0.0|100
0|2020-04-06|45.0|0|45.0|0|1.0|0|0.0|100
0|2020-04-07|47.0|0|47.0|0|2.0|0|0.0|100
0|2020-04-08|47.0|0|47.0|0|2.0|0|0.0|100
0|2020-04-09|48.0|0|48.0|0|2.0|0|0.0|100
0|2020-04-10|53.0|0|53.0|0|3.0|0|0.0|100
0|2020-04-11|54.0|0|54.0|0|3.0|0|0.0|100
0|2020-04-12|55.0|0|55.0|0|3.0|0|0.0|100
0|2020-04-13|56.0|0|56.0|0|3.0|0|0.0|100
0|2020-04-14|60.0|0|60.0|0|3.0|0|0.0|100
0|2020-04-15|57.0|0|57.0|0|3.0|0|0.0|100
0|2020-04-16|58.0|0|58.0|0|3.0|0|0.0|100
0|2020-04-17|58.0|0|62.0|0|3.0|0|0.0|100
0|2020-04-18|58.0|0|67.0|0|3.0|0|0.0|100
0|2020-04-19|68.0|0|68.0|0|4.0|0|0.0|100
0|2020-04-20|68.0|0|68.0|0|4.0|0|0.0|100
0|2020-04-21|69.0|0|69.0|0|4.0|0|0.0|100
0|2020-04-22|70.0|0|70.0|0|4.0|0|0.0|100
0|2020-04-23|71.0|0|71.0|0|5.0|0|0.0|100
0|2020-04-24|72.0|0|72.0|0|6.0|0|0.0|100
0|2020-04-25|73.0|0|73.0|0|6.0|0|0.0|100
0|2020-04-26|76.0|0|76.0|0|6.0|0|0.0|100
0|2020-04-27|76.0|0|76.0|0|6.0|0|0.0|100
0|2020-04-28|76.0|0|76.0|0|6.0|0|0.0|100
0|2020-04-29|77.0|0|77.0|0|6.0|0|0.0|100
0|2020-04-30|77.0|0|77.0|0|6.0|0|0.0|100
0|2020-05-01|80.0|0|80.0|0|6.0|0|0.0|100
0|2020-05-02|80.0|0|80.0|0|6.0|0|0.0|100
0|2020-05-03|80.0|0|80.0|0|6.0|0|0.0|100
0|2020-05-04|80.0|0|80.0|0|6.0|0|0.0|100
0|2020-05-05|80.0|0|80.0|0|6.0|0|0.0|100
0|2020-05-06|81.0|0|81.0|0|7.0|0|0.0|100
0|2020-05-07|82.0|0|82.0|0|7.0|0|0.0|100
0|2020-05-08|82.0|0|82.0|0|7.0|0|0.0|100
0|2020-05-09|82.0|0|82.0|0|7.0|0|0.0|100
0|2020-05-10|82.0|0|82.0|0|7.0|0|0.0|100
0|2020-05-11|82.0|0|82.0|0|7.0|0|0.0|100
0|2020-05-12|82.0|0|82.0|0|7.0|0|0.0|100
0|2020-05-13|83.0|0|83.0|0|7.0|0|0.0|100
