|dates|Menominee_Wisconsin_UnitedStates.AverageDailyTemperature.data|Menominee_Wisconsin_UnitedStates.AverageDailyTemperature.missing|Menominee_Wisconsin_UnitedStates.AverageDewPoint.data|Menominee_Wisconsin_UnitedStates.AverageDewPoint.missing|Menominee_Wisconsin_UnitedStates.AverageRelativeHumidity.data|Menominee_Wisconsin_UnitedStates.AverageRelativeHumidity.missing|Menominee_Wisconsin_UnitedStates.AverageSurfaceAirPressure.data|Menominee_Wisconsin_UnitedStates.AverageSurfaceAirPressure.missing
0|2020-01-01|16.083333333333332|0|13.760416666666666|0|91.125|0|27.895416666666677|0
0|2020-01-02|30.416666666666668|0|28.520833333333332|0|92.65104166666667|0|27.838593750000005|0
0|2020-01-03|26.729166666666668|0|21.8125|0|82.30208333333333|0|28.16812500000003|0
0|2020-01-04|21.604166666666668|0|18.21875|0|86.67708333333333|0|28.337291666666644|0
0|2020-01-05|24.104166666666668|0|21.239583333333332|0|89.28125|0|28.183020833333313|0
0|2020-01-06|21.979166666666668|0|15.84375|0|77.65625|0|28.31119791666666|0
0|2020-01-07|21.770833333333332|0|12.84375|0|69.79166666666667|0|28.229791666666696|0
0|2020-01-08|2.9583333333333335|0|-4.208333333333333|0|72.07291666666667|0|28.621197916666688|0
0|2020-01-09|25.104166666666668|0|23.447916666666668|0|93.63541666666667|0|28.273229166666656|0
0|2020-01-10|24.895833333333332|0|20.395833333333332|0|83.34375|0|28.441458333333333|0
0|2020-01-11|13.421875|0|5.760416666666667|0|71.89583333333333|0|28.46062499999999|0
0|2020-01-12|10.052083333333334|0|5.229166666666667|0|81.45833333333333|0|28.57166666666667|0
0|2020-01-13|21.010416666666668|0|19.708333333333332|0|94.41666666666667|0|28.551666666666637|0
0|2020-01-14|26.322916666666668|0|24.796875|0|94.11458333333333|0|28.36895833333332|0
0|2020-01-15|22.520833333333332|0|18.770833333333332|0|86.02083333333333|0|28.472395833333362|0
0|2020-01-16|1.90625|0|-5.291666666666667|0|72.59375|0|28.89484375000005|0
0|2020-01-17|8.0|0|4.989583333333333|0|87.46875|0|28.862604166666642|0
0|2020-01-18|21.375|0|18.083333333333332|0|87.55208333333333|0|28.0975|0
0|2020-01-19|15.645833333333334|0|10.270833333333334|0|80.01041666666667|0|28.574270833333347|0
0|2020-01-20|10.208333333333334|0|5.890625|0|83.53645833333333|0|28.869479166666693|0
