|dates|Clackamas_Oregon_UnitedStates.JHU_ConfirmedCases.data|Clackamas_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Clackamas_Oregon_UnitedStates.NYT_ConfirmedCases.data|Clackamas_Oregon_UnitedStates.NYT_ConfirmedCases.missing|Clackamas_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Clackamas_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Clackamas_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Clackamas_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-13|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-16|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-17|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-18|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-19|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-20|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-21|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-22|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-23|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-24|17.0|0|17.0|0|1.0|0|0.0|100
0|2020-03-25|21.0|0|21.0|0|2.0|0|0.0|100
0|2020-03-26|21.0|0|21.0|0|2.0|0|0.0|100
0|2020-03-27|31.0|0|31.0|0|2.0|0|0.0|100
0|2020-03-28|36.0|0|36.0|0|2.0|0|0.0|100
0|2020-03-29|39.0|0|39.0|0|2.0|0|0.0|100
0|2020-03-30|40.0|0|40.0|0|3.0|0|0.0|100
0|2020-03-31|50.0|0|50.0|0|3.0|0|0.0|100
0|2020-04-01|56.0|0|56.0|0|3.0|0|0.0|100
0|2020-04-02|61.0|0|61.0|0|3.0|0|0.0|100
0|2020-04-03|66.0|0|66.0|0|3.0|0|0.0|100
0|2020-04-04|66.0|0|78.0|0|3.0|0|0.0|100
0|2020-04-05|84.0|0|84.0|0|3.0|0|0.0|100
0|2020-04-06|84.0|0|90.0|0|3.0|0|0.0|100
0|2020-04-07|90.0|0|97.0|0|3.0|0|0.0|100
0|2020-04-08|97.0|0|103.0|0|3.0|0|0.0|100
0|2020-04-09|109.0|0|109.0|0|3.0|0|0.0|100
0|2020-04-10|109.0|0|116.0|0|3.0|0|0.0|100
0|2020-04-11|116.0|0|121.0|0|3.0|0|0.0|100
0|2020-04-12|125.0|0|125.0|0|3.0|0|0.0|100
0|2020-04-13|132.0|0|132.0|0|3.0|0|0.0|100
0|2020-04-14|135.0|0|135.0|0|3.0|0|0.0|100
0|2020-04-15|142.0|0|142.0|0|3.0|0|0.0|100
0|2020-04-16|150.0|0|150.0|0|3.0|0|0.0|100
0|2020-04-17|153.0|0|153.0|0|4.0|0|0.0|100
0|2020-04-18|154.0|0|154.0|0|5.0|0|0.0|100
0|2020-04-19|161.0|0|161.0|0|5.0|0|0.0|100
0|2020-04-20|171.0|0|171.0|0|5.0|0|0.0|100
0|2020-04-21|173.0|0|173.0|0|5.0|0|0.0|100
0|2020-04-22|183.0|0|183.0|0|5.0|0|0.0|100
0|2020-04-23|191.0|0|191.0|0|6.0|0|0.0|100
0|2020-04-24|196.0|0|196.0|0|6.0|0|0.0|100
0|2020-04-25|201.0|0|201.0|0|6.0|0|0.0|100
0|2020-04-26|204.0|0|204.0|0|6.0|0|0.0|100
0|2020-04-27|204.0|0|204.0|0|6.0|0|0.0|100
0|2020-04-28|205.0|0|205.0|0|7.0|0|0.0|100
0|2020-04-29|206.0|0|206.0|0|7.0|0|0.0|100
0|2020-04-30|214.0|0|214.0|0|7.0|0|0.0|100
0|2020-05-01|222.0|0|222.0|0|7.0|0|0.0|100
0|2020-05-02|224.0|0|224.0|0|7.0|0|0.0|100
0|2020-05-03|225.0|0|225.0|0|7.0|0|0.0|100
0|2020-05-04|226.0|0|226.0|0|7.0|0|0.0|100
0|2020-05-05|231.0|0|231.0|0|7.0|0|0.0|100
0|2020-05-06|235.0|0|235.0|0|7.0|0|0.0|100
0|2020-05-07|241.0|0|241.0|0|8.0|0|0.0|100
0|2020-05-08|250.0|0|250.0|0|8.0|0|0.0|100
0|2020-05-09|256.0|0|256.0|0|9.0|0|0.0|100
0|2020-05-10|266.0|0|266.0|0|9.0|0|0.0|100
0|2020-05-11|268.0|0|268.0|0|9.0|0|0.0|100
0|2020-05-12|274.0|0|274.0|0|9.0|0|0.0|100
0|2020-05-13|274.0|0|274.0|0|9.0|0|0.0|100
