|dates|Duval_Texas_UnitedStates.AveragePrecipitationTotal.data|Duval_Texas_UnitedStates.AveragePrecipitationTotal.missing|Duval_Texas_UnitedStates.AveragePrecipitation.data|Duval_Texas_UnitedStates.AveragePrecipitation.missing|Duval_Texas_UnitedStates.AverageWindDirection.data|Duval_Texas_UnitedStates.AverageWindDirection.missing|Duval_Texas_UnitedStates.AverageWindSpeed.data|Duval_Texas_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0060416666666666665|0|163.04861111111111|0|5.297222222222222|0
0|2020-01-02|0.002361111111111111|0|0.004583333333333333|0|167.70833333333334|0|6.416666666666667|0
0|2020-01-03|0.004583333333333333|0|0.0|0|286.28472222222223|0|14.03125|0
0|2020-01-04|0.0|0|0.0|0|219.16666666666666|0|6.083333333333333|0
0|2020-01-05|0.0|0|0.0|0|200.83333333333334|0|9.583333333333334|0
0|2020-01-06|0.0|0|0.0|0|170.06944444444446|0|6.9944444444444445|0
0|2020-01-07|0.0|0|0.0|0|129.16666666666666|0|9.208333333333334|0
0|2020-01-08|0.0|0|0.0|0|123.33333333333333|0|10.833333333333334|0
0|2020-01-09|0.0|0|0.0|0|156.31944444444446|0|14.660416666666668|0
0|2020-01-10|0.0|0|0.0|0|190.69444444444446|0|20.76388888888889|0
0|2020-01-11|0.0|0|0.0|0|253.33333333333334|0|13.75|0
0|2020-01-12|0.0|0|0.0|0|75.83333333333333|0|6.5|0
0|2020-01-13|0.0|0|0.0|0|69.68749999999999|0|6.896527777777778|0
0|2020-01-14|0.0|0|0.0|0|132.04861111111111|0|7.909722222222222|0
0|2020-01-15|0.0|0|0.0|0|139.82638888888889|0|10.677083333333334|0
0|2020-01-16|0.0|0|0.0|0|120.3125|0|11.260416666666666|0
0|2020-01-17|0.0|0|0.00020833333333333335|0|140.97222222222226|0|10.715277777777779|0
0|2020-01-18|0.0001388888888888889|0|0.0|0|121.34027777777777|0|9.268749999999999|0
0|2020-01-19|0.0|0|0.0|0|88.33333333333333|0|11.666666666666666|0
0|2020-01-20|0.0|0|0.0|0|114.58333333333333|0|7.416666666666667|0
0|2020-01-21|0.0|0|0.0|0|125.83333333333333|0|10.583333333333334|0
0|2020-01-22|0.0004166666666666667|0|0.009361111111111112|0|134.86111111111111|0|6.560416666666668|0
0|2020-01-23|0.0036111111111111114|0|0.0|0|202.7222222222222|0|8.572222222222223|0
0|2020-01-24|0.0|0|0.0|0|83.33333333333333|0|6.458333333333333|0
0|2020-01-25|0.0|0|0.00020833333333333335|0|103.95833333333333|0|7.222222222222221|0
0|2020-01-26|0.00020833333333333335|0|0.0|0|198.64583333333334|0|5.6125|0
0|2020-01-27|0.0|0|0.0|0|131.81547619047618|0|7.658730158730158|0
0|2020-01-28|0.0|0|0.0|0|246.84027777777774|0|9.909722222222221|0
0|2020-01-29|0.0|0|0.0|0|189.58333333333334|0|11.041666666666666|0
0|2020-01-30|0.0|0|0.0|0|38.958333333333336|0|11.270833333333334|0
0|2020-01-31|0.0|0|0.0|0|282.63888888888886|0|8.791666666666666|0
