|dates|Franklin_Indiana_UnitedStates.JHU_ConfirmedCases.data|Franklin_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Indiana_UnitedStates.NYT_ConfirmedCases.data|Franklin_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-18|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-19|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-20|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-21|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-22|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-23|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-24|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-25|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-26|13.0|0|13.0|0|1.0|0|0.0|100
0|2020-03-27|21.0|0|22.0|0|1.0|0|0.0|100
0|2020-03-28|23.0|0|23.0|0|2.0|0|0.0|100
0|2020-03-29|26.0|0|26.0|0|2.0|0|0.0|100
0|2020-03-30|28.0|0|28.0|0|4.0|0|0.0|100
0|2020-03-31|35.0|0|35.0|0|4.0|0|0.0|100
0|2020-04-01|39.0|0|39.0|0|5.0|0|0.0|100
0|2020-04-02|45.0|0|45.0|0|6.0|0|0.0|100
0|2020-04-03|48.0|0|48.0|0|6.0|0|0.0|100
0|2020-04-04|50.0|0|50.0|0|6.0|0|0.0|100
0|2020-04-05|53.0|0|53.0|0|6.0|0|0.0|100
0|2020-04-06|55.0|0|55.0|0|6.0|0|0.0|100
0|2020-04-07|60.0|0|60.0|0|7.0|0|0.0|100
0|2020-04-08|61.0|0|61.0|0|7.0|0|0.0|100
0|2020-04-09|64.0|0|64.0|0|7.0|0|0.0|100
0|2020-04-10|66.0|0|66.0|0|7.0|0|0.0|100
0|2020-04-11|67.0|0|67.0|0|7.0|0|0.0|100
0|2020-04-12|69.0|0|69.0|0|7.0|0|0.0|100
0|2020-04-13|69.0|0|69.0|0|7.0|0|0.0|100
0|2020-04-14|74.0|0|74.0|0|7.0|0|0.0|100
0|2020-04-15|75.0|0|75.0|0|7.0|0|0.0|100
0|2020-04-16|75.0|0|75.0|0|7.0|0|0.0|100
0|2020-04-17|87.0|0|87.0|0|7.0|0|0.0|100
0|2020-04-18|89.0|0|89.0|0|7.0|0|0.0|100
0|2020-04-19|89.0|0|89.0|0|7.0|0|0.0|100
0|2020-04-20|90.0|0|90.0|0|7.0|0|0.0|100
0|2020-04-21|91.0|0|91.0|0|7.0|0|0.0|100
0|2020-04-22|91.0|0|91.0|0|7.0|0|0.0|100
0|2020-04-23|92.0|0|92.0|0|7.0|0|0.0|100
0|2020-04-24|92.0|0|92.0|0|7.0|0|0.0|100
0|2020-04-25|94.0|0|94.0|0|7.0|0|0.0|100
0|2020-04-26|94.0|0|95.0|0|7.0|0|0.0|100
0|2020-04-27|94.0|0|94.0|0|7.0|0|0.0|100
0|2020-04-28|95.0|0|95.0|0|7.0|0|0.0|100
0|2020-04-29|96.0|0|96.0|0|7.0|0|0.0|100
0|2020-04-30|97.0|0|98.0|0|7.0|0|0.0|100
0|2020-05-01|97.0|0|98.0|0|7.0|0|0.0|100
0|2020-05-02|97.0|0|99.0|0|7.0|0|0.0|100
0|2020-05-03|97.0|0|99.0|0|7.0|0|0.0|100
0|2020-05-04|99.0|0|101.0|0|7.0|0|0.0|100
0|2020-05-05|99.0|0|101.0|0|7.0|0|0.0|100
0|2020-05-06|101.0|0|104.0|0|7.0|0|0.0|100
0|2020-05-07|101.0|0|104.0|0|7.0|0|0.0|100
0|2020-05-08|104.0|0|107.0|0|7.0|0|0.0|100
0|2020-05-09|104.0|0|107.0|0|7.0|0|0.0|100
0|2020-05-10|104.0|0|107.0|0|7.0|0|0.0|100
0|2020-05-11|106.0|0|109.0|0|7.0|0|0.0|100
0|2020-05-12|106.0|0|109.0|0|7.0|0|0.0|100
0|2020-05-13|106.0|0|109.0|0|7.0|0|0.0|100
