|dates|Tarrant_Texas_UnitedStates.JHU_ConfirmedCases.data|Tarrant_Texas_UnitedStates.JHU_ConfirmedCases.missing|Tarrant_Texas_UnitedStates.NYT_ConfirmedCases.data|Tarrant_Texas_UnitedStates.NYT_ConfirmedCases.missing|Tarrant_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Tarrant_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Tarrant_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Tarrant_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-11|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-12|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-13|3.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-14|3.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-15|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-16|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-17|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-18|8.0|0|6.0|0|1.0|0|0.0|100
0|2020-03-19|19.0|0|19.0|0|1.0|0|0.0|100
0|2020-03-20|29.0|0|29.0|0|1.0|0|0.0|100
0|2020-03-21|42.0|0|47.0|0|1.0|0|0.0|100
0|2020-03-22|47.0|0|47.0|0|1.0|0|0.0|100
0|2020-03-23|57.0|0|57.0|0|1.0|0|0.0|100
0|2020-03-24|71.0|0|57.0|0|1.0|0|0.0|100
0|2020-03-25|90.0|0|71.0|0|1.0|0|0.0|100
0|2020-03-26|100.0|0|90.0|0|1.0|0|0.0|100
0|2020-03-27|114.0|0|114.0|0|1.0|0|0.0|100
0|2020-03-28|128.0|0|114.0|0|1.0|0|0.0|100
0|2020-03-29|139.0|0|139.0|0|1.0|0|0.0|100
0|2020-03-30|238.0|0|139.0|0|1.0|0|0.0|100
0|2020-03-31|273.0|0|175.0|0|1.0|0|0.0|100
0|2020-04-01|288.0|0|288.0|0|3.0|0|0.0|100
0|2020-04-02|325.0|0|325.0|0|6.0|0|0.0|100
0|2020-04-03|383.0|0|383.0|0|7.0|0|0.0|100
0|2020-04-04|404.0|0|383.0|0|9.0|0|0.0|100
0|2020-04-05|418.0|0|404.0|0|11.0|0|0.0|100
0|2020-04-06|452.0|0|452.0|0|13.0|0|0.0|100
0|2020-04-07|517.0|0|452.0|0|18.0|0|0.0|100
0|2020-04-08|588.0|0|588.0|0|19.0|0|0.0|100
0|2020-04-09|637.0|0|637.0|0|20.0|0|0.0|100
0|2020-04-10|705.0|0|705.0|0|21.0|0|0.0|100
0|2020-04-11|705.0|0|705.0|0|25.0|0|0.0|100
0|2020-04-12|787.0|0|806.0|0|25.0|0|0.0|100
0|2020-04-13|876.0|0|876.0|0|25.0|0|0.0|100
0|2020-04-14|929.0|0|929.0|0|29.0|0|0.0|100
0|2020-04-15|990.0|0|990.0|0|30.0|0|0.0|100
0|2020-04-16|1093.0|0|990.0|0|34.0|0|0.0|100
0|2020-04-17|1175.0|0|1175.0|0|35.0|0|0.0|100
0|2020-04-18|1229.0|0|1229.0|0|38.0|0|0.0|100
0|2020-04-19|1229.0|0|1242.0|0|38.0|0|0.0|100
0|2020-04-20|1242.0|0|1249.0|0|39.0|0|0.0|100
0|2020-04-21|1333.0|0|1333.0|0|42.0|0|0.0|100
0|2020-04-22|1333.0|0|1430.0|0|42.0|0|0.0|100
0|2020-04-23|1559.0|0|1559.0|0|45.0|0|0.0|100
0|2020-04-24|1706.0|0|1706.0|0|48.0|0|0.0|100
0|2020-04-25|1836.0|0|1836.0|0|52.0|0|0.0|100
0|2020-04-26|1947.0|0|1947.0|0|52.0|0|0.0|100
0|2020-04-27|1947.0|0|2019.0|0|53.0|0|0.0|100
0|2020-04-28|2019.0|0|2088.0|0|53.0|0|0.0|100
0|2020-04-29|2088.0|0|2149.0|0|58.0|0|0.0|100
0|2020-04-30|2246.0|0|2246.0|0|68.0|0|0.0|100
0|2020-05-01|2246.0|0|2388.0|0|68.0|0|0.0|100
0|2020-05-02|2388.0|0|2503.0|0|69.0|0|0.0|100
0|2020-05-03|2503.0|0|2584.0|0|71.0|0|0.0|100
0|2020-05-04|2584.0|0|2624.0|0|75.0|0|0.0|100
0|2020-05-05|2624.0|0|2686.0|0|77.0|0|0.0|100
0|2020-05-06|2686.0|0|2813.0|0|83.0|0|0.0|100
0|2020-05-07|2956.0|0|2956.0|0|90.0|0|0.0|100
0|2020-05-08|2956.0|0|3127.0|0|90.0|0|0.0|100
0|2020-05-09|3127.0|0|3210.0|0|95.0|0|0.0|100
0|2020-05-10|3210.0|0|3695.0|0|101.0|0|0.0|100
0|2020-05-11|3695.0|0|3745.0|0|103.0|0|0.0|100
0|2020-05-12|3745.0|0|3810.0|0|104.0|0|0.0|100
