|dates|Berrien_Michigan_UnitedStates.JHU_ConfirmedCases.data|Berrien_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Berrien_Michigan_UnitedStates.NYT_ConfirmedCases.data|Berrien_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Berrien_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Berrien_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Berrien_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Berrien_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-22|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-23|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-24|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-25|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-26|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-27|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-28|22.0|0|22.0|0|0.0|0|0.0|100
0|2020-03-29|29.0|0|29.0|0|0.0|0|0.0|100
0|2020-03-30|32.0|0|32.0|0|0.0|0|0.0|100
0|2020-03-31|35.0|0|35.0|0|1.0|0|0.0|100
0|2020-04-01|38.0|0|38.0|0|1.0|0|0.0|100
0|2020-04-02|40.0|0|40.0|0|1.0|0|0.0|100
0|2020-04-03|52.0|0|52.0|0|1.0|0|0.0|100
0|2020-04-04|56.0|0|56.0|0|1.0|0|0.0|100
0|2020-04-05|58.0|0|58.0|0|1.0|0|0.0|100
0|2020-04-06|60.0|0|60.0|0|1.0|0|0.0|100
0|2020-04-07|64.0|0|64.0|0|2.0|0|0.0|100
0|2020-04-08|72.0|0|72.0|0|2.0|0|0.0|100
0|2020-04-09|80.0|0|80.0|0|2.0|0|0.0|100
0|2020-04-10|88.0|0|88.0|0|2.0|0|0.0|100
0|2020-04-11|94.0|0|94.0|0|3.0|0|0.0|100
0|2020-04-12|104.0|0|104.0|0|4.0|0|0.0|100
0|2020-04-13|105.0|0|105.0|0|4.0|0|0.0|100
0|2020-04-14|111.0|0|111.0|0|5.0|0|0.0|100
0|2020-04-15|123.0|0|123.0|0|7.0|0|0.0|100
0|2020-04-16|133.0|0|133.0|0|7.0|0|0.0|100
0|2020-04-17|144.0|0|144.0|0|8.0|0|0.0|100
0|2020-04-18|153.0|0|153.0|0|8.0|0|0.0|100
0|2020-04-19|158.0|0|158.0|0|8.0|0|0.0|100
0|2020-04-20|164.0|0|164.0|0|8.0|0|0.0|100
0|2020-04-21|170.0|0|170.0|0|10.0|0|0.0|100
0|2020-04-22|177.0|0|177.0|0|11.0|0|0.0|100
0|2020-04-23|189.0|0|189.0|0|11.0|0|0.0|100
0|2020-04-24|210.0|0|210.0|0|11.0|0|0.0|100
0|2020-04-25|213.0|0|213.0|0|12.0|0|0.0|100
0|2020-04-26|215.0|0|215.0|0|14.0|0|0.0|100
0|2020-04-27|217.0|0|217.0|0|14.0|0|0.0|100
0|2020-04-28|232.0|0|232.0|0|15.0|0|0.0|100
0|2020-04-29|242.0|0|242.0|0|15.0|0|0.0|100
0|2020-04-30|248.0|0|248.0|0|15.0|0|0.0|100
0|2020-05-01|263.0|0|263.0|0|15.0|0|0.0|100
0|2020-05-02|294.0|0|294.0|0|18.0|0|0.0|100
0|2020-05-03|300.0|0|300.0|0|18.0|0|0.0|100
0|2020-05-04|304.0|0|304.0|0|20.0|0|0.0|100
0|2020-05-05|315.0|0|315.0|0|20.0|0|0.0|100
0|2020-05-06|344.0|0|344.0|0|20.0|0|0.0|100
0|2020-05-07|354.0|0|354.0|0|21.0|0|0.0|100
0|2020-05-08|376.0|0|376.0|0|22.0|0|0.0|100
0|2020-05-09|384.0|0|384.0|0|22.0|0|0.0|100
0|2020-05-10|391.0|0|391.0|0|22.0|0|0.0|100
0|2020-05-11|403.0|0|403.0|0|24.0|0|0.0|100
0|2020-05-12|411.0|0|411.0|0|25.0|0|0.0|100
0|2020-05-13|425.0|0|425.0|0|26.0|0|0.0|100
