|dates|Randolph_Illinois_UnitedStates.JHU_ConfirmedCases.data|Randolph_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Randolph_Illinois_UnitedStates.NYT_ConfirmedCases.data|Randolph_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Randolph_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Randolph_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Randolph_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Randolph_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-30|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-31|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-04-01|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-04-02|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-04-03|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-04-04|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-04-05|24.0|0|24.0|0|0.0|0|0.0|100
0|2020-04-06|27.0|0|27.0|0|0.0|0|0.0|100
0|2020-04-07|27.0|0|29.0|0|0.0|0|0.0|100
0|2020-04-08|31.0|0|31.0|0|0.0|0|0.0|100
0|2020-04-09|31.0|0|34.0|0|0.0|0|0.0|100
0|2020-04-10|35.0|0|35.0|0|0.0|0|0.0|100
0|2020-04-11|37.0|0|37.0|0|0.0|0|0.0|100
0|2020-04-12|40.0|0|40.0|0|0.0|0|0.0|100
0|2020-04-13|41.0|0|41.0|0|0.0|0|0.0|100
0|2020-04-14|41.0|0|41.0|0|0.0|0|0.0|100
0|2020-04-15|46.0|0|46.0|0|0.0|0|0.0|100
0|2020-04-16|46.0|0|46.0|0|0.0|0|0.0|100
0|2020-04-17|48.0|0|48.0|0|1.0|0|0.0|100
0|2020-04-18|54.0|0|54.0|0|1.0|0|0.0|100
0|2020-04-19|57.0|0|57.0|0|1.0|0|0.0|100
0|2020-04-20|58.0|0|58.0|0|1.0|0|0.0|100
0|2020-04-21|61.0|0|61.0|0|1.0|0|0.0|100
0|2020-04-22|63.0|0|63.0|0|1.0|0|0.0|100
0|2020-04-23|68.0|0|68.0|0|1.0|0|0.0|100
0|2020-04-24|79.0|0|79.0|0|1.0|0|0.0|100
0|2020-04-25|79.0|0|79.0|0|1.0|0|0.0|100
0|2020-04-26|104.0|0|104.0|0|1.0|0|0.0|100
0|2020-04-27|109.0|0|109.0|0|1.0|0|0.0|100
0|2020-04-28|126.0|0|126.0|0|1.0|0|0.0|100
0|2020-04-29|138.0|0|138.0|0|1.0|0|0.0|100
0|2020-04-30|156.0|0|156.0|0|1.0|0|0.0|100
0|2020-05-01|164.0|0|164.0|0|1.0|0|0.0|100
0|2020-05-02|166.0|0|166.0|0|1.0|0|0.0|100
0|2020-05-03|179.0|0|179.0|0|1.0|0|0.0|100
0|2020-05-04|182.0|0|182.0|0|1.0|0|0.0|100
0|2020-05-05|183.0|0|183.0|0|2.0|0|0.0|100
0|2020-05-06|203.0|0|203.0|0|2.0|0|0.0|100
0|2020-05-07|206.0|0|206.0|0|2.0|0|0.0|100
0|2020-05-08|211.0|0|211.0|0|2.0|0|0.0|100
0|2020-05-09|217.0|0|217.0|0|2.0|0|0.0|100
0|2020-05-10|220.0|0|220.0|0|2.0|0|0.0|100
0|2020-05-11|221.0|0|221.0|0|2.0|0|0.0|100
0|2020-05-12|222.0|0|222.0|0|3.0|0|0.0|100
0|2020-05-13|227.0|0|227.0|0|3.0|0|0.0|100
