|dates|Hancock_WestVirginia_UnitedStates.AveragePrecipitationTotal.data|Hancock_WestVirginia_UnitedStates.AveragePrecipitationTotal.missing|Hancock_WestVirginia_UnitedStates.AveragePrecipitation.data|Hancock_WestVirginia_UnitedStates.AveragePrecipitation.missing|Hancock_WestVirginia_UnitedStates.AverageWindDirection.data|Hancock_WestVirginia_UnitedStates.AverageWindDirection.missing|Hancock_WestVirginia_UnitedStates.AverageWindSpeed.data|Hancock_WestVirginia_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.004583333333333333|0|0.00125|0|236.94444444444446|0|8.38888888888889|0
0|2020-01-02|0.0|0|0.0016666666666666668|0|177.91666666666666|0|7.875|0
0|2020-01-03|0.012291666666666666|0|0.03395833333333335|0|71.875|0|1.4583333333333333|0
0|2020-01-04|0.024166666666666666|0|0.007500000000000001|0|272.2916666666667|0|10.034722222222223|0
0|2020-01-05|0.0010416666666666667|0|0.0|0|253.33333333333334|0|11.416666666666666|0
0|2020-01-06|0.0|0|0.0|0|250.41666666666666|0|10.458333333333334|0
0|2020-01-07|0.0|0|0.0|0|136.25|0|4.125|0
0|2020-01-08|0.0|0|0.0|0|288.0208333333333|0|14.614583333333334|0
0|2020-01-09|0.0|0|0.0|0|123.33333333333333|0|6.25|0
0|2020-01-10|0.0|0|0.005833333333333334|0|147.08333333333334|0|5.041666666666667|0
0|2020-01-11|0.005833333333333334|0|0.0029861111111111113|0|175.34722222222226|0|10.652777777777777|0
0|2020-01-12|0.0033333333333333335|0|0.0|0|200.0|0|11.229166666666666|0
0|2020-01-13|0.0|0|0.0|0|149.16666666666666|0|4.625|0
0|2020-01-14|0.0|0|0.0|0|165.27777777777777|0|5.131944444444445|0
0|2020-01-15|0.0|0|0.0008333333333333334|0|134.375|0|4.979166666666667|0
0|2020-01-16|0.0008333333333333334|0|0.0001388888888888889|0|292.77777777777777|0|18.881944444444443|0
0|2020-01-17|0.0004166666666666667|0|0.0|0|159.375|0|8.375|0
0|2020-01-18|0.0020833333333333333|0|0.02416666666666667|0|169.20138888888889|0|11.743055555555557|0
0|2020-01-19|0.0275|0|0.0|0|272.9166666666667|0|15.354166666666666|0
0|2020-01-20|0.0|0|0.0|0|283.75|0|7.625|0
0|2020-01-21|0.0|0|0.0|0|211.25|0|4.708333333333333|0
0|2020-01-22|0.0|0|0.0|0|55.416666666666664|0|1.9166666666666667|0
