|dates|Steuben_NewYork_UnitedStates.JHU_ConfirmedCases.data|Steuben_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Steuben_NewYork_UnitedStates.NYT_ConfirmedCases.data|Steuben_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Steuben_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Steuben_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Steuben_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Steuben_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-22|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-23|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-24|8.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-25|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-26|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-27|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-28|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-29|17.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-30|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-03-31|19.0|0|24.0|0|0.0|0|0.0|100
0|2020-04-01|38.0|0|38.0|0|0.0|0|0.0|100
0|2020-04-02|43.0|0|49.0|0|0.0|0|0.0|100
0|2020-04-03|46.0|0|49.0|0|0.0|0|0.0|100
0|2020-04-04|60.0|0|64.0|0|0.0|0|0.0|100
0|2020-04-05|73.0|0|64.0|0|1.0|0|0.0|100
0|2020-04-06|75.0|0|73.0|0|4.0|0|0.0|100
0|2020-04-07|75.0|0|79.0|0|5.0|0|0.0|100
0|2020-04-08|87.0|0|82.0|0|6.0|0|0.0|100
0|2020-04-09|92.0|0|89.0|0|6.0|0|0.0|100
0|2020-04-10|117.0|0|117.0|0|6.0|0|0.0|100
0|2020-04-11|117.0|0|119.0|0|6.0|0|0.0|100
0|2020-04-12|147.0|0|121.0|0|10.0|0|0.0|100
0|2020-04-13|147.0|0|123.0|0|11.0|0|0.0|100
0|2020-04-14|147.0|0|147.0|0|16.0|0|0.0|100
0|2020-04-15|151.0|0|151.0|0|16.0|0|0.0|100
0|2020-04-16|154.0|0|154.0|0|18.0|0|0.0|100
0|2020-04-17|154.0|0|154.0|0|18.0|0|0.0|100
0|2020-04-18|181.0|0|160.0|0|21.0|0|0.0|100
0|2020-04-19|181.0|0|167.0|0|23.0|0|0.0|100
0|2020-04-20|195.0|0|167.0|0|27.0|0|0.0|100
0|2020-04-21|195.0|0|170.0|0|27.0|0|0.0|100
0|2020-04-22|214.0|0|171.0|0|27.0|0|0.0|100
0|2020-04-23|171.0|0|171.0|0|33.0|0|0.0|100
0|2020-04-24|171.0|0|171.0|0|33.0|0|0.0|100
0|2020-04-25|204.0|0|204.0|0|33.0|0|0.0|100
0|2020-04-26|207.0|0|207.0|0|33.0|0|0.0|100
0|2020-04-27|209.0|0|209.0|0|35.0|0|0.0|100
0|2020-04-28|210.0|0|210.0|0|35.0|0|0.0|100
0|2020-04-29|214.0|0|214.0|0|35.0|0|0.0|100
0|2020-04-30|216.0|0|216.0|0|35.0|0|0.0|100
0|2020-05-01|216.0|0|216.0|0|37.0|0|0.0|100
0|2020-05-02|217.0|0|217.0|0|37.0|0|0.0|100
0|2020-05-03|218.0|0|218.0|0|37.0|0|0.0|100
0|2020-05-04|219.0|0|219.0|0|37.0|0|0.0|100
0|2020-05-05|221.0|0|221.0|0|37.0|0|0.0|100
0|2020-05-06|223.0|0|223.0|0|37.0|0|0.0|100
0|2020-05-07|224.0|0|224.0|0|37.0|0|0.0|100
0|2020-05-08|225.0|0|225.0|0|37.0|0|0.0|100
0|2020-05-09|226.0|0|226.0|0|39.0|0|0.0|100
0|2020-05-10|227.0|0|227.0|0|39.0|0|0.0|100
0|2020-05-11|228.0|0|228.0|0|39.0|0|0.0|100
0|2020-05-12|229.0|0|229.0|0|39.0|0|0.0|100
0|2020-05-13|230.0|0|230.0|0|39.0|0|0.0|100
